shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity,leg
SHP004553,WH0007,DC0006,PRD0030,air,2024-11-13,2024-11-15,3,2,43412.08,200,warehouse_to_dc
SHP004554,WH0010,DC0001,PRD0124,air,2026-02-12,2026-02-14,3,2,34324.47,125,warehouse_to_dc
SHP004555,WH0010,DC0004,PRD0123,road,2025-09-24,2025-09-25,1,1,2136.37,203,warehouse_to_dc
SHP004556,WH0009,DC0001,PRD0123,ocean,2025-01-19,2025-02-06,18,18,10358.61,260,warehouse_to_dc
SHP004557,WH0008,DC0004,PRD0054,ocean,2025-09-21,2025-10-12,22,21,3590.01,69,warehouse_to_dc
SHP004558,WH0006,DC0005,PRD0042,ocean,2025-03-03,2025-03-28,30,25,12148.55,163,warehouse_to_dc
SHP004559,WH0009,DC0006,PRD0106,air,2025-12-01,2025-12-03,3,2,82786.94,392,warehouse_to_dc
SHP004560,WH0003,DC0004,PRD0006,road,2025-01-11,2025-01-12,1,1,1187.93,147,warehouse_to_dc
SHP004561,WH0009,DC0004,PRD0063,road,2026-03-01,2026-03-02,1,1,327.6,364,warehouse_to_dc
SHP004562,WH0004,DC0005,PRD0012,road,2025-07-02,2025-07-03,1,1,3254.73,586,warehouse_to_dc
SHP004563,WH0007,DC0006,PRD0033,ocean,2024-11-19,2024-12-02,14,13,11518.67,398,warehouse_to_dc
SHP004564,WH0007,DC0003,PRD0147,ocean,2025-12-11,2026-01-05,26,25,17338.31,282,warehouse_to_dc
SHP004565,WH0006,DC0006,PRD0042,ocean,2025-05-21,2025-06-19,30,29,6937.8,93,warehouse_to_dc
SHP004566,WH0008,DC0005,PRD0035,air,2025-08-03,2025-08-06,4,3,26079.13,81,warehouse_to_dc
SHP004567,WH0005,DC0001,PRD0132,ocean,2025-12-30,2026-01-09,8,10,1556.6,107,warehouse_to_dc
SHP004568,WH0002,DC0001,PRD0011,ocean,2026-06-06,2026-06-16,11,10,1123.93,53,warehouse_to_dc
SHP004569,WH0008,DC0004,PRD0147,ocean,2025-01-03,2025-01-25,22,22,6711.76,129,warehouse_to_dc
SHP004570,WH0004,DC0002,PRD0038,rail,2025-01-12,2025-01-21,10,9,7826.53,136,warehouse_to_dc
SHP004571,WH0003,DC0001,PRD0015,ocean,2025-06-22,2025-07-15,19,23,5863.13,138,warehouse_to_dc
SHP004572,WH0007,DC0003,PRD0043,ocean,2025-05-07,2025-06-03,26,27,8300.25,135,warehouse_to_dc
SHP004573,WH0005,DC0003,PRD0067,ocean,2024-12-27,2025-01-11,16,15,6678.24,187,warehouse_to_dc
SHP004574,WH0006,DC0001,PRD0047,ocean,2026-08-29,2026-09-28,32,30,3376.85,42,warehouse_to_dc
SHP004575,WH0007,DC0004,PRD0133,rail,2025-07-22,2025-07-23,1,1,616.85,280,warehouse_to_dc
SHP004576,WH0003,DC0006,PRD0104,rail,2025-05-17,2025-05-25,9,8,5996.97,117,warehouse_to_dc
SHP004577,WH0006,DC0005,PRD0145,ocean,2025-04-20,2025-05-21,30,31,47550.77,638,warehouse_to_dc
SHP004578,WH0004,DC0002,PRD0005,ocean,2026-08-24,2026-09-04,16,11,9150.14,265,warehouse_to_dc
SHP004579,WH0002,DC0003,PRD0073,road,2025-04-27,2025-04-28,1,1,267.94,134,warehouse_to_dc
SHP004580,WH0002,DC0005,PRD0022,ocean,2025-05-31,2025-06-16,16,16,6022.43,166,warehouse_to_dc
SHP004581,WH0004,DC0005,PRD0056,road,2026-03-12,2026-03-13,1,1,449.89,81,warehouse_to_dc
SHP004582,WH0004,DC0005,PRD0115,rail,2025-07-13,2025-07-14,1,1,253.02,82,warehouse_to_dc
SHP004583,WH0003,DC0006,PRD0121,rail,2026-02-12,2026-02-22,9,10,5894.46,115,warehouse_to_dc
SHP004584,WH0009,DC0004,PRD0124,rail,2025-11-19,2025-11-21,1,2,140.0,280,warehouse_to_dc
SHP004585,WH0003,DC0001,PRD0044,ocean,2025-10-17,2025-11-04,19,18,8412.32,198,warehouse_to_dc
SHP004586,WH0001,DC0004,PRD0057,road,2025-02-06,2025-02-07,1,1,252.09,128,warehouse_to_dc
SHP004587,WH0007,DC0004,PRD0106,road,2026-03-13,2026-03-14,1,1,717.75,181,warehouse_to_dc
SHP004588,WH0009,DC0001,PRD0037,air,2026-07-08,2026-07-10,3,2,87550.21,293,warehouse_to_dc
SHP004589,WH0008,DC0006,PRD0150,ocean,2025-03-07,2025-03-26,19,19,5125.79,120,warehouse_to_dc
SHP004590,WH0005,DC0003,PRD0047,rail,2026-08-03,2026-08-15,10,12,16130.14,271,warehouse_to_dc
SHP004591,WH0004,DC0004,PRD0131,rail,2025-07-25,2025-08-02,8,8,8678.34,175,warehouse_to_dc
SHP004592,WH0001,DC0006,PRD0068,ocean,2025-06-19,2025-07-01,13,12,11366.74,410,warehouse_to_dc
SHP004593,WH0005,DC0005,PRD0043,road,2026-02-13,2026-02-14,1,1,1531.44,421,warehouse_to_dc
SHP004594,WH0004,DC0001,PRD0088,rail,2026-08-18,2026-08-22,5,4,1400.34,59,warehouse_to_dc
SHP004595,WH0009,DC0004,PRD0117,road,2025-11-10,2025-11-11,1,1,153.0,170,warehouse_to_dc
SHP004596,WH0002,DC0006,PRD0018,ocean,2025-09-14,2025-09-27,16,13,4508.61,125,warehouse_to_dc
SHP004597,WH0001,DC0002,PRD0059,air,2026-08-26,2026-08-31,5,5,223150.54,493,warehouse_to_dc
SHP004598,WH0010,DC0005,PRD0097,air,2025-04-11,2025-04-13,2,2,33056.92,173,warehouse_to_dc
SHP004599,WH0001,DC0005,PRD0099,rail,2025-04-10,2025-04-18,8,8,5245.02,114,warehouse_to_dc
SHP004600,WH0001,DC0001,PRD0034,ocean,2025-02-12,2025-03-02,17,18,1690.4,43,warehouse_to_dc
SHP004601,WH0001,DC0002,PRD0028,air,2026-05-18,2026-05-23,5,5,62916.68,139,warehouse_to_dc
SHP004602,WH0005,DC0001,PRD0005,rail,2024-09-19,2024-09-24,5,5,1188.06,49,warehouse_to_dc
SHP004603,WH0005,DC0005,PRD0052,road,2026-04-23,2026-04-24,1,1,542.0,149,warehouse_to_dc
SHP004604,WH0004,DC0002,PRD0134,air,2026-01-17,2026-01-20,3,3,9063.82,35,warehouse_to_dc
SHP004605,WH0002,DC0001,PRD0130,ocean,2025-03-23,2025-04-03,11,11,2608.37,123,warehouse_to_dc
SHP004606,WH0005,DC0005,PRD0108,road,2025-10-10,2025-10-11,1,1,720.25,198,warehouse_to_dc
SHP004607,WH0006,DC0002,PRD0039,ocean,2025-10-12,2025-11-18,36,37,14393.36,158,warehouse_to_dc
SHP004608,WH0006,DC0005,PRD0025,ocean,2026-07-08,2026-08-06,30,29,10732.46,144,warehouse_to_dc
SHP004609,WH0004,DC0003,PRD0046,rail,2024-12-25,2025-01-04,10,10,4565.57,78,warehouse_to_dc
SHP004610,WH0004,DC0004,PRD0122,rail,2024-10-01,2024-10-08,8,7,12149.68,245,warehouse_to_dc
SHP004611,WH0005,DC0001,PRD0010,ocean,2025-05-20,2025-05-27,8,7,5018.94,345,warehouse_to_dc
SHP004612,WH0003,DC0004,PRD0137,rail,2024-12-13,2024-12-14,2,1,1203.2,268,warehouse_to_dc
SHP004613,WH0006,DC0003,PRD0129,ocean,2025-05-28,2025-07-03,36,36,5789.13,64,warehouse_to_dc
SHP004614,WH0009,DC0003,PRD0031,ocean,2025-10-31,2025-11-25,25,25,8625.63,141,warehouse_to_dc
SHP004615,WH0008,DC0004,PRD0024,ocean,2025-02-20,2025-03-14,22,22,9053.07,174,warehouse_to_dc
SHP004616,WH0010,DC0006,PRD0124,rail,2026-04-15,2026-04-22,7,7,5883.4,138,warehouse_to_dc
SHP004617,WH0004,DC0005,PRD0034,road,2024-11-09,2024-11-10,1,1,855.34,154,warehouse_to_dc
SHP004618,WH0002,DC0001,PRD0139,air,2025-06-21,2025-06-22,2,1,61710.27,388,warehouse_to_dc
SHP004619,WH0010,DC0003,PRD0001,air,2026-07-02,2026-07-06,4,4,101035.16,233,warehouse_to_dc
SHP004620,WH0009,DC0005,PRD0111,rail,2026-02-19,2026-02-26,8,7,26215.27,561,warehouse_to_dc
SHP004621,WH0001,DC0003,PRD0134,air,2026-02-11,2026-02-16,5,5,91395.08,201,warehouse_to_dc
SHP004622,WH0010,DC0005,PRD0108,ocean,2026-04-02,2026-04-14,12,12,15184.53,596,warehouse_to_dc
SHP004623,WH0001,DC0005,PRD0095,rail,2025-01-07,2025-01-17,8,10,2162.42,47,warehouse_to_dc
SHP004624,WH0010,DC0005,PRD0012,ocean,2026-04-26,2026-05-08,12,12,12662.26,497,warehouse_to_dc
SHP004625,WH0008,DC0006,PRD0136,ocean,2026-01-17,2026-02-05,19,19,22297.17,522,warehouse_to_dc
SHP004626,WH0001,DC0003,PRD0110,ocean,2025-10-27,2025-11-23,25,27,9639.68,159,warehouse_to_dc
SHP004627,WH0007,DC0003,PRD0059,ocean,2026-06-24,2026-07-23,26,29,10452.17,170,warehouse_to_dc
SHP004628,WH0008,DC0001,PRD0124,rail,2025-11-10,2025-11-19,9,9,5500.69,110,warehouse_to_dc
SHP004629,WH0003,DC0002,PRD0098,ocean,2025-04-10,2025-05-02,26,22,6158.96,97,warehouse_to_dc
SHP004630,WH0001,DC0006,PRD0090,ocean,2026-02-16,2026-03-01,13,13,8594.36,310,warehouse_to_dc
SHP004631,WH0007,DC0004,PRD0148,rail,2025-10-27,2025-10-28,1,1,145.4,66,warehouse_to_dc
SHP004632,WH0009,DC0006,PRD0026,air,2024-10-30,2024-11-02,3,3,19851.97,94,warehouse_to_dc
SHP004633,WH0010,DC0005,PRD0109,ocean,2024-10-14,2024-10-28,12,14,3974.47,156,warehouse_to_dc
SHP004634,WH0009,DC0001,PRD0035,ocean,2026-03-17,2026-03-31,18,14,10159.41,255,warehouse_to_dc
SHP004635,WH0003,DC0001,PRD0066,ocean,2025-05-14,2025-06-04,19,21,7732.54,182,warehouse_to_dc
SHP004636,WH0003,DC0004,PRD0123,road,2026-04-20,2026-04-21,1,1,1858.67,230,warehouse_to_dc
SHP004637,WH0004,DC0002,PRD0060,ocean,2025-07-03,2025-07-20,16,17,6871.24,199,warehouse_to_dc
SHP004638,WH0003,DC0003,PRD0022,ocean,2026-05-27,2026-06-20,26,24,9372.47,147,warehouse_to_dc
SHP004639,WH0003,DC0006,PRD0073,ocean,2026-05-28,2026-06-12,14,15,7780.69,253,warehouse_to_dc
SHP004640,WH0008,DC0004,PRD0140,ocean,2025-02-15,2025-03-10,22,23,36836.61,708,warehouse_to_dc
SHP004641,WH0002,DC0001,PRD0105,air,2025-12-21,2025-12-22,2,1,28787.52,181,warehouse_to_dc
SHP004642,WH0006,DC0001,PRD0066,ocean,2025-11-15,2025-12-16,32,31,48803.46,607,warehouse_to_dc
SHP004643,WH0002,DC0005,PRD0049,ocean,2024-09-12,2024-09-28,16,16,8634.57,238,warehouse_to_dc
SHP004644,WH0001,DC0005,PRD0002,ocean,2026-03-22,2026-04-06,13,15,3671.51,133,warehouse_to_dc
SHP004645,WH0004,DC0004,PRD0002,air,2025-06-08,2025-06-11,3,3,53780.93,241,warehouse_to_dc
SHP004646,WH0009,DC0006,PRD0148,rail,2025-04-13,2025-04-20,8,7,23747.27,506,warehouse_to_dc
SHP004647,WH0008,DC0003,PRD0134,ocean,2024-10-03,2024-10-16,13,13,448.49,17,warehouse_to_dc
SHP004648,WH0005,DC0003,PRD0031,air,2025-09-30,2025-10-02,3,2,118119.08,441,warehouse_to_dc
SHP004649,WH0009,DC0006,PRD0134,air,2024-12-21,2024-12-24,3,3,43083.0,204,warehouse_to_dc
SHP004650,WH0006,DC0004,PRD0002,ocean,2025-09-03,2025-09-24,20,21,24825.45,524,warehouse_to_dc
SHP004651,WH0002,DC0005,PRD0097,ocean,2025-02-11,2025-02-25,16,14,2176.78,60,warehouse_to_dc
SHP004652,WH0006,DC0003,PRD0053,ocean,2024-10-10,2024-11-15,36,36,14653.73,162,warehouse_to_dc
SHP004653,WH0005,DC0003,PRD0081,ocean,2026-02-17,2026-03-03,16,14,8106.74,227,warehouse_to_dc
SHP004654,WH0010,DC0001,PRD0105,ocean,2025-06-16,2025-06-29,16,13,5199.01,142,warehouse_to_dc
SHP004655,WH0008,DC0001,PRD0093,ocean,2025-07-24,2025-08-04,14,11,8941.11,298,warehouse_to_dc
SHP004656,WH0009,DC0001,PRD0028,ocean,2025-11-10,2025-11-27,18,17,21872.61,549,warehouse_to_dc
SHP004657,WH0006,DC0006,PRD0040,air,2025-09-05,2025-09-10,5,5,232192.34,415,warehouse_to_dc
SHP004658,WH0008,DC0001,PRD0110,rail,2025-02-12,2025-02-20,9,8,7850.98,157,warehouse_to_dc
SHP004659,WH0008,DC0006,PRD0150,ocean,2025-04-02,2025-04-21,19,19,13839.62,324,warehouse_to_dc
SHP004660,WH0009,DC0005,PRD0065,ocean,2025-06-17,2025-07-01,13,14,3308.45,118,warehouse_to_dc
SHP004661,WH0004,DC0001,PRD0067,air,2024-12-08,2024-12-10,2,2,24672.17,231,warehouse_to_dc
SHP004662,WH0002,DC0002,PRD0138,rail,2024-11-02,2024-11-03,1,1,232.3,140,warehouse_to_dc
SHP004663,WH0008,DC0006,PRD0109,ocean,2025-10-23,2025-11-07,19,15,10337.0,242,warehouse_to_dc
SHP004664,WH0001,DC0003,PRD0145,ocean,2024-10-09,2024-11-01,25,23,2485.7,41,warehouse_to_dc
SHP004665,WH0002,DC0005,PRD0094,ocean,2025-06-20,2025-07-02,16,12,13169.54,363,warehouse_to_dc
SHP004666,WH0003,DC0006,PRD0071,air,2024-11-04,2024-11-06,3,2,39210.99,170,warehouse_to_dc
SHP004667,WH0008,DC0003,PRD0102,rail,2025-09-03,2025-09-11,8,8,11344.17,258,warehouse_to_dc
SHP004668,WH0004,DC0004,PRD0053,air,2026-03-19,2026-03-22,3,3,10488.4,47,warehouse_to_dc
SHP004669,WH0007,DC0003,PRD0106,air,2024-12-07,2024-12-11,5,4,33201.02,72,warehouse_to_dc
SHP004670,WH0010,DC0004,PRD0142,road,2024-12-10,2024-12-11,1,1,14017.95,1332,warehouse_to_dc
SHP004671,WH0008,DC0002,PRD0143,air,2025-10-15,2025-10-18,3,3,34933.64,172,warehouse_to_dc
SHP004672,WH0009,DC0003,PRD0124,ocean,2025-08-24,2025-09-16,25,23,5261.02,86,warehouse_to_dc
SHP004673,WH0006,DC0001,PRD0046,air,2025-12-21,2025-12-27,6,6,293061.98,486,warehouse_to_dc
SHP004674,WH0007,DC0005,PRD0095,ocean,2025-01-24,2025-02-05,14,12,13779.03,478,warehouse_to_dc
SHP004675,WH0005,DC0005,PRD0144,road,2025-11-25,2025-11-26,1,1,392.86,108,warehouse_to_dc
SHP004676,WH0009,DC0002,PRD0143,ocean,2026-02-20,2026-03-16,25,24,11996.7,197,warehouse_to_dc
SHP004677,WH0005,DC0005,PRD0124,road,2025-03-01,2025-03-02,1,1,1116.75,307,warehouse_to_dc
SHP004678,WH0003,DC0001,PRD0065,air,2024-10-26,2024-10-28,3,2,253644.25,796,warehouse_to_dc
SHP004679,WH0010,DC0003,PRD0079,ocean,2026-03-21,2026-04-15,24,25,12083.75,209,warehouse_to_dc
SHP004680,WH0008,DC0002,PRD0148,rail,2025-04-26,2025-05-03,8,7,10741.87,238,warehouse_to_dc
SHP004681,WH0006,DC0004,PRD0089,ocean,2026-07-06,2026-07-25,20,19,11465.19,242,warehouse_to_dc
SHP004682,WH0009,DC0002,PRD0102,ocean,2024-11-08,2024-12-03,25,25,5663.42,93,warehouse_to_dc
SHP004683,WH0001,DC0002,PRD0036,air,2026-01-04,2026-01-08,5,4,80569.56,178,warehouse_to_dc
SHP004684,WH0005,DC0001,PRD0031,air,2025-07-08,2025-07-09,2,1,37860.28,347,warehouse_to_dc
SHP004685,WH0009,DC0001,PRD0059,air,2025-05-14,2025-05-16,3,2,167331.45,560,warehouse_to_dc
SHP004686,WH0008,DC0001,PRD0115,ocean,2025-04-24,2025-05-09,14,15,12271.53,409,warehouse_to_dc
SHP004687,WH0004,DC0001,PRD0042,air,2025-11-09,2025-11-10,2,1,46887.81,439,warehouse_to_dc
SHP004688,WH0008,DC0004,PRD0026,air,2024-09-21,2024-09-25,4,4,128772.06,330,warehouse_to_dc
SHP004689,WH0005,DC0006,PRD0055,road,2025-04-13,2025-04-14,1,1,413.69,140,warehouse_to_dc
SHP004690,WH0009,DC0003,PRD0131,ocean,2026-08-22,2026-09-14,25,23,22267.59,364,warehouse_to_dc
SHP004691,WH0003,DC0002,PRD0103,ocean,2025-11-25,2025-12-20,26,25,16191.08,255,warehouse_to_dc
SHP004692,WH0002,DC0005,PRD0087,air,2026-08-23,2026-08-26,3,3,84350.36,310,warehouse_to_dc
SHP004693,WH0004,DC0005,PRD0141,road,2025-07-22,2025-07-23,1,1,1321.89,238,warehouse_to_dc
SHP004694,WH0006,DC0006,PRD0014,ocean,2024-12-18,2025-01-17,30,30,10593.19,142,warehouse_to_dc
SHP004695,WH0006,DC0002,PRD0042,ocean,2024-10-06,2024-11-09,36,34,7743.26,85,warehouse_to_dc
SHP004696,WH0008,DC0005,PRD0100,ocean,2026-04-20,2026-05-08,19,18,7727.15,180,warehouse_to_dc
SHP004697,WH0005,DC0003,PRD0002,ocean,2025-01-26,2025-02-13,16,18,3892.66,109,warehouse_to_dc
SHP004698,WH0001,DC0002,PRD0024,ocean,2025-06-02,2025-06-27,25,25,18769.39,311,warehouse_to_dc
SHP004699,WH0003,DC0005,PRD0038,ocean,2026-03-08,2026-03-22,14,14,2664.65,87,warehouse_to_dc
SHP004700,WH0009,DC0003,PRD0121,air,2026-05-16,2026-05-21,5,5,94973.7,207,warehouse_to_dc
SHP004701,WH0004,DC0001,PRD0112,ocean,2024-11-24,2024-12-03,8,9,626.59,44,warehouse_to_dc
SHP004702,WH0006,DC0004,PRD0023,air,2024-10-13,2024-10-16,4,3,44060.44,124,warehouse_to_dc
SHP004703,WH0009,DC0004,PRD0017,road,2026-07-24,2026-07-25,1,1,128.7,143,warehouse_to_dc
SHP004704,WH0001,DC0001,PRD0068,ocean,2026-07-08,2026-07-27,17,19,5307.07,135,warehouse_to_dc
SHP004705,WH0004,DC0003,PRD0057,air,2026-05-27,2026-05-30,3,3,34241.79,130,warehouse_to_dc
SHP004706,WH0006,DC0001,PRD0095,air,2026-04-22,2026-04-28,6,6,261102.55,433,warehouse_to_dc
SHP004707,WH0007,DC0004,PRD0021,road,2024-09-13,2024-09-14,1,1,793.1,200,warehouse_to_dc
SHP004708,WH0006,DC0006,PRD0010,ocean,2026-01-20,2026-02-18,30,29,15815.19,212,warehouse_to_dc
SHP004709,WH0009,DC0004,PRD0099,road,2024-11-23,2024-11-24,1,1,110.7,123,warehouse_to_dc
SHP004710,WH0007,DC0003,PRD0103,air,2025-07-27,2025-07-31,5,4,85769.3,186,warehouse_to_dc
SHP004711,WH0009,DC0005,PRD0134,ocean,2024-09-20,2024-10-02,13,12,1794.41,64,warehouse_to_dc
SHP004712,WH0001,DC0006,PRD0074,ocean,2025-02-02,2025-02-15,13,13,4546.7,164,warehouse_to_dc
SHP004713,WH0002,DC0005,PRD0015,ocean,2025-09-29,2025-10-16,16,17,8054.1,222,warehouse_to_dc
SHP004714,WH0005,DC0004,PRD0045,ocean,2025-01-29,2025-02-12,14,14,2959.71,103,warehouse_to_dc
SHP004715,WH0001,DC0006,PRD0127,ocean,2025-09-18,2025-10-03,13,15,4435.8,160,warehouse_to_dc
SHP004716,WH0003,DC0006,PRD0113,ocean,2025-03-10,2025-03-24,14,14,12762.79,415,warehouse_to_dc
SHP004717,WH0005,DC0003,PRD0003,rail,2025-08-20,2025-09-01,10,12,3333.17,56,warehouse_to_dc
SHP004718,WH0004,DC0005,PRD0052,road,2026-02-15,2026-02-16,1,1,7409.23,1334,warehouse_to_dc
SHP004719,WH0001,DC0002,PRD0133,ocean,2024-12-15,2025-01-09,25,25,7302.56,121,warehouse_to_dc
SHP004720,WH0002,DC0003,PRD0074,rail,2026-01-24,2026-01-25,1,1,194.4,175,warehouse_to_dc
SHP004721,WH0010,DC0001,PRD0050,ocean,2024-09-17,2024-10-01,16,14,13473.5,368,warehouse_to_dc
SHP004722,WH0010,DC0003,PRD0009,ocean,2025-11-01,2025-11-26,24,25,16940.37,293,warehouse_to_dc
SHP004723,WH0008,DC0003,PRD0131,ocean,2025-12-29,2026-01-10,13,12,5249.98,199,warehouse_to_dc
SHP004724,WH0003,DC0005,PRD0133,air,2024-10-05,2024-10-08,3,3,85682.4,373,warehouse_to_dc
SHP004725,WH0006,DC0006,PRD0060,ocean,2025-01-05,2025-02-03,30,29,17232.59,231,warehouse_to_dc
SHP004726,WH0004,DC0001,PRD0044,air,2025-03-29,2025-03-31,2,2,52975.74,496,warehouse_to_dc
SHP004727,WH0002,DC0003,PRD0010,road,2026-03-30,2026-03-31,1,1,75.98,38,warehouse_to_dc
SHP004728,WH0009,DC0006,PRD0093,rail,2025-11-26,2025-12-04,8,8,7696.75,164,warehouse_to_dc
SHP004729,WH0002,DC0003,PRD0062,road,2024-10-12,2024-10-13,1,1,301.93,151,warehouse_to_dc
SHP004730,WH0006,DC0004,PRD0001,ocean,2025-12-23,2026-01-13,20,21,16866.15,356,warehouse_to_dc
SHP004731,WH0005,DC0001,PRD0041,air,2024-09-10,2024-09-11,2,1,51935.14,476,warehouse_to_dc
SHP004732,WH0004,DC0001,PRD0023,air,2025-06-13,2025-06-15,2,2,14312.0,134,warehouse_to_dc
SHP004733,WH0005,DC0002,PRD0071,air,2025-03-19,2025-03-21,3,2,56141.01,213,warehouse_to_dc
SHP004734,WH0009,DC0006,PRD0103,air,2026-05-15,2026-05-17,3,2,32101.06,152,warehouse_to_dc
SHP004735,WH0002,DC0004,PRD0091,air,2025-12-27,2026-01-01,5,5,54939.43,121,warehouse_to_dc
SHP004736,WH0006,DC0004,PRD0102,ocean,2026-05-24,2026-06-13,20,20,21698.58,458,warehouse_to_dc
SHP004737,WH0010,DC0005,PRD0104,ocean,2024-09-17,2024-09-28,12,11,12280.1,482,warehouse_to_dc
SHP004738,WH0002,DC0003,PRD0052,road,2026-05-26,2026-05-27,1,1,127.97,64,warehouse_to_dc
SHP004739,WH0008,DC0004,PRD0133,ocean,2025-12-19,2026-01-10,22,22,5098.85,98,warehouse_to_dc
SHP004740,WH0008,DC0005,PRD0004,ocean,2025-02-18,2025-03-11,19,21,8628.65,201,warehouse_to_dc
SHP004741,WH0010,DC0002,PRD0018,ocean,2025-06-07,2025-06-29,24,22,4777.15,83,warehouse_to_dc
SHP004742,WH0009,DC0003,PRD0024,ocean,2026-08-14,2026-09-07,25,24,7830.36,128,warehouse_to_dc
SHP004743,WH0002,DC0004,PRD0141,ocean,2024-11-15,2024-12-08,25,23,10473.3,173,warehouse_to_dc
SHP004744,WH0010,DC0003,PRD0073,air,2025-04-21,2025-04-24,4,3,135725.34,313,warehouse_to_dc
SHP004745,WH0001,DC0002,PRD0144,ocean,2026-05-26,2026-06-19,25,24,12673.86,210,warehouse_to_dc
SHP004746,WH0003,DC0004,PRD0150,rail,2025-09-24,2025-09-27,2,3,534.26,119,warehouse_to_dc
SHP004747,WH0004,DC0001,PRD0090,air,2025-01-17,2025-01-18,2,1,47955.87,449,warehouse_to_dc
SHP004748,WH0001,DC0006,PRD0089,ocean,2025-09-02,2025-09-16,13,14,9148.84,330,warehouse_to_dc
SHP004749,WH0004,DC0002,PRD0071,air,2025-08-02,2025-08-05,3,3,47649.78,184,warehouse_to_dc
SHP004750,WH0005,DC0001,PRD0058,ocean,2026-07-08,2026-07-17,8,9,2793.15,192,warehouse_to_dc
SHP004751,WH0010,DC0003,PRD0050,ocean,2024-09-19,2024-10-12,24,23,8441.28,146,warehouse_to_dc
SHP004752,WH0009,DC0005,PRD0117,air,2025-03-02,2025-03-04,3,2,55514.7,264,warehouse_to_dc
SHP004753,WH0007,DC0005,PRD0104,air,2025-09-23,2025-09-26,3,3,15566.27,72,warehouse_to_dc
SHP004754,WH0009,DC0003,PRD0148,ocean,2025-05-04,2025-05-31,25,27,12051.41,197,warehouse_to_dc
SHP004755,WH0005,DC0006,PRD0002,rail,2025-06-16,2025-06-18,1,2,146.1,89,warehouse_to_dc
SHP004756,WH0005,DC0004,PRD0067,rail,2024-12-26,2025-01-01,8,6,8716.31,182,warehouse_to_dc
SHP004757,WH0007,DC0004,PRD0045,road,2025-05-13,2025-05-14,1,1,634.48,160,warehouse_to_dc
SHP004758,WH0004,DC0004,PRD0105,rail,2025-05-17,2025-05-24,8,7,4661.51,94,warehouse_to_dc
SHP004759,WH0008,DC0004,PRD0130,air,2025-12-01,2025-12-05,4,4,24583.76,63,warehouse_to_dc
SHP004760,WH0007,DC0004,PRD0028,rail,2025-02-22,2025-02-23,1,1,559.57,254,warehouse_to_dc
SHP004761,WH0002,DC0004,PRD0144,ocean,2026-08-15,2026-09-10,25,26,19190.96,317,warehouse_to_dc
SHP004762,WH0005,DC0003,PRD0019,rail,2025-09-02,2025-09-13,10,11,2559.4,43,warehouse_to_dc
SHP004763,WH0007,DC0004,PRD0129,road,2026-04-16,2026-04-17,1,1,452.06,114,warehouse_to_dc
SHP004764,WH0003,DC0003,PRD0076,ocean,2025-12-02,2025-12-28,26,26,6184.56,97,warehouse_to_dc
SHP004765,WH0002,DC0004,PRD0088,ocean,2026-06-03,2026-06-28,25,25,7022.56,116,warehouse_to_dc
SHP004766,WH0009,DC0001,PRD0030,air,2026-06-12,2026-06-15,3,3,40936.44,137,warehouse_to_dc
SHP004767,WH0003,DC0002,PRD0132,ocean,2026-04-18,2026-05-14,26,26,11809.96,186,warehouse_to_dc
SHP004768,WH0004,DC0005,PRD0066,road,2024-09-25,2024-09-26,1,1,1427.41,257,warehouse_to_dc
SHP004769,WH0002,DC0006,PRD0138,air,2025-10-11,2025-10-13,3,2,87647.36,324,warehouse_to_dc
SHP004770,WH0004,DC0002,PRD0148,ocean,2025-03-26,2025-04-12,16,17,7078.41,205,warehouse_to_dc
SHP004771,WH0002,DC0005,PRD0065,air,2024-12-23,2024-12-26,3,3,39454.2,145,warehouse_to_dc
SHP004772,WH0006,DC0003,PRD0114,ocean,2026-06-17,2026-07-23,36,36,43599.38,482,warehouse_to_dc
SHP004773,WH0001,DC0002,PRD0097,ocean,2025-12-24,2026-01-19,25,26,24563.16,407,warehouse_to_dc
SHP004774,WH0007,DC0005,PRD0145,ocean,2024-11-06,2024-11-21,14,15,6774.21,235,warehouse_to_dc
SHP004775,WH0008,DC0006,PRD0124,ocean,2025-06-08,2025-06-27,19,19,12430.03,291,warehouse_to_dc
SHP004776,WH0009,DC0004,PRD0063,road,2026-08-02,2026-08-03,1,1,62.1,69,warehouse_to_dc
SHP004777,WH0009,DC0005,PRD0087,rail,2025-11-22,2025-11-29,8,7,7710.37,165,warehouse_to_dc
SHP004778,WH0004,DC0003,PRD0118,rail,2025-12-02,2025-12-10,10,8,9365.28,160,warehouse_to_dc
SHP004779,WH0009,DC0005,PRD0118,rail,2025-02-16,2025-02-24,8,8,10794.52,231,warehouse_to_dc
SHP004780,WH0005,DC0005,PRD0008,road,2025-02-25,2025-02-26,1,1,494.72,136,warehouse_to_dc
SHP004781,WH0004,DC0005,PRD0124,road,2024-12-23,2024-12-24,1,1,1866.19,336,warehouse_to_dc
SHP004782,WH0009,DC0002,PRD0030,ocean,2026-08-09,2026-09-01,25,23,13640.92,224,warehouse_to_dc
SHP004783,WH0008,DC0004,PRD0067,ocean,2026-06-26,2026-07-16,22,20,5671.17,109,warehouse_to_dc
SHP004784,WH0001,DC0002,PRD0018,air,2025-05-01,2025-05-05,5,4,49337.54,109,warehouse_to_dc
