po_id,supplier_node_id,product_id,order_date,quantity,unit_price,currency,total_value,status
PO002847,SUP0022,PRD0066,2025-01-01,157,65.41,USD,10269.37,fulfilled
PO002848,SUP0026,PRD0137,2024-10-12,558,29.32,USD,16360.56,fulfilled
PO002849,SUP0006,PRD0109,2024-12-19,99,476.64,USD,47187.36,fulfilled
PO002850,SUP0013,PRD0147,2025-03-31,887,2.31,USD,2048.97,open
PO002851,SUP0031,PRD0137,2025-09-22,267,185.95,USD,49648.65,cancelled
PO002852,SUP0018,PRD0091,2026-08-26,239,1471.89,USD,351781.71,open
PO002853,SUP0040,PRD0136,2025-01-18,107,19.39,USD,2074.73,fulfilled
PO002854,SUP0014,PRD0093,2025-07-06,172,574.44,USD,98803.68,fulfilled
PO002855,SUP0036,PRD0084,2024-09-26,43,2.39,USD,102.77,fulfilled
PO002856,SUP0025,PRD0117,2026-01-28,340,3.18,USD,1081.2,fulfilled
PO002857,SUP0029,PRD0008,2024-10-05,446,625.72,USD,279071.12,fulfilled
PO002858,SUP0021,PRD0140,2025-02-26,548,2.51,USD,1375.48,fulfilled
PO002859,SUP0032,PRD0056,2025-05-02,156,545.49,USD,85096.44,open
PO002860,SUP0008,PRD0122,2025-01-29,732,765.6,USD,560419.2,fulfilled
PO002861,SUP0010,PRD0141,2025-11-14,258,298.25,USD,76948.5,fulfilled
PO002862,SUP0031,PRD0017,2026-03-21,771,315.92,USD,243574.32,fulfilled
PO002863,SUP0013,PRD0034,2025-12-14,495,5.37,USD,2658.15,fulfilled
PO002864,SUP0004,PRD0103,2025-09-20,243,1034.22,USD,251315.46,fulfilled
PO002865,SUP0026,PRD0106,2025-01-16,364,322.35,USD,117335.4,fulfilled
PO002866,SUP0031,PRD0081,2024-11-12,167,7.68,USD,1282.56,fulfilled
PO002867,SUP0016,PRD0078,2026-04-20,293,309.64,USD,90724.52,fulfilled
PO002868,SUP0025,PRD0132,2025-02-24,427,989.08,USD,422337.16,fulfilled
PO002869,SUP0009,PRD0033,2025-03-18,54,1471.74,USD,79473.96,open
PO002870,SUP0031,PRD0001,2026-08-17,337,4.0,USD,1348.0,fulfilled
PO002871,SUP0025,PRD0105,2026-03-14,200,2144.3,USD,428860.0,fulfilled
PO002872,SUP0007,PRD0097,2025-01-30,926,6.22,USD,5759.72,fulfilled
PO002873,SUP0026,PRD0027,2024-11-26,288,1633.85,USD,470548.8,fulfilled
PO002874,SUP0039,PRD0114,2026-01-24,148,499.72,USD,73958.56,open
PO002875,SUP0015,PRD0072,2025-11-30,65,208.91,USD,13579.15,fulfilled
PO002876,SUP0031,PRD0044,2025-09-11,132,69.91,USD,9228.12,open
PO002877,SUP0008,PRD0020,2025-08-19,123,105.33,USD,12955.59,fulfilled
PO002878,SUP0019,PRD0141,2026-07-06,410,32.55,USD,13345.5,fulfilled
PO002879,SUP0019,PRD0103,2025-08-13,139,678.46,USD,94305.94,fulfilled
PO002880,SUP0007,PRD0018,2026-02-22,946,2926.84,USD,2768790.64,cancelled
PO002881,SUP0008,PRD0091,2024-11-28,261,170.71,USD,44555.31,fulfilled
PO002882,SUP0011,PRD0027,2024-09-26,776,127.4,USD,98862.4,fulfilled
PO002883,SUP0029,PRD0042,2026-01-25,454,137.39,USD,62375.06,open
PO002884,SUP0031,PRD0081,2025-04-21,155,233.26,USD,36155.3,fulfilled
PO002885,SUP0037,PRD0121,2026-03-04,615,9.23,USD,5676.45,open
PO002886,SUP0029,PRD0097,2025-08-29,203,1328.39,USD,269663.17,fulfilled
PO002887,SUP0012,PRD0028,2025-09-28,440,311.4,USD,137016.0,open
PO002888,SUP0029,PRD0137,2026-03-04,286,2.69,USD,769.34,fulfilled
PO002889,SUP0019,PRD0081,2025-11-27,73,3.16,USD,230.68,fulfilled
PO002890,SUP0018,PRD0141,2026-01-13,726,2.31,USD,1677.06,open
PO002891,SUP0030,PRD0141,2024-10-02,93,4.52,USD,420.36,fulfilled
PO002892,SUP0006,PRD0051,2025-10-25,1275,414.0,USD,527850.0,fulfilled
PO002893,SUP0017,PRD0091,2026-06-14,252,11.79,USD,2971.08,fulfilled
PO002894,SUP0028,PRD0017,2026-05-03,162,116.74,USD,18911.88,fulfilled
PO002895,SUP0026,PRD0109,2024-12-11,1223,659.73,USD,806849.79,fulfilled
PO002896,SUP0039,PRD0066,2025-07-20,158,283.22,USD,44748.76,fulfilled
PO002897,SUP0015,PRD0028,2026-03-22,49,442.22,USD,21668.78,fulfilled
PO002898,SUP0020,PRD0115,2024-09-16,202,128.6,USD,25977.2,fulfilled
PO002899,SUP0031,PRD0114,2026-07-10,38,7.53,USD,286.14,fulfilled
PO002900,SUP0040,PRD0111,2024-12-15,175,323.64,USD,56637.0,fulfilled
PO002901,SUP0025,PRD0063,2026-08-08,199,11.76,USD,2340.24,fulfilled
PO002902,SUP0028,PRD0093,2026-07-22,222,3409.5,USD,756909.0,fulfilled
PO002903,SUP0003,PRD0021,2025-12-19,86,52.41,USD,4507.26,fulfilled
PO002904,SUP0022,PRD0070,2026-08-17,254,405.09,USD,102892.86,fulfilled
PO002905,SUP0020,PRD0056,2025-09-27,241,68.64,USD,16542.24,fulfilled
PO002906,SUP0031,PRD0097,2026-05-10,64,2.35,USD,150.4,open
PO002907,SUP0015,PRD0111,2026-04-28,186,1445.55,USD,268872.3,fulfilled
PO002908,SUP0015,PRD0014,2025-12-16,107,36.29,USD,3883.03,open
PO002909,SUP0031,PRD0033,2024-10-25,731,1318.63,USD,963918.53,fulfilled
PO002910,SUP0019,PRD0094,2026-03-02,65,80.28,USD,5218.2,fulfilled
PO002911,SUP0019,PRD0072,2026-07-10,790,83.04,USD,65601.6,fulfilled
PO002912,SUP0017,PRD0148,2026-05-24,396,76.58,USD,30325.68,fulfilled
PO002913,SUP0036,PRD0141,2025-07-06,99,762.22,USD,75459.78,open
PO002914,SUP0021,PRD0062,2024-11-19,935,7.16,USD,6694.6,fulfilled
PO002915,SUP0004,PRD0103,2025-12-23,186,1774.65,USD,330084.9,fulfilled
PO002916,SUP0037,PRD0003,2025-11-09,49,10.18,USD,498.82,fulfilled
PO002917,SUP0019,PRD0142,2025-02-03,139,75.97,USD,10559.83,fulfilled
PO002918,SUP0036,PRD0009,2025-06-11,107,2.83,USD,302.81,fulfilled
PO002919,SUP0032,PRD0140,2025-09-08,258,5158.27,USD,1330833.66,fulfilled
PO002920,SUP0003,PRD0020,2025-06-02,212,2.31,USD,489.72,cancelled
PO002921,SUP0002,PRD0048,2026-04-23,211,2330.42,USD,491718.62,fulfilled
PO002922,SUP0025,PRD0144,2025-01-30,488,2.98,USD,1454.24,fulfilled
PO002923,SUP0009,PRD0069,2025-04-27,287,320.12,USD,91874.44,fulfilled
PO002924,SUP0026,PRD0104,2024-09-25,957,1839.72,USD,1760612.04,fulfilled
PO002925,SUP0019,PRD0048,2024-11-08,30,159.41,USD,4782.3,fulfilled
PO002926,SUP0007,PRD0135,2024-09-15,167,1822.3,USD,304324.1,fulfilled
PO002927,SUP0013,PRD0085,2026-07-09,455,1307.67,USD,594989.85,fulfilled
PO002928,SUP0038,PRD0074,2025-05-08,213,783.99,USD,166989.87,fulfilled
PO002929,SUP0039,PRD0023,2026-06-01,130,2527.02,USD,328512.6,fulfilled
PO002930,SUP0032,PRD0070,2025-12-03,177,61.77,USD,10933.29,fulfilled
PO002931,SUP0010,PRD0027,2025-04-01,855,2.97,USD,2539.35,fulfilled
PO002932,SUP0037,PRD0105,2025-12-21,142,65.58,USD,9312.36,fulfilled
PO002933,SUP0022,PRD0028,2026-05-11,313,4433.25,USD,1387607.25,fulfilled
PO002934,SUP0038,PRD0027,2025-10-04,197,391.72,USD,77168.84,fulfilled
PO002935,SUP0012,PRD0145,2026-05-17,258,8.43,USD,2174.94,fulfilled
PO002936,SUP0008,PRD0023,2024-11-21,146,2.47,USD,360.62,fulfilled
PO002937,SUP0034,PRD0066,2026-06-21,293,2.78,USD,814.54,fulfilled
PO002938,SUP0015,PRD0036,2024-11-12,106,6.65,USD,704.9,fulfilled
PO002939,SUP0034,PRD0078,2025-02-19,243,48.45,USD,11773.35,open
PO002940,SUP0013,PRD0145,2026-04-10,286,479.29,USD,137076.94,cancelled
PO002941,SUP0022,PRD0091,2025-01-17,213,734.28,USD,156401.64,fulfilled
PO002942,SUP0037,PRD0095,2025-06-18,161,2250.47,USD,362325.67,open
PO002943,SUP0019,PRD0104,2025-08-03,172,679.26,USD,116832.72,fulfilled
PO002944,SUP0023,PRD0051,2026-04-26,132,2049.58,USD,270544.56,fulfilled
PO002945,SUP0024,PRD0095,2026-02-15,256,380.34,USD,97367.04,cancelled
PO002946,SUP0013,PRD0026,2025-01-02,292,455.83,USD,133102.36,fulfilled
PO002947,SUP0020,PRD0141,2026-03-29,1069,2176.23,USD,2326389.87,fulfilled
PO002948,SUP0010,PRD0023,2025-08-07,139,19.0,USD,2641.0,fulfilled
PO002949,SUP0016,PRD0033,2026-07-01,99,38.67,USD,3828.33,open
PO002950,SUP0001,PRD0081,2025-06-09,56,10.43,USD,584.08,fulfilled
PO002951,SUP0032,PRD0055,2025-02-27,88,262.52,USD,23101.76,fulfilled
PO002952,SUP0012,PRD0012,2025-12-12,1077,1173.28,USD,1263622.56,fulfilled
PO002953,SUP0012,PRD0111,2026-05-11,262,489.7,USD,128301.4,fulfilled
PO002954,SUP0037,PRD0115,2025-01-23,24,303.03,USD,7272.72,cancelled
PO002955,SUP0012,PRD0071,2025-10-17,759,239.11,USD,181484.49,fulfilled
PO002956,SUP0004,PRD0117,2026-06-03,142,140.52,USD,19953.84,fulfilled
PO002957,SUP0028,PRD0070,2025-11-22,100,2370.76,USD,237076.0,fulfilled
PO002958,SUP0027,PRD0012,2025-05-15,313,1110.85,USD,347696.05,fulfilled
PO002959,SUP0001,PRD0012,2025-05-12,112,17.02,USD,1906.24,fulfilled
PO002960,SUP0003,PRD0019,2026-08-02,275,980.92,USD,269753.0,open
PO002961,SUP0008,PRD0140,2026-08-11,632,3769.66,USD,2382425.12,open
PO002962,SUP0036,PRD0064,2026-08-15,627,72.51,USD,45463.77,fulfilled
PO002963,SUP0036,PRD0055,2025-02-24,268,64.02,USD,17157.36,open
PO002964,SUP0036,PRD0044,2025-08-07,575,30.73,USD,17669.75,fulfilled
PO002965,SUP0023,PRD0105,2025-03-19,214,165.13,USD,35337.82,cancelled
PO002966,SUP0025,PRD0021,2025-10-11,377,599.8,USD,226124.6,fulfilled
PO002967,SUP0004,PRD0090,2024-10-01,195,141.07,USD,27508.65,open
PO002968,SUP0026,PRD0109,2025-12-30,241,503.16,USD,121261.56,open
PO002969,SUP0025,PRD0040,2026-02-28,156,883.06,USD,137757.36,fulfilled
PO002970,SUP0040,PRD0040,2025-06-06,852,3120.95,USD,2659049.4,fulfilled
PO002971,SUP0035,PRD0112,2025-12-12,601,16.5,USD,9916.5,fulfilled
PO002972,SUP0026,PRD0083,2026-01-28,108,65.36,USD,7058.88,fulfilled
PO002973,SUP0031,PRD0038,2026-05-09,381,13.34,USD,5082.54,fulfilled
PO002974,SUP0030,PRD0038,2025-09-04,282,1074.88,USD,303116.16,fulfilled
PO002975,SUP0016,PRD0020,2026-06-18,475,3684.82,USD,1750289.5,fulfilled
PO002976,SUP0019,PRD0071,2025-06-10,158,88.05,USD,13911.9,open
PO002977,SUP0011,PRD0054,2025-07-22,211,1616.37,USD,341054.07,fulfilled
PO002978,SUP0028,PRD0020,2025-12-14,798,12.86,USD,10262.28,fulfilled
PO002979,SUP0040,PRD0023,2026-08-20,372,706.54,USD,262832.88,cancelled
PO002980,SUP0016,PRD0109,2025-12-11,916,176.89,USD,162031.24,open
PO002981,SUP0026,PRD0004,2026-06-15,159,2777.81,USD,441671.79,fulfilled
PO002982,SUP0031,PRD0007,2025-09-12,95,2.39,USD,227.05,fulfilled
PO002983,SUP0005,PRD0095,2026-07-26,380,170.95,USD,64961.0,fulfilled
PO002984,SUP0037,PRD0075,2026-06-24,344,18.62,USD,6405.28,fulfilled
PO002985,SUP0032,PRD0121,2026-08-03,120,65.43,USD,7851.6,fulfilled
PO002986,SUP0032,PRD0012,2025-09-13,141,7458.29,USD,1051618.89,fulfilled
PO002987,SUP0009,PRD0122,2026-03-25,442,24.5,USD,10829.0,fulfilled
PO002988,SUP0025,PRD0007,2025-07-06,90,2.33,USD,209.7,fulfilled
PO002989,SUP0015,PRD0132,2026-05-31,90,1948.94,USD,175404.6,fulfilled
PO002990,SUP0017,PRD0042,2026-08-17,153,53.31,USD,8156.43,fulfilled
PO002991,SUP0030,PRD0048,2025-12-18,740,35.44,USD,26225.6,fulfilled
PO002992,SUP0003,PRD0023,2025-01-03,36,6.48,USD,233.28,fulfilled
PO002993,SUP0005,PRD0119,2025-01-24,268,5998.41,USD,1607573.88,open
PO002994,SUP0006,PRD0031,2024-12-22,534,2.4,USD,1281.6,fulfilled
PO002995,SUP0025,PRD0097,2025-03-02,314,644.56,USD,202391.84,fulfilled
PO002996,SUP0030,PRD0112,2024-09-20,93,1150.48,USD,106994.64,fulfilled
PO002997,SUP0013,PRD0015,2024-09-11,28,2.31,USD,64.68,open
PO002998,SUP0001,PRD0111,2026-07-23,386,227.76,USD,87915.36,cancelled
PO002999,SUP0032,PRD0075,2024-11-05,329,53.19,USD,17499.51,open
PO003000,SUP0036,PRD0111,2025-09-13,43,2.59,USD,111.37,fulfilled
PO003001,SUP0005,PRD0094,2025-08-23,95,1505.02,USD,142976.9,cancelled
PO003002,SUP0033,PRD0073,2026-07-06,186,39.5,USD,7347.0,cancelled
PO003003,SUP0026,PRD0105,2026-02-21,297,641.36,USD,190483.92,fulfilled
PO003004,SUP0023,PRD0066,2025-01-13,327,2.58,USD,843.66,fulfilled
PO003005,SUP0027,PRD0034,2024-11-15,53,67.18,USD,3560.54,fulfilled
PO003006,SUP0028,PRD0076,2025-07-02,528,2.31,USD,1219.68,fulfilled
PO003007,SUP0022,PRD0066,2026-04-06,155,16.25,USD,2518.75,fulfilled
PO003008,SUP0015,PRD0012,2025-01-26,393,46.1,USD,18117.3,fulfilled
PO003009,SUP0021,PRD0103,2026-08-11,735,1071.25,USD,787368.75,fulfilled
PO003010,SUP0010,PRD0072,2025-02-27,548,42.97,USD,23547.56,fulfilled
PO003011,SUP0025,PRD0133,2026-02-28,25,14.71,USD,367.75,open
PO003012,SUP0020,PRD0137,2025-11-01,115,49.16,USD,5653.4,fulfilled
PO003013,SUP0004,PRD0094,2026-02-28,100,8.68,USD,868.0,fulfilled
PO003014,SUP0036,PRD0132,2026-07-13,132,647.44,USD,85462.08,open
PO003015,SUP0008,PRD0057,2025-08-08,113,306.23,USD,34603.99,fulfilled
PO003016,SUP0003,PRD0102,2024-09-20,468,2217.35,USD,1037719.8,open
PO003017,SUP0024,PRD0147,2025-05-25,65,398.18,USD,25881.7,fulfilled
PO003018,SUP0020,PRD0058,2025-02-27,213,9.86,USD,2100.18,fulfilled
PO003019,SUP0007,PRD0028,2026-07-10,535,706.15,USD,377790.25,fulfilled
PO003020,SUP0007,PRD0012,2024-12-28,191,104.06,USD,19875.46,fulfilled
PO003021,SUP0010,PRD0057,2024-12-14,177,2.95,USD,522.15,fulfilled
PO003022,SUP0036,PRD0109,2026-04-17,502,87.16,USD,43754.32,fulfilled
PO003023,SUP0031,PRD0036,2025-10-13,410,1454.24,USD,596238.4,fulfilled
PO003024,SUP0009,PRD0053,2026-06-13,71,2.47,USD,175.37,fulfilled
PO003025,SUP0013,PRD0081,2025-07-05,54,9.78,USD,528.12,fulfilled
PO003026,SUP0019,PRD0112,2025-12-14,305,10.56,USD,3220.8,fulfilled
PO003027,SUP0035,PRD0055,2026-03-21,613,850.82,USD,521552.66,fulfilled
PO003028,SUP0025,PRD0072,2026-03-23,173,131.12,USD,22683.76,open
PO003029,SUP0013,PRD0095,2025-08-12,309,16.9,USD,5222.1,fulfilled
PO003030,SUP0035,PRD0052,2026-07-07,92,324.29,USD,29834.68,fulfilled
PO003031,SUP0012,PRD0093,2026-05-05,106,431.13,USD,45699.78,fulfilled
PO003032,SUP0032,PRD0117,2025-01-24,256,2.41,USD,616.96,fulfilled
PO003033,SUP0016,PRD0084,2026-03-26,278,44.45,USD,12357.1,fulfilled
PO003034,SUP0013,PRD0007,2024-11-12,305,6653.03,USD,2029174.15,cancelled
PO003035,SUP0023,PRD0017,2026-06-24,169,13.23,USD,2235.87,cancelled
PO003036,SUP0031,PRD0095,2025-12-07,156,74.56,USD,11631.36,fulfilled
PO003037,SUP0020,PRD0041,2026-01-31,543,1075.5,USD,583996.5,fulfilled
PO003038,SUP0040,PRD0133,2026-07-29,109,3.22,USD,350.98,fulfilled
PO003039,SUP0022,PRD0084,2026-07-09,34,34.27,USD,1165.18,fulfilled
PO003040,SUP0030,PRD0097,2025-04-08,499,18.23,USD,9096.77,fulfilled
PO003041,SUP0017,PRD0125,2025-12-30,141,2113.04,USD,297938.64,fulfilled
PO003042,SUP0013,PRD0041,2026-05-10,423,654.85,USD,277001.55,cancelled
PO003043,SUP0032,PRD0044,2026-05-25,40,27.86,USD,1114.4,fulfilled
PO003044,SUP0035,PRD0068,2025-12-31,399,238.05,USD,94981.95,fulfilled
PO003045,SUP0003,PRD0067,2026-01-22,231,1543.08,USD,356451.48,cancelled
PO003046,SUP0036,PRD0070,2025-01-01,579,533.69,USD,309006.51,fulfilled
PO003047,SUP0017,PRD0028,2026-01-26,505,3893.31,USD,1966121.55,open
PO003048,SUP0028,PRD0044,2025-01-20,221,307.95,USD,68056.95,open
PO003049,SUP0028,PRD0015,2026-09-01,231,2.31,USD,533.61,cancelled
PO003050,SUP0007,PRD0097,2025-01-04,122,1098.24,USD,133985.28,cancelled
PO003051,SUP0040,PRD0038,2025-09-22,569,27.12,USD,15431.28,fulfilled
PO003052,SUP0039,PRD0044,2024-12-21,178,2384.68,USD,424473.04,fulfilled
PO003053,SUP0019,PRD0049,2025-04-15,665,2.31,USD,1536.15,open
PO003054,SUP0016,PRD0124,2026-02-06,311,3671.38,USD,1141799.18,fulfilled
PO003055,SUP0029,PRD0139,2025-01-08,119,2952.6,USD,351359.4,fulfilled
PO003056,SUP0032,PRD0076,2025-10-18,332,1316.38,USD,437038.16,fulfilled
PO003057,SUP0033,PRD0070,2026-05-24,41,47.12,USD,1931.92,fulfilled
PO003058,SUP0023,PRD0132,2025-10-15,122,1729.59,USD,211009.98,open
PO003059,SUP0002,PRD0056,2026-03-19,53,306.29,USD,16233.37,fulfilled
PO003060,SUP0024,PRD0044,2024-10-13,276,3.33,USD,919.08,fulfilled
PO003061,SUP0005,PRD0110,2026-07-11,220,49.75,USD,10945.0,fulfilled
PO003062,SUP0002,PRD0148,2025-11-10,66,76.94,USD,5078.04,open
PO003063,SUP0039,PRD0032,2026-04-13,122,569.0,USD,69418.0,open
PO003064,SUP0014,PRD0090,2024-10-24,64,511.61,USD,32743.04,fulfilled
PO003065,SUP0019,PRD0091,2025-02-23,115,2.39,USD,274.85,fulfilled
PO003066,SUP0004,PRD0093,2026-03-08,76,3.6,USD,273.6,fulfilled
PO003067,SUP0025,PRD0100,2026-06-23,349,28.25,USD,9859.25,cancelled
PO003068,SUP0011,PRD0054,2026-03-21,255,1481.11,USD,377683.05,fulfilled
PO003069,SUP0015,PRD0144,2025-07-07,139,380.68,USD,52914.52,fulfilled
PO003070,SUP0015,PRD0100,2025-06-07,68,1583.07,USD,107648.76,fulfilled
PO003071,SUP0017,PRD0124,2025-05-25,44,340.63,USD,14987.72,fulfilled
PO003072,SUP0022,PRD0056,2024-09-16,217,2.34,USD,507.78,fulfilled
PO003073,SUP0032,PRD0114,2026-01-25,1362,4.22,USD,5747.64,fulfilled
PO003074,SUP0009,PRD0112,2026-01-03,488,1090.98,USD,532398.24,fulfilled
PO003075,SUP0025,PRD0094,2025-04-09,227,8.65,USD,1963.55,fulfilled
PO003076,SUP0026,PRD0128,2024-09-13,251,24.77,USD,6217.27,fulfilled
PO003077,SUP0032,PRD0091,2025-03-30,144,71.13,USD,10242.72,fulfilled
PO003078,SUP0016,PRD0134,2025-08-19,389,15.11,USD,5877.79,fulfilled
PO003079,SUP0008,PRD0112,2025-07-02,527,13.74,USD,7240.98,open
PO003080,SUP0040,PRD0028,2025-05-19,444,5.41,USD,2402.04,fulfilled
PO003081,SUP0025,PRD0017,2026-08-30,27,953.78,USD,25752.06,open
PO003082,SUP0009,PRD0045,2026-01-15,39,3.24,USD,126.36,fulfilled
PO003083,SUP0019,PRD0016,2025-11-29,1019,263.42,USD,268424.98,fulfilled
PO003084,SUP0031,PRD0085,2026-07-14,153,3106.86,USD,475349.58,fulfilled
PO003085,SUP0038,PRD0056,2025-01-14,280,480.33,USD,134492.4,fulfilled
PO003086,SUP0003,PRD0024,2026-01-02,518,22.04,USD,11416.72,open
PO003087,SUP0032,PRD0075,2026-01-31,130,30.96,USD,4024.8,open
PO003088,SUP0011,PRD0095,2025-02-01,433,3569.0,USD,1545377.0,open
PO003089,SUP0009,PRD0137,2025-12-13,183,2780.94,USD,508912.02,fulfilled
PO003090,SUP0020,PRD0066,2024-11-11,88,583.5,USD,51348.0,fulfilled
PO003091,SUP0035,PRD0130,2025-05-19,101,13.58,USD,1371.58,fulfilled
PO003092,SUP0037,PRD0134,2026-03-14,217,39.89,USD,8656.13,open
PO003093,SUP0010,PRD0097,2025-03-06,383,18.13,USD,6943.79,fulfilled
PO003094,SUP0029,PRD0122,2025-01-30,360,537.95,USD,193662.0,fulfilled
PO003095,SUP0026,PRD0093,2025-02-12,232,31.39,USD,7282.48,fulfilled
PO003096,SUP0019,PRD0141,2026-04-17,387,158.35,USD,61281.45,fulfilled
PO003097,SUP0005,PRD0141,2026-07-09,1298,1538.96,USD,1997570.08,fulfilled
PO003098,SUP0012,PRD0037,2024-11-15,220,1241.19,USD,273061.8,fulfilled
PO003099,SUP0026,PRD0033,2026-01-10,309,385.02,USD,118971.18,fulfilled
PO003100,SUP0008,PRD0078,2025-04-09,188,957.58,USD,180025.04,fulfilled
PO003101,SUP0004,PRD0052,2025-12-11,674,93.57,USD,63066.18,cancelled
PO003102,SUP0028,PRD0016,2026-05-09,337,262.16,USD,88347.92,fulfilled
PO003103,SUP0027,PRD0112,2025-08-26,160,11.21,USD,1793.6,fulfilled
PO003104,SUP0001,PRD0079,2026-08-15,885,10.5,USD,9292.5,fulfilled
PO003105,SUP0019,PRD0114,2026-01-30,462,3.23,USD,1492.26,fulfilled
PO003106,SUP0008,PRD0136,2026-08-09,519,1824.59,USD,946962.21,fulfilled
PO003107,SUP0030,PRD0055,2026-08-11,486,3377.73,USD,1641576.78,open
PO003108,SUP0009,PRD0028,2026-08-06,350,5888.95,USD,2061132.5,fulfilled
PO003109,SUP0002,PRD0093,2025-03-02,186,4089.22,USD,760594.92,fulfilled
PO003110,SUP0009,PRD0090,2024-10-05,25,4.11,USD,102.75,open
PO003111,SUP0035,PRD0066,2026-03-19,473,3.92,USD,1854.16,cancelled
PO003112,SUP0032,PRD0034,2024-10-05,270,2.78,USD,750.6,fulfilled
PO003113,SUP0026,PRD0021,2025-11-04,750,302.77,USD,227077.5,fulfilled
PO003114,SUP0019,PRD0016,2024-09-19,511,41.18,USD,21042.98,fulfilled
PO003115,SUP0034,PRD0064,2024-10-10,1922,293.13,USD,563395.86,fulfilled
PO003116,SUP0040,PRD0114,2026-01-07,88,2642.35,USD,232526.8,fulfilled
PO003117,SUP0025,PRD0134,2026-05-04,113,5206.91,USD,588380.83,open
PO003118,SUP0038,PRD0058,2025-10-27,1057,87.23,USD,92202.11,fulfilled
PO003119,SUP0019,PRD0084,2025-06-05,359,2.5,USD,897.5,cancelled
PO003120,SUP0005,PRD0136,2025-08-18,113,2.39,USD,270.07,open
PO003121,SUP0034,PRD0010,2026-01-04,978,2.96,USD,2894.88,fulfilled
PO003122,SUP0021,PRD0141,2025-12-28,151,1187.6,USD,179327.6,open
PO003123,SUP0024,PRD0091,2025-01-31,114,29.95,USD,3414.3,fulfilled
PO003124,SUP0012,PRD0024,2024-10-06,939,29.75,USD,27935.25,fulfilled
PO003125,SUP0026,PRD0132,2024-11-14,226,127.31,USD,28772.06,fulfilled
PO003126,SUP0024,PRD0078,2025-01-21,42,787.81,USD,33088.02,fulfilled
PO003127,SUP0040,PRD0104,2025-04-27,235,2.48,USD,582.8,fulfilled
PO003128,SUP0013,PRD0109,2024-09-15,63,1021.83,USD,64375.29,cancelled
PO003129,SUP0015,PRD0040,2025-08-11,43,691.87,USD,29750.41,fulfilled
PO003130,SUP0010,PRD0097,2025-05-02,136,2408.23,USD,327519.28,fulfilled
PO003131,SUP0013,PRD0135,2025-05-04,316,343.94,USD,108685.04,fulfilled
PO003132,SUP0019,PRD0008,2026-03-14,473,94.16,USD,44537.68,fulfilled
PO003133,SUP0023,PRD0078,2026-01-05,534,423.32,USD,226052.88,fulfilled
PO003134,SUP0010,PRD0044,2024-10-16,606,3.16,USD,1914.96,fulfilled
PO003135,SUP0026,PRD0139,2024-11-07,253,57.21,USD,14474.13,fulfilled
PO003136,SUP0031,PRD0097,2026-06-27,42,1592.62,USD,66890.04,fulfilled
PO003137,SUP0005,PRD0048,2025-10-24,52,1681.36,USD,87430.72,open
PO003138,SUP0040,PRD0048,2026-04-08,60,21.91,USD,1314.6,fulfilled
PO003139,SUP0012,PRD0085,2026-03-02,338,1370.59,USD,463259.42,fulfilled
PO003140,SUP0034,PRD0108,2026-06-06,174,16.16,USD,2811.84,fulfilled
PO003141,SUP0032,PRD0012,2026-01-27,308,4520.25,USD,1392237.0,fulfilled
PO003142,SUP0026,PRD0018,2025-11-19,354,639.31,USD,226315.74,cancelled
PO003143,SUP0012,PRD0064,2025-08-22,235,1076.3,USD,252930.5,fulfilled
PO003144,SUP0019,PRD0115,2026-07-18,558,508.63,USD,283815.54,fulfilled
PO003145,SUP0019,PRD0133,2026-07-08,266,8.82,USD,2346.12,fulfilled
PO003146,SUP0035,PRD0147,2025-10-08,71,365.9,USD,25978.9,fulfilled
PO003147,SUP0012,PRD0147,2026-02-04,245,191.55,USD,46929.75,fulfilled
PO003148,SUP0019,PRD0057,2024-10-08,665,11.9,USD,7913.5,fulfilled
PO003149,SUP0020,PRD0091,2024-10-10,390,93.45,USD,36445.5,fulfilled
PO003150,SUP0010,PRD0143,2025-04-23,69,1128.01,USD,77832.69,fulfilled
PO003151,SUP0009,PRD0091,2025-03-17,336,177.51,USD,59643.36,fulfilled
PO003152,SUP0031,PRD0114,2026-08-02,785,47.07,USD,36949.95,fulfilled
PO003153,SUP0031,PRD0106,2025-12-17,161,28.69,USD,4619.09,fulfilled
PO003154,SUP0040,PRD0089,2026-03-09,528,59.48,USD,31405.44,open
PO003155,SUP0021,PRD0102,2025-02-07,181,66.84,USD,12098.04,open
PO003156,SUP0005,PRD0133,2026-03-11,632,534.83,USD,338012.56,fulfilled
PO003157,SUP0022,PRD0082,2026-04-23,568,2648.07,USD,1504103.76,fulfilled
PO003158,SUP0021,PRD0065,2025-03-23,427,184.29,USD,78691.83,fulfilled
PO003159,SUP0028,PRD0135,2026-03-17,401,465.06,USD,186489.06,fulfilled
PO003160,SUP0036,PRD0124,2024-11-29,409,200.77,USD,82114.93,fulfilled
PO003161,SUP0008,PRD0040,2026-05-01,76,611.04,USD,46439.04,fulfilled
PO003162,SUP0010,PRD0147,2025-09-18,797,155.11,USD,123622.67,fulfilled
PO003163,SUP0006,PRD0106,2024-12-06,297,492.5,USD,146272.5,open
PO003164,SUP0015,PRD0035,2025-06-24,182,18.47,USD,3361.54,fulfilled
PO003165,SUP0036,PRD0147,2026-02-14,512,4382.65,USD,2243916.8,fulfilled
PO003166,SUP0018,PRD0005,2025-12-17,71,2.32,USD,164.72,fulfilled
PO003167,SUP0022,PRD0135,2025-01-02,493,29.16,USD,14375.88,open
