invoice_id,po_id,invoice_date,amount,payment_status,payment_date
INV002431,PO002431,2025-04-23,415.28,paid,2025-05-07
INV002432,PO002432,2024-12-25,1150.38,pending,
INV002433,PO002433,2026-01-19,1680240.0,paid,2026-03-01
INV002434,PO002434,2026-02-02,83.52,overdue,
INV002435,PO002435,2026-07-19,17823.36,paid,2026-07-30
INV002436,PO002436,2025-03-23,489.45,paid,2025-03-30
INV002437,PO002437,2026-02-07,7336.99,paid,2026-02-25
INV002438,PO002438,2024-10-11,300.8,paid,2024-11-21
INV002439,PO002439,2026-01-22,1007.05,paid,2026-02-14
INV002440,PO002440,2025-12-30,314235.53,pending,
INV002441,PO002441,2024-11-01,21543.02,paid,2024-12-01
INV002443,PO002443,2024-12-17,15374.88,pending,
INV002444,PO002444,2025-08-26,765.51,pending,
INV002445,PO002445,2024-10-22,627.95,paid,2024-12-01
INV002446,PO002446,2025-09-18,1697.56,paid,2025-10-18
INV002447,PO002447,2026-03-20,6050.45,overdue,
INV002448,PO002448,2026-05-01,23469.75,paid,2026-05-30
INV002450,PO002450,2024-11-06,7058.12,paid,2024-12-12
INV002452,PO002452,2026-04-29,178156.85,pending,
INV002454,PO002454,2024-09-16,370516.55,pending,
INV002455,PO002455,2025-03-30,45954.3,paid,2025-05-09
INV002456,PO002456,2025-02-11,125590.5,paid,2025-03-26
INV002457,PO002457,2024-12-31,1407191.8,paid,2025-01-12
INV002458,PO002458,2025-12-14,110.16,overdue,
INV002459,PO002459,2025-08-04,73252.83,paid,2025-08-31
INV002460,PO002460,2025-02-25,2666.95,paid,2025-03-31
INV002461,PO002461,2026-04-06,112294.08,paid,2026-05-01
INV002462,PO002462,2025-12-27,8687.76,paid,2026-01-17
INV002464,PO002464,2025-09-25,1439.82,pending,
INV002465,PO002465,2025-04-24,84.48,paid,2025-06-05
INV002466,PO002466,2024-11-27,875249.35,paid,2024-12-04
INV002467,PO002467,2026-04-26,272532.55,paid,2026-06-03
INV002468,PO002468,2026-04-02,122659.31,paid,2026-04-11
INV002469,PO002469,2025-03-25,111684.51,paid,2025-04-03
INV002470,PO002470,2024-10-26,114452.1,paid,2024-11-23
INV002471,PO002471,2024-11-21,293219.29,pending,
INV002472,PO002472,2025-05-09,48547.2,paid,2025-05-31
INV002473,PO002473,2026-06-09,971673.16,paid,2026-06-29
INV002474,PO002474,2025-06-02,114543.91,paid,2025-07-12
INV002475,PO002475,2025-06-12,196120.47,paid,2025-07-19
INV002476,PO002476,2026-04-27,4154.84,overdue,
INV002477,PO002477,2025-12-18,1117048.92,overdue,
INV002478,PO002478,2025-09-30,11681.46,pending,
INV002479,PO002479,2026-02-10,26900.46,paid,2026-03-26
INV002480,PO002480,2026-06-11,24946.32,paid,2026-06-19
INV002481,PO002481,2025-02-01,757.54,paid,2025-03-11
INV002482,PO002482,2026-06-17,1315.35,paid,2026-07-28
INV002483,PO002483,2026-06-27,1601145.46,paid,2026-08-06
INV002484,PO002484,2025-05-05,1168.76,paid,2025-05-19
INV002485,PO002485,2026-08-09,1595350.35,paid,2026-08-21
INV002486,PO002486,2024-12-29,10150.0,pending,
INV002487,PO002487,2026-08-08,461354.04,paid,2026-08-16
INV002488,PO002488,2026-08-26,16150.66,paid,2026-09-26
INV002489,PO002489,2025-07-23,5120.78,paid,2025-08-30
INV002490,PO002490,2024-12-11,28976.64,pending,
INV002491,PO002491,2026-04-24,1122.34,overdue,
INV002492,PO002492,2026-04-27,87364.2,paid,2026-05-28
INV002493,PO002493,2026-01-05,2849.0,paid,2026-01-16
INV002494,PO002494,2026-05-23,1481.61,paid,2026-06-11
INV002495,PO002495,2025-04-22,160300.25,pending,
INV002496,PO002496,2025-01-07,861.0,paid,2025-02-05
INV002497,PO002497,2026-08-15,304584.0,paid,2026-09-25
INV002498,PO002498,2025-09-07,937.98,overdue,
INV002499,PO002499,2026-04-10,43629.4,paid,2026-05-07
INV002500,PO002500,2025-06-05,677.88,paid,2025-07-16
INV002501,PO002501,2025-03-24,13300.0,paid,2025-04-17
INV002502,PO002502,2025-07-18,79071.87,paid,2025-08-17
INV002503,PO002503,2025-04-08,1180.41,paid,2025-05-14
INV002504,PO002504,2026-01-01,9256.4,paid,2026-01-13
INV002505,PO002505,2025-06-10,403573.3,overdue,
INV002506,PO002506,2025-11-12,1381534.77,paid,2025-12-16
INV002507,PO002507,2025-12-22,108720.47,paid,2026-01-23
INV002508,PO002508,2024-10-26,2009.3,overdue,
INV002509,PO002509,2026-07-08,1378.98,paid,2026-07-18
INV002510,PO002510,2026-03-07,301.6,overdue,
INV002511,PO002511,2025-08-21,3627.24,paid,2025-09-23
INV002512,PO002512,2025-03-26,223.86,paid,2025-05-01
INV002513,PO002513,2025-11-23,12750.85,paid,2025-12-31
INV002514,PO002514,2026-03-12,1337673.56,paid,2026-04-17
INV002515,PO002515,2025-04-10,2517.6,paid,2025-05-05
INV002516,PO002516,2026-05-21,78069.85,pending,
INV002518,PO002518,2026-08-30,3438.0,pending,
INV002519,PO002519,2026-04-19,778.05,paid,2026-05-08
INV002520,PO002520,2024-10-11,389638.08,paid,2024-10-23
INV002521,PO002521,2025-12-23,26023.47,paid,2026-01-07
INV002522,PO002522,2025-11-10,13883.6,paid,2025-12-16
INV002523,PO002523,2025-01-01,1238800.68,paid,2025-01-08
INV002524,PO002524,2025-03-20,914.61,paid,2025-05-02
INV002526,PO002526,2025-09-28,552960.12,paid,2025-10-16
INV002527,PO002527,2025-02-11,1703.95,paid,2025-03-06
INV002528,PO002528,2025-02-08,14554.96,paid,2025-02-24
INV002529,PO002529,2025-01-14,200.97,overdue,
INV002530,PO002530,2025-03-03,633013.68,pending,
INV002531,PO002531,2025-02-22,662533.17,paid,2025-03-16
INV002532,PO002532,2026-05-19,946.68,paid,2026-06-13
INV002533,PO002533,2026-02-06,202.71,paid,2026-02-20
INV002534,PO002534,2024-12-25,41120.36,overdue,
INV002535,PO002535,2024-10-22,601.62,paid,2024-10-29
INV002536,PO002536,2026-07-24,1038.24,paid,2026-08-03
INV002537,PO002537,2025-03-21,2555431.6,paid,2025-04-06
INV002538,PO002538,2026-01-30,20594.84,paid,2026-02-06
INV002539,PO002539,2025-12-05,67677.71,paid,2025-12-24
INV002540,PO002540,2025-09-21,19762.5,paid,2025-10-03
INV002541,PO002541,2026-06-27,194451.28,paid,2026-07-25
INV002542,PO002542,2025-07-13,635752.95,paid,2025-08-07
INV002543,PO002543,2024-11-07,22473.36,paid,2024-11-30
INV002544,PO002544,2025-05-31,5802.9,paid,2025-06-27
INV002545,PO002545,2026-05-16,158.76,pending,
INV002546,PO002546,2025-05-28,1805.76,paid,2025-06-15
INV002547,PO002547,2026-06-03,367801.05,paid,2026-07-12
INV002548,PO002548,2025-04-17,4946.28,pending,
INV002549,PO002549,2025-03-04,5913.36,paid,2025-03-26
INV002550,PO002550,2025-10-07,362768.63,paid,2025-10-15
INV002551,PO002551,2025-04-25,681055.52,paid,2025-05-27
INV002552,PO002552,2026-04-27,9517.74,paid,2026-06-05
INV002553,PO002553,2026-08-06,6420.0,paid,2026-08-31
INV002554,PO002554,2025-01-12,839395.68,paid,2025-01-25
INV002556,PO002556,2025-05-29,1217.37,overdue,
INV002557,PO002557,2025-08-20,11028.4,paid,2025-09-16
INV002558,PO002558,2025-12-21,285064.67,paid,2025-12-30
INV002559,PO002559,2025-12-31,35716.54,paid,2026-01-17
INV002560,PO002560,2026-01-02,414558.03,paid,2026-02-06
INV002561,PO002561,2026-09-07,39775.0,pending,
INV002562,PO002562,2024-11-24,64221.71,paid,2024-12-09
INV002563,PO002563,2026-05-23,19294.66,paid,2026-05-28
INV002564,PO002564,2024-09-26,28217.57,pending,
INV002565,PO002565,2026-05-08,19890.0,paid,2026-06-11
INV002566,PO002566,2025-03-15,9890.64,paid,2025-04-01
INV002567,PO002567,2026-07-23,13271.46,paid,2026-08-24
INV002569,PO002569,2026-03-03,637.56,paid,2026-03-14
INV002570,PO002570,2025-03-12,873048.18,paid,2025-04-21
INV002571,PO002571,2025-07-21,92068.16,paid,2025-08-29
INV002572,PO002572,2025-03-26,77232.96,pending,
INV002573,PO002573,2024-10-11,63254.52,pending,
INV002574,PO002574,2025-10-21,356687.76,paid,2025-11-12
INV002575,PO002575,2026-05-16,89014.72,paid,2026-06-28
INV002576,PO002576,2026-04-26,331052.04,paid,2026-05-17
INV002577,PO002577,2026-09-11,22538.88,paid,2026-09-20
INV002578,PO002578,2026-09-12,4245.76,paid,2026-10-15
INV002579,PO002579,2026-05-24,123783.64,overdue,
INV002580,PO002580,2026-06-02,520.6,overdue,
INV002582,PO002582,2026-08-10,22467.51,paid,2026-09-07
INV002583,PO002583,2026-04-04,5459.9,paid,2026-05-18
INV002584,PO002584,2025-02-23,49387.13,paid,2025-03-29
INV002585,PO002585,2025-05-01,367558.4,paid,2025-06-12
INV002586,PO002586,2025-04-23,872.76,paid,2025-06-04
INV002587,PO002587,2026-07-31,2987.01,paid,2026-09-09
INV002588,PO002588,2026-08-26,320443.74,paid,2026-09-02
INV002589,PO002589,2025-05-02,451838.24,paid,2025-05-13
INV002590,PO002590,2025-05-18,26818.56,paid,2025-06-08
INV002591,PO002591,2024-09-16,10971.24,paid,2024-10-24
INV002592,PO002592,2025-05-17,224.28,overdue,
INV002593,PO002593,2025-12-31,11663.05,pending,
INV002594,PO002594,2026-05-28,13586.46,paid,2026-06-26
INV002595,PO002595,2024-10-29,196832.4,paid,2024-12-08
INV002596,PO002596,2025-12-18,2557601.28,paid,2026-01-12
INV002597,PO002597,2025-01-13,40105.89,paid,2025-02-20
INV002598,PO002598,2026-09-03,31722.6,paid,2026-09-24
INV002599,PO002599,2026-08-27,84406.08,paid,2026-09-14
INV002600,PO002600,2026-01-21,241385.12,paid,2026-02-12
INV002601,PO002601,2026-03-28,354013.57,paid,2026-04-10
INV002602,PO002602,2025-05-29,19898.75,pending,
INV002603,PO002603,2026-01-18,3778.32,paid,2026-01-30
INV002604,PO002604,2026-04-17,359561.73,overdue,
INV002605,PO002605,2026-08-25,29692.5,paid,2026-09-19
INV002607,PO002607,2025-08-09,5236.0,overdue,
INV002608,PO002608,2025-04-07,504245.0,overdue,
INV002609,PO002609,2025-03-07,583.62,paid,2025-03-23
INV002610,PO002610,2026-07-20,305407.2,paid,2026-08-10
INV002611,PO002611,2024-11-24,230478.95,pending,
INV002612,PO002612,2025-07-24,61850.8,paid,2025-08-23
INV002613,PO002613,2026-09-02,39653.97,paid,2026-09-19
INV002615,PO002615,2026-02-20,65156.52,paid,2026-03-05
INV002616,PO002616,2025-06-20,338841.8,paid,2025-07-22
INV002617,PO002617,2026-01-05,573.18,paid,2026-01-23
INV002618,PO002618,2025-06-14,6826.32,paid,2025-06-20
INV002619,PO002619,2025-04-30,221776.69,paid,2025-05-16
INV002620,PO002620,2026-08-15,4092.48,paid,2026-09-28
INV002621,PO002621,2026-08-20,172627.07,paid,2026-09-07
INV002622,PO002622,2026-04-25,813.51,overdue,
INV002623,PO002623,2026-06-28,947.52,paid,2026-07-11
INV002624,PO002624,2024-10-03,381.03,paid,2024-10-20
INV002625,PO002625,2026-07-23,71495.79,pending,
INV002626,PO002626,2026-01-07,2618.72,paid,2026-02-04
INV002627,PO002627,2026-08-25,592728.18,pending,
INV002628,PO002628,2026-03-10,538458.54,paid,2026-04-05
INV002630,PO002630,2026-04-26,36879.7,paid,2026-06-03
INV002631,PO002631,2026-07-21,38016.44,paid,2026-08-25
INV002632,PO002632,2025-02-27,298399.75,paid,2025-04-05
INV002633,PO002633,2026-05-27,774.99,paid,2026-06-23
INV002634,PO002634,2026-01-30,22286.52,pending,
INV002635,PO002635,2026-08-16,40068.0,paid,2026-09-16
INV002636,PO002636,2025-07-24,11787.36,paid,2025-08-22
INV002637,PO002637,2026-08-20,474.76,paid,2026-08-31
INV002638,PO002638,2024-10-15,14324.06,paid,2024-11-16
INV002639,PO002639,2025-06-06,936878.8,paid,2025-07-16
INV002640,PO002640,2024-12-03,73404.06,paid,2024-12-31
INV002641,PO002641,2025-03-24,194.04,paid,2025-04-02
INV002642,PO002642,2025-10-27,335090.91,paid,2025-12-02
INV002643,PO002643,2025-05-29,3697.4,paid,2025-06-29
INV002644,PO002644,2026-02-01,21357.33,paid,2026-02-17
INV002645,PO002645,2025-01-20,20313.15,paid,2025-02-01
INV002646,PO002646,2026-06-04,23629.76,paid,2026-06-18
INV002647,PO002647,2024-10-23,5109.48,paid,2024-11-01
INV002648,PO002648,2024-11-25,14504.28,paid,2024-12-10
INV002649,PO002649,2025-01-14,806543.65,paid,2025-01-21
INV002650,PO002650,2024-09-13,9314.56,pending,
INV002651,PO002651,2025-08-08,32259.2,paid,2025-09-17
INV002652,PO002652,2025-02-21,12171.12,paid,2025-04-06
INV002653,PO002653,2025-02-28,1473997.26,paid,2025-03-27
INV002654,PO002654,2026-02-09,282981.89,overdue,
INV002655,PO002655,2025-03-24,385706.61,paid,2025-05-01
INV002656,PO002656,2026-03-07,632.94,paid,2026-04-16
INV002657,PO002657,2026-07-02,3928.46,pending,
INV002658,PO002658,2025-02-05,31856.2,paid,2025-02-18
INV002659,PO002659,2024-10-31,151056.57,paid,2024-12-11
INV002660,PO002660,2025-09-29,205.57,paid,2025-11-10
INV002661,PO002661,2026-02-09,1825.74,paid,2026-03-23
INV002662,PO002662,2026-04-15,1759.3,paid,2026-05-08
INV002663,PO002663,2025-05-10,198656.24,paid,2025-05-27
INV002664,PO002664,2025-09-09,788781.78,paid,2025-10-02
INV002665,PO002665,2025-03-14,1940.05,overdue,
INV002666,PO002666,2024-11-08,232653.44,paid,2024-12-20
INV002667,PO002667,2025-08-15,430634.79,paid,2025-08-29
INV002668,PO002668,2025-11-28,1101.24,pending,
INV002669,PO002669,2026-02-06,14674.48,paid,2026-02-12
INV002670,PO002670,2026-07-18,785.15,paid,2026-08-14
INV002671,PO002671,2026-05-28,13013.13,pending,
INV002673,PO002673,2025-02-23,3067.11,pending,
INV002674,PO002674,2026-08-12,49215.6,paid,2026-09-23
INV002675,PO002675,2025-06-17,1238.73,paid,2025-07-07
INV002676,PO002676,2025-03-28,2386.59,paid,2025-04-11
INV002677,PO002677,2025-06-14,14742.86,paid,2025-06-25
INV002678,PO002678,2025-01-08,9135.0,paid,2025-01-17
INV002679,PO002679,2026-08-10,7411.16,paid,2026-09-16
INV002680,PO002680,2026-01-08,194496.96,paid,2026-02-15
INV002681,PO002681,2025-04-30,1302.84,paid,2025-06-12
INV002682,PO002682,2025-11-16,57658.9,paid,2025-12-19
INV002683,PO002683,2025-08-11,11630.5,pending,
INV002684,PO002684,2026-06-30,3578.96,overdue,
INV002685,PO002685,2026-06-29,399540.24,paid,2026-07-30
INV002686,PO002686,2025-02-17,182337.3,pending,
INV002687,PO002687,2024-12-06,194.4,pending,
INV002688,PO002688,2024-10-03,1522.5,paid,2024-10-10
INV002689,PO002689,2025-05-23,196.35,paid,2025-07-05
INV002690,PO002690,2026-08-20,113847.88,pending,
INV002691,PO002691,2025-07-24,610.16,paid,2025-08-11
INV002692,PO002692,2025-06-10,5489.0,paid,2025-06-21
INV002693,PO002693,2025-10-20,2014297.85,paid,2025-11-17
INV002694,PO002694,2026-03-11,3373.89,paid,2026-04-03
INV002695,PO002695,2025-02-02,462126.54,paid,2025-03-12
INV002696,PO002696,2024-11-26,6319897.48,paid,2025-01-05
INV002697,PO002697,2025-03-25,1094.78,paid,2025-04-03
INV002698,PO002698,2026-08-24,362314.77,paid,2026-08-29
INV002699,PO002699,2026-06-09,7980.0,paid,2026-07-19
INV002700,PO002700,2026-06-01,9490.5,paid,2026-07-13
INV002701,PO002701,2025-04-01,83369.06,paid,2025-04-20
INV002702,PO002702,2025-01-19,291.58,paid,2025-03-01
INV002703,PO002703,2025-10-25,19694.22,paid,2025-11-22
INV002704,PO002704,2026-08-14,111212.82,paid,2026-09-22
INV002705,PO002705,2024-11-18,260270.01,paid,2024-11-30
INV002706,PO002706,2026-08-14,624.25,paid,2026-09-03
INV002707,PO002707,2026-03-07,423812.55,paid,2026-04-15
INV002708,PO002708,2025-03-02,859.1,paid,2025-04-07
INV002709,PO002709,2026-09-15,32071.36,paid,2026-10-04
INV002710,PO002710,2026-01-30,5356.19,pending,
INV002711,PO002711,2024-11-13,369821.49,overdue,
INV002712,PO002712,2024-12-21,5332.8,paid,2025-01-25
INV002713,PO002713,2025-04-16,455670.54,paid,2025-04-23
INV002714,PO002714,2026-09-08,547805.35,paid,2026-09-28
INV002715,PO002715,2026-07-27,9515.12,paid,2026-08-28
INV002716,PO002716,2024-10-16,155161.44,paid,2024-11-17
INV002717,PO002717,2024-10-07,9995.52,paid,2024-11-06
INV002718,PO002718,2025-01-31,1248972.32,paid,2025-02-17
INV002719,PO002719,2025-08-31,10167.6,paid,2025-09-20
INV002720,PO002720,2025-10-15,10012.86,paid,2025-11-01
INV002721,PO002721,2025-10-12,101050.8,pending,
INV002723,PO002723,2025-07-14,761002.38,paid,2025-08-17
INV002724,PO002724,2025-12-01,7969.24,paid,2026-01-05
INV002725,PO002725,2026-02-26,3917.16,paid,2026-03-03
INV002726,PO002726,2024-12-26,21779.82,paid,2025-01-11
INV002728,PO002728,2026-02-23,297748.96,paid,2026-03-25
INV002729,PO002729,2026-05-07,545.16,paid,2026-05-27
INV002730,PO002730,2026-07-24,24179.4,paid,2026-08-01
INV002732,PO002732,2024-10-21,16114.26,overdue,
INV002733,PO002733,2026-06-02,17037.3,paid,2026-06-18
INV002734,PO002734,2025-03-26,4749.12,paid,2025-05-03
INV002737,PO002737,2026-06-06,529373.16,paid,2026-07-07
INV002738,PO002738,2024-12-31,767.08,paid,2025-01-20
INV002739,PO002739,2025-01-28,180.54,paid,2025-02-18
INV002740,PO002740,2025-09-22,1246187.01,paid,2025-10-23
INV002741,PO002741,2026-05-28,3800.74,paid,2026-06-27
INV002742,PO002742,2024-10-26,8912.93,paid,2024-11-06
INV002743,PO002743,2025-06-30,106432.92,paid,2025-07-28
INV002744,PO002744,2026-02-01,928.25,paid,2026-03-06
INV002745,PO002745,2026-08-20,690069.92,paid,2026-09-14
INV002746,PO002746,2026-06-14,6708.24,paid,2026-07-18
INV002747,PO002747,2025-01-30,698.4,paid,2025-03-05
INV002748,PO002748,2024-11-07,97.02,overdue,
INV002749,PO002749,2026-02-03,300.67,overdue,
INV002750,PO002750,2026-03-30,79886.46,paid,2026-05-04
INV002751,PO002751,2025-10-15,7978.2,paid,2025-11-27
INV002752,PO002752,2026-05-21,46284.08,overdue,
INV002753,PO002753,2024-10-06,1113.42,paid,2024-11-15
INV002754,PO002754,2024-09-18,299025.58,pending,
INV002755,PO002755,2026-03-12,145598.0,overdue,
INV002756,PO002756,2025-05-14,151109.55,pending,
INV002757,PO002757,2025-04-25,72399.6,paid,2025-05-27
INV002758,PO002758,2024-12-11,3464.74,paid,2025-01-13
INV002759,PO002759,2025-08-05,307744.26,paid,2025-08-27
INV002760,PO002760,2025-09-23,109173.48,paid,2025-10-21
INV002761,PO002761,2025-09-25,72134.9,paid,2025-10-17
INV002762,PO002762,2025-04-20,13488.12,pending,
INV002763,PO002763,2024-10-31,1211.04,paid,2024-12-09
INV002764,PO002764,2026-01-28,62842.86,paid,2026-03-06
INV002765,PO002765,2025-12-31,238.29,paid,2026-01-07
INV002766,PO002766,2025-06-20,13241.42,pending,
INV002767,PO002767,2026-02-24,10677.87,paid,2026-03-09
INV002768,PO002768,2025-01-01,22383.52,pending,
INV002769,PO002769,2026-08-14,647.28,paid,2026-09-06
INV002770,PO002770,2025-11-09,292722.08,pending,
INV002772,PO002772,2026-01-15,95034.24,paid,2026-02-07
INV002773,PO002773,2026-06-01,35438.98,pending,
INV002774,PO002774,2025-01-03,810179.66,paid,2025-02-06
INV002775,PO002775,2024-10-15,10121.81,pending,
INV002778,PO002778,2025-12-28,452901.12,pending,
INV002779,PO002779,2026-04-23,499621.32,paid,2026-05-21
INV002780,PO002780,2024-12-07,33773.76,paid,2025-01-15
INV002781,PO002781,2024-10-02,65146.17,paid,2024-11-12
INV002783,PO002783,2026-02-14,484.88,paid,2026-03-15
INV002784,PO002784,2025-07-23,19800.72,paid,2025-08-28
INV002785,PO002785,2024-09-19,50235.33,paid,2024-09-25
INV002786,PO002786,2026-05-17,54240.58,paid,2026-06-10
INV002787,PO002787,2025-02-14,1143.45,paid,2025-03-08
INV002788,PO002788,2026-04-05,9186.0,paid,2026-04-30
INV002789,PO002789,2025-02-14,56311.57,paid,2025-03-21
INV002792,PO002792,2025-12-06,3576.75,paid,2026-01-12
INV002793,PO002793,2024-11-13,265531.86,paid,2024-12-26
INV002794,PO002794,2025-09-12,538008.3,paid,2025-09-29
INV002796,PO002796,2024-09-14,12751.2,paid,2024-10-15
INV002797,PO002797,2025-08-25,113974.26,paid,2025-09-12
INV002798,PO002798,2025-05-18,1326586.52,paid,2025-06-29
INV002799,PO002799,2026-01-04,68401.74,paid,2026-02-10
INV002800,PO002800,2026-03-19,167797.35,paid,2026-03-26
INV002802,PO002802,2026-04-08,3006.99,paid,2026-04-20
INV002803,PO002803,2025-02-07,383.52,pending,
INV002804,PO002804,2025-02-08,715836.59,paid,2025-03-22
INV002805,PO002805,2025-01-29,152733.94,paid,2025-03-08
INV002806,PO002806,2024-12-27,699.06,paid,2025-02-04
INV002807,PO002807,2026-06-24,147892.77,pending,
INV002809,PO002809,2026-06-17,337025.4,paid,2026-07-13
INV002810,PO002810,2026-03-02,9870.96,pending,
INV002811,PO002811,2024-12-14,25576.74,paid,2025-01-09
INV002812,PO002812,2025-11-18,1946.36,paid,2026-01-01
INV002813,PO002813,2025-03-06,1288638.72,overdue,
INV002814,PO002814,2026-04-20,905.58,pending,
INV002815,PO002815,2026-08-04,2776.11,paid,2026-08-11
INV002816,PO002816,2026-05-16,1326.5,pending,
INV002817,PO002817,2025-03-14,160143.71,paid,2025-04-18
INV002818,PO002818,2026-02-26,945.06,paid,2026-03-10
INV002819,PO002819,2026-09-08,18311.99,paid,2026-10-03
INV002820,PO002820,2025-04-03,2605.59,paid,2025-05-15
INV002821,PO002821,2026-05-18,283778.16,pending,
INV002822,PO002822,2025-04-13,32373.78,paid,2025-05-10
INV002823,PO002823,2025-09-26,21977.67,paid,2025-10-29
INV002824,PO002824,2025-01-10,2555.64,paid,2025-02-03
INV002825,PO002825,2024-10-02,1272.3,paid,2024-10-14
INV002826,PO002826,2026-08-15,75914.02,paid,2026-08-27
INV002828,PO002828,2025-08-11,3521871.36,paid,2025-08-25
INV002829,PO002829,2026-03-07,766.08,paid,2026-03-19
INV002830,PO002830,2024-11-26,34292.4,paid,2024-12-20
INV002831,PO002831,2025-02-17,86423.22,pending,
INV002832,PO002832,2025-09-08,26465.4,pending,
INV002833,PO002833,2025-04-05,1160493.23,paid,2025-04-24
INV002834,PO002834,2026-03-18,20108.0,paid,2026-04-22
INV002835,PO002835,2026-07-19,3617.46,paid,2026-08-15
INV002836,PO002836,2025-05-31,1424.28,paid,2025-06-26
INV002837,PO002837,2025-06-01,342.76,paid,2025-07-05
INV002838,PO002838,2025-09-09,11225.0,pending,
INV002839,PO002839,2025-12-19,40881.94,paid,2026-01-14
INV002840,PO002840,2026-04-18,91676.75,overdue,
INV002842,PO002842,2026-01-09,1559.61,paid,2026-02-20
INV002843,PO002843,2026-02-13,34429.22,paid,2026-03-25
INV002844,PO002844,2025-03-01,173738.24,paid,2025-04-06
INV002845,PO002845,2025-10-18,36655.15,paid,2025-10-24
INV002846,PO002846,2025-06-15,943.25,overdue,
INV002847,PO002847,2025-07-05,10898.0,overdue,
INV002848,PO002848,2026-01-25,18076.4,paid,2026-03-07
INV002849,PO002849,2024-12-27,18796.14,pending,
INV002850,PO002850,2026-06-04,2772.51,paid,2026-07-18
INV002851,PO002851,2025-04-08,90171.04,paid,2025-05-14
INV002852,PO002852,2025-07-18,375499.56,paid,2025-08-21
INV002853,PO002853,2025-10-20,2171.7,pending,
INV002854,PO002854,2024-12-07,49693.64,paid,2024-12-18
INV002855,PO002855,2025-01-02,99.96,paid,2025-01-27
INV002856,PO002856,2025-07-18,441.87,paid,2025-07-27
INV002858,PO002858,2026-03-24,549.0,paid,2026-04-04
INV002859,PO002859,2026-03-02,131428.22,paid,2026-03-12
INV002860,PO002860,2025-11-12,177760.8,paid,2025-12-17
INV002861,PO002861,2024-12-27,82289.2,paid,2025-01-15
INV002862,PO002862,2025-08-24,265610.88,paid,2025-09-04
INV002863,PO002863,2025-05-24,3842.17,overdue,
INV002864,PO002864,2025-04-15,138528.96,pending,
INV002865,PO002865,2026-06-23,70782.03,paid,2026-07-07
INV002866,PO002866,2025-11-25,4011.28,overdue,
INV002867,PO002867,2025-09-06,126836.76,paid,2025-10-08
INV002868,PO002868,2026-04-18,264757.5,paid,2026-04-25
INV002869,PO002869,2024-11-13,147801.5,paid,2024-12-26
INV002871,PO002871,2025-03-20,558943.3,pending,
INV002872,PO002872,2026-07-17,25249.17,overdue,
INV002873,PO002873,2025-05-28,254900.52,paid,2025-06-28
INV002874,PO002874,2024-12-31,90877.8,paid,2025-02-01
INV002875,PO002875,2024-10-01,18148.29,overdue,
INV002876,PO002876,2025-11-06,16575.0,pending,
INV002877,PO002877,2025-04-14,10536.3,paid,2025-05-22
INV002878,PO002878,2026-02-11,14106.6,paid,2026-03-06
INV002879,PO002879,2024-12-24,39998.7,paid,2025-01-26
INV002880,PO002880,2025-12-18,2565225.3,paid,2026-01-08
INV002881,PO002881,2025-04-25,37346.4,overdue,
INV002882,PO002882,2026-08-31,49585.18,paid,2026-10-10
INV002883,PO002883,2025-07-03,197193.36,paid,2025-07-24
INV002884,PO002884,2025-06-21,27742.47,pending,
INV002885,PO002885,2026-01-10,35545.1,pending,
INV002886,PO002886,2026-03-06,363563.52,paid,2026-03-30
INV002887,PO002887,2025-12-19,372706.6,paid,2025-12-30
INV002888,PO002888,2025-08-17,900.55,paid,2025-08-25
INV002889,PO002889,2025-01-28,539.38,paid,2025-02-27
INV002890,PO002890,2026-03-30,489.15,paid,2026-05-01
INV002891,PO002891,2025-07-07,571.34,paid,2025-08-15
INV002892,PO002892,2026-09-14,296958.18,paid,2026-10-24
INV002893,PO002893,2025-04-06,3098.55,overdue,
INV002894,PO002894,2026-04-11,7955.43,paid,2026-05-07
INV002895,PO002895,2026-01-28,160502.76,paid,2026-03-01
INV002896,PO002896,2025-12-03,23689.32,paid,2025-12-27
INV002897,PO002897,2025-04-01,24337.8,paid,2025-04-13
INV002898,PO002898,2026-06-20,11079.94,paid,2026-07-24
INV002899,PO002899,2024-10-21,1155.0,paid,2024-11-16
INV002900,PO002900,2025-06-11,73312.84,paid,2025-07-24
INV002901,PO002901,2026-02-24,1894.1,paid,2026-03-12
INV002902,PO002902,2024-11-18,1218074.33,paid,2024-11-28
INV002904,PO002904,2025-03-12,31586.03,pending,
INV002905,PO002905,2025-12-04,28263.9,paid,2025-12-27
INV002906,PO002906,2024-12-23,526.5,paid,2025-01-09
INV002907,PO002907,2025-06-05,394933.05,pending,
INV002908,PO002908,2025-04-29,10080.72,pending,
INV002909,PO002909,2026-08-28,449709.48,pending,
INV002910,PO002910,2025-05-06,1661.4,paid,2025-06-13
INV002911,PO002911,2026-01-08,179018.84,paid,2026-02-19
INV002912,PO002912,2025-06-05,20519.16,pending,
INV002913,PO002913,2025-10-18,125851.4,paid,2025-11-05
INV002914,PO002914,2026-06-15,29599.7,paid,2026-07-02
INV002916,PO002916,2025-02-03,1081.12,pending,
INV002917,PO002917,2025-04-14,7392.6,paid,2025-05-11
INV002918,PO002918,2025-11-14,474.7,paid,2025-12-19
INV002919,PO002919,2025-02-09,1677226.98,overdue,
INV002920,PO002920,2025-05-01,178.36,paid,2025-05-31
INV002921,PO002921,2025-02-01,463914.64,paid,2025-03-14
