shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity
SHP004133,WH0001,DC0002,PRD0149,ocean,2025-10-26,2025-11-20,25,25,5854.12,97
SHP004134,WH0001,DC0004,PRD0045,road,2026-01-20,2026-01-21,1,1,472.67,240
SHP004135,WH0007,DC0005,PRD0033,ocean,2026-08-06,2026-08-22,14,16,10982.87,381
SHP004136,WH0007,DC0001,PRD0027,ocean,2025-10-17,2025-11-05,18,19,12692.75,315
SHP004137,WH0004,DC0005,PRD0100,road,2026-03-16,2026-03-17,1,1,977.53,176
SHP004138,WH0001,DC0003,PRD0083,air,2026-03-07,2026-03-11,5,4,100034.41,220
SHP004139,WH0008,DC0002,PRD0130,ocean,2026-08-02,2026-08-16,13,14,5876.43,217
SHP004140,WH0005,DC0003,PRD0099,rail,2025-08-03,2025-08-14,10,11,6487.77,109
SHP004141,WH0006,DC0002,PRD0108,ocean,2025-08-04,2025-09-08,36,35,17946.15,197
SHP004142,WH0005,DC0003,PRD0064,ocean,2025-11-04,2025-11-16,16,12,2642.72,74
SHP004143,WH0007,DC0006,PRD0071,air,2024-09-23,2024-09-25,3,2,30605.52,141
SHP004144,WH0004,DC0002,PRD0102,ocean,2024-11-27,2024-12-12,16,15,5421.03,157
SHP004145,WH0002,DC0005,PRD0088,ocean,2024-10-23,2024-11-07,16,15,14040.25,387
SHP004146,WH0010,DC0001,PRD0076,ocean,2025-12-08,2025-12-25,16,17,5931.27,162
SHP004147,WH0005,DC0005,PRD0116,road,2026-08-26,2026-08-27,1,1,542.0,149
SHP004148,WH0003,DC0006,PRD0035,air,2026-01-08,2026-01-10,3,2,46130.57,200
SHP004149,WH0009,DC0004,PRD0036,road,2025-02-17,2025-02-18,1,1,218.7,243
SHP004150,WH0004,DC0006,PRD0106,rail,2025-04-21,2025-04-22,1,1,391.35,139
SHP004151,WH0009,DC0003,PRD0132,ocean,2026-07-29,2026-08-23,25,25,10889.09,178
SHP004152,WH0001,DC0005,PRD0077,ocean,2025-09-13,2025-09-25,13,12,7701.89,279
SHP004153,WH0004,DC0006,PRD0141,road,2024-09-11,2024-09-12,1,1,552.4,109
SHP004154,WH0002,DC0004,PRD0081,ocean,2026-05-01,2026-05-22,25,21,10776.0,178
SHP004155,WH0006,DC0001,PRD0142,ocean,2025-03-03,2025-04-03,32,31,9004.92,112
SHP004156,WH0009,DC0002,PRD0056,ocean,2024-11-10,2024-12-05,25,25,16868.46,277
SHP004157,WH0001,DC0004,PRD0052,road,2026-01-06,2026-01-07,1,1,250.12,127
SHP004158,WH0002,DC0002,PRD0054,road,2026-04-23,2026-04-24,1,1,901.98,302
SHP004159,WH0007,DC0001,PRD0075,ocean,2024-10-29,2024-11-15,18,17,8139.48,202
SHP004160,WH0002,DC0005,PRD0089,ocean,2026-07-12,2026-07-26,16,14,1523.75,42
SHP004161,WH0006,DC0001,PRD0034,ocean,2025-08-15,2025-09-18,32,34,7075.3,88
SHP004162,WH0006,DC0001,PRD0046,ocean,2025-05-18,2025-06-19,32,32,13909.39,173
SHP004163,WH0010,DC0006,PRD0129,ocean,2026-06-15,2026-06-30,12,15,5602.02,219
SHP004164,WH0001,DC0004,PRD0139,road,2025-03-18,2025-03-19,1,1,283.6,144
SHP004165,WH0010,DC0006,PRD0083,ocean,2026-07-23,2026-08-04,12,12,2455.68,96
SHP004166,WH0003,DC0006,PRD0030,ocean,2026-01-12,2026-01-28,14,16,12978.07,422
SHP004167,WH0007,DC0002,PRD0091,ocean,2026-06-26,2026-07-22,25,26,17328.08,283
SHP004168,WH0008,DC0002,PRD0144,ocean,2025-09-01,2025-09-12,13,11,13350.61,493
SHP004169,WH0004,DC0002,PRD0123,ocean,2025-01-26,2025-02-10,16,15,2278.9,66
SHP004170,WH0008,DC0004,PRD0150,ocean,2026-02-19,2026-03-14,22,23,11862.64,228
SHP004171,WH0009,DC0003,PRD0147,ocean,2026-05-30,2026-06-23,25,24,17863.01,292
SHP004172,WH0010,DC0006,PRD0107,rail,2025-02-01,2025-02-08,7,7,2174.3,51
SHP004173,WH0007,DC0005,PRD0137,rail,2025-01-29,2025-02-05,8,7,3747.43,78
SHP004174,WH0004,DC0002,PRD0074,ocean,2025-03-04,2025-03-21,16,17,2313.43,67
SHP004175,WH0002,DC0006,PRD0109,air,2025-11-27,2025-11-29,3,2,196124.49,725
SHP004176,WH0005,DC0006,PRD0004,rail,2024-12-26,2024-12-27,1,1,477.71,291
SHP004177,WH0001,DC0006,PRD0134,ocean,2024-11-20,2024-12-04,13,14,5045.72,182
SHP004178,WH0010,DC0006,PRD0028,rail,2026-07-04,2026-07-12,7,8,14751.14,346
SHP004179,WH0010,DC0006,PRD0007,ocean,2026-01-07,2026-01-19,12,12,1637.12,64
SHP004180,WH0010,DC0002,PRD0098,ocean,2025-12-29,2026-01-19,24,21,18072.6,314
SHP004181,WH0002,DC0004,PRD0038,ocean,2025-11-23,2025-12-18,25,25,8657.12,143
SHP004182,WH0006,DC0006,PRD0014,ocean,2026-03-12,2026-04-10,30,29,19694.39,264
SHP004183,WH0004,DC0003,PRD0015,rail,2025-10-02,2025-10-10,10,8,1580.39,27
SHP004184,WH0008,DC0002,PRD0052,ocean,2024-10-04,2024-10-14,13,10,1760.22,65
SHP004185,WH0005,DC0004,PRD0069,rail,2025-08-20,2025-08-27,8,7,10775.66,225
SHP004186,WH0006,DC0006,PRD0042,air,2025-11-28,2025-12-02,5,4,213169.36,381
SHP004187,WH0008,DC0003,PRD0074,ocean,2025-08-27,2025-09-07,13,11,5065.3,192
SHP004188,WH0010,DC0002,PRD0065,ocean,2026-08-20,2026-09-12,24,23,6734.06,117
SHP004189,WH0004,DC0001,PRD0038,rail,2026-06-17,2026-06-20,5,3,1922.51,81
SHP004190,WH0009,DC0006,PRD0016,ocean,2026-05-27,2026-06-04,13,8,9433.21,335
SHP004191,WH0005,DC0006,PRD0076,rail,2025-08-26,2025-08-27,1,1,420.25,256
SHP004192,WH0004,DC0005,PRD0053,road,2026-08-19,2026-08-20,1,1,1955.06,352
SHP004193,WH0002,DC0002,PRD0139,road,2026-07-01,2026-07-02,1,1,558.51,187
SHP004194,WH0007,DC0004,PRD0009,road,2025-03-26,2025-03-27,1,1,646.37,163
SHP004195,WH0007,DC0005,PRD0092,ocean,2025-02-12,2025-02-26,14,14,7091.3,246
SHP004196,WH0006,DC0005,PRD0116,ocean,2025-10-27,2025-11-25,30,29,18260.09,245
SHP004197,WH0003,DC0004,PRD0027,rail,2024-10-13,2024-10-14,2,1,619.56,138
SHP004198,WH0002,DC0001,PRD0144,ocean,2026-04-07,2026-04-17,11,10,1781.33,84
SHP004199,WH0006,DC0005,PRD0058,ocean,2025-08-17,2025-09-14,30,28,10434.34,140
SHP004200,WH0009,DC0003,PRD0144,ocean,2025-10-01,2025-10-25,25,24,22818.16,373
SHP004201,WH0008,DC0005,PRD0100,ocean,2025-09-03,2025-09-21,19,18,12277.58,286
SHP004202,WH0005,DC0001,PRD0061,air,2025-06-16,2025-06-18,2,2,24767.39,227
SHP004203,WH0010,DC0003,PRD0131,ocean,2026-01-15,2026-02-08,24,24,3815.92,66
SHP004204,WH0001,DC0006,PRD0074,ocean,2025-01-08,2025-01-20,13,12,3132.78,113
SHP004205,WH0001,DC0001,PRD0013,ocean,2026-08-13,2026-08-30,17,17,36127.37,919
SHP004206,WH0005,DC0006,PRD0098,rail,2026-01-23,2026-01-24,1,1,215.05,131
SHP004207,WH0010,DC0005,PRD0100,ocean,2025-08-04,2025-08-16,12,12,7872.51,309
SHP004208,WH0007,DC0006,PRD0107,rail,2026-01-17,2026-01-25,8,8,6318.87,131
SHP004209,WH0007,DC0002,PRD0081,air,2024-09-12,2024-09-16,5,4,40870.99,89
SHP004210,WH0001,DC0002,PRD0142,ocean,2025-02-04,2025-03-02,25,26,15631.1,259
SHP004211,WH0002,DC0006,PRD0014,ocean,2025-10-30,2025-11-15,16,16,7718.74,214
SHP004212,WH0004,DC0002,PRD0004,air,2025-04-28,2025-04-30,3,2,55936.7,216
SHP004213,WH0010,DC0003,PRD0065,ocean,2025-11-22,2025-12-15,24,23,20178.12,349
SHP004214,WH0004,DC0006,PRD0052,rail,2025-03-11,2025-03-12,1,1,318.15,113
SHP004215,WH0001,DC0003,PRD0114,ocean,2025-10-07,2025-11-02,25,26,9942.81,164
SHP004216,WH0008,DC0006,PRD0058,ocean,2025-02-23,2025-03-16,19,21,12600.89,295
SHP004217,WH0008,DC0001,PRD0095,rail,2025-08-12,2025-08-21,9,9,30103.75,602
SHP004218,WH0009,DC0006,PRD0140,rail,2025-11-23,2025-11-30,8,7,4505.41,96
SHP004219,WH0007,DC0004,PRD0051,road,2025-05-27,2025-05-28,1,1,456.03,115
SHP004220,WH0008,DC0003,PRD0050,rail,2025-09-01,2025-09-06,8,5,8574.08,195
SHP004221,WH0007,DC0006,PRD0076,air,2025-02-03,2025-02-04,3,1,16062.47,74
SHP004222,WH0002,DC0003,PRD0115,road,2026-01-25,2026-01-26,1,1,105.98,53
SHP004223,WH0008,DC0006,PRD0046,air,2025-06-01,2025-06-04,3,3,9931.21,31
SHP004224,WH0004,DC0002,PRD0020,rail,2026-05-17,2026-05-25,10,8,21005.04,365
SHP004225,WH0003,DC0005,PRD0048,rail,2025-03-26,2025-04-05,9,10,6993.44,137
SHP004226,WH0007,DC0005,PRD0045,air,2025-01-12,2025-01-14,3,2,41077.65,190
SHP004227,WH0010,DC0001,PRD0132,ocean,2024-12-08,2024-12-21,16,13,8530.77,233
SHP004228,WH0004,DC0004,PRD0031,ocean,2025-10-27,2025-11-11,14,15,7051.77,237
SHP004229,WH0004,DC0004,PRD0097,air,2025-02-16,2025-02-18,3,2,44408.32,199
SHP004230,WH0007,DC0006,PRD0011,air,2024-11-15,2024-11-17,3,2,15411.29,71
SHP004231,WH0001,DC0002,PRD0110,ocean,2025-03-18,2025-04-11,25,24,7785.37,129
SHP004232,WH0007,DC0006,PRD0072,rail,2025-02-22,2025-03-02,8,8,6222.4,129
SHP004233,WH0003,DC0004,PRD0143,road,2025-07-14,2025-07-15,1,1,533.36,66
SHP004234,WH0008,DC0005,PRD0068,ocean,2025-06-07,2025-06-26,19,19,5752.43,134
SHP004235,WH0002,DC0005,PRD0034,ocean,2024-12-18,2025-01-02,16,15,4244.73,117
SHP004236,WH0005,DC0004,PRD0042,ocean,2026-08-01,2026-08-13,14,12,6264.25,218
SHP004237,WH0002,DC0003,PRD0150,road,2024-12-21,2024-12-22,1,1,671.85,336
SHP004238,WH0010,DC0001,PRD0066,ocean,2026-04-11,2026-04-26,16,15,951.93,26
SHP004239,WH0001,DC0002,PRD0002,air,2025-01-10,2025-01-15,5,5,227676.92,503
SHP004240,WH0002,DC0006,PRD0085,ocean,2025-09-01,2025-09-15,16,14,7971.22,221
SHP004241,WH0001,DC0005,PRD0120,ocean,2026-08-27,2026-09-11,13,15,2760.54,100
SHP004242,WH0008,DC0002,PRD0040,air,2026-05-13,2026-05-16,3,3,14420.28,71
SHP004243,WH0002,DC0006,PRD0011,ocean,2025-09-14,2025-09-27,16,13,8079.43,224
SHP004244,WH0005,DC0003,PRD0040,rail,2026-02-09,2026-02-19,10,10,9285.25,156
SHP004245,WH0008,DC0002,PRD0083,ocean,2026-03-28,2026-04-11,13,14,3303.8,122
SHP004246,WH0005,DC0006,PRD0014,rail,2025-04-09,2025-04-10,1,1,303.7,185
SHP004247,WH0009,DC0003,PRD0078,ocean,2025-10-17,2025-11-11,25,25,2814.04,46
SHP004248,WH0007,DC0001,PRD0126,ocean,2025-10-21,2025-11-10,18,20,14707.47,365
SHP004249,WH0001,DC0005,PRD0147,ocean,2025-06-20,2025-06-30,13,10,6735.71,244
SHP004250,WH0007,DC0001,PRD0141,air,2026-01-18,2026-01-21,3,3,68299.09,226
SHP004251,WH0010,DC0004,PRD0092,road,2024-10-17,2024-10-18,1,1,3820.21,363
SHP004252,WH0001,DC0002,PRD0019,air,2026-04-17,2026-04-22,5,5,46169.08,102
SHP004253,WH0004,DC0003,PRD0082,ocean,2025-08-15,2025-08-29,16,14,3828.06,109
SHP004254,WH0005,DC0006,PRD0135,road,2025-12-05,2025-12-06,1,1,3206.08,1085
SHP004255,WH0008,DC0005,PRD0057,ocean,2025-07-27,2025-08-17,19,21,1760.07,41
SHP004256,WH0006,DC0001,PRD0048,ocean,2025-05-04,2025-06-01,32,28,15999.82,199
SHP004257,WH0005,DC0002,PRD0134,rail,2025-05-24,2025-06-02,10,9,10250.05,175
SHP004258,WH0005,DC0006,PRD0018,road,2025-10-15,2025-10-16,1,1,475.74,161
SHP004259,WH0008,DC0003,PRD0130,rail,2026-07-12,2026-07-19,8,7,7254.99,165
SHP004260,WH0007,DC0001,PRD0041,ocean,2025-03-10,2025-03-28,18,18,4029.44,100
SHP004261,WH0010,DC0002,PRD0107,ocean,2024-09-18,2024-10-09,24,21,6618.95,115
SHP004262,WH0010,DC0006,PRD0140,ocean,2024-12-01,2024-12-14,12,13,6599.64,258
SHP004263,WH0008,DC0004,PRD0138,air,2026-05-26,2026-05-29,4,3,23413.1,60
SHP004264,WH0001,DC0006,PRD0104,rail,2026-08-04,2026-08-09,8,5,8779.19,190
SHP004265,WH0010,DC0006,PRD0024,ocean,2025-01-26,2025-02-06,12,11,7494.94,293
SHP004266,WH0010,DC0001,PRD0090,ocean,2025-10-27,2025-11-16,16,20,12741.24,348
SHP004267,WH0001,DC0003,PRD0057,ocean,2025-12-19,2026-01-11,25,23,3031.35,50
SHP004268,WH0002,DC0006,PRD0055,air,2025-01-08,2025-01-10,3,2,66547.07,246
SHP004269,WH0007,DC0003,PRD0085,ocean,2026-03-24,2026-04-17,26,24,28343.83,461
SHP004270,WH0007,DC0005,PRD0085,ocean,2025-05-19,2025-05-31,14,12,8417.31,292
SHP004271,WH0004,DC0005,PRD0093,road,2026-01-05,2026-01-06,1,1,383.24,69
SHP004272,WH0008,DC0002,PRD0076,air,2025-08-23,2025-08-25,3,2,32699.51,161
SHP004273,WH0001,DC0002,PRD0056,ocean,2026-02-20,2026-03-15,25,23,6276.58,104
SHP004274,WH0007,DC0002,PRD0136,ocean,2026-06-11,2026-07-03,25,22,6674.06,109
SHP004275,WH0001,DC0005,PRD0122,air,2025-06-07,2025-06-10,3,3,31884.18,154
SHP004276,WH0003,DC0001,PRD0144,ocean,2025-03-31,2025-04-19,19,19,4376.11,103
SHP004277,WH0004,DC0004,PRD0003,ocean,2025-12-06,2025-12-18,14,12,3659.78,123
SHP004278,WH0008,DC0006,PRD0030,ocean,2024-12-18,2025-01-05,19,18,35197.06,824
SHP004279,WH0001,DC0006,PRD0089,rail,2025-01-03,2025-01-10,8,7,4482.01,97
SHP004280,WH0004,DC0006,PRD0115,rail,2026-04-13,2026-04-14,1,1,1013.57,360
SHP004281,WH0001,DC0005,PRD0062,air,2025-05-06,2025-05-09,3,3,65838.76,318
SHP004282,WH0005,DC0001,PRD0063,rail,2025-12-06,2025-12-09,5,3,4364.3,180
SHP004283,WH0007,DC0001,PRD0011,ocean,2025-10-24,2025-11-10,18,17,4271.21,106
SHP004284,WH0003,DC0002,PRD0083,air,2026-05-13,2026-05-18,5,5,100956.14,212
SHP004285,WH0009,DC0002,PRD0098,ocean,2024-10-25,2024-11-19,25,25,19974.2,328
SHP004286,WH0009,DC0002,PRD0030,air,2024-12-30,2025-01-04,5,5,103220.34,226
SHP004287,WH0010,DC0004,PRD0099,road,2025-02-16,2025-02-17,1,1,547.25,52
SHP004288,WH0010,DC0001,PRD0066,ocean,2025-04-22,2025-05-10,16,18,8457.55,231
SHP004289,WH0009,DC0004,PRD0139,road,2025-04-03,2025-04-04,1,1,397.8,442
SHP004290,WH0010,DC0005,PRD0073,rail,2025-03-17,2025-03-23,7,6,6963.82,164
SHP004291,WH0008,DC0006,PRD0007,ocean,2025-12-16,2026-01-01,19,16,9183.7,215
SHP004292,WH0009,DC0003,PRD0133,ocean,2025-03-19,2025-04-15,25,27,9359.73,153
SHP004293,WH0010,DC0006,PRD0096,rail,2025-07-23,2025-07-30,7,7,8441.4,198
SHP004294,WH0007,DC0003,PRD0132,ocean,2026-05-23,2026-06-17,26,25,9406.96,153
SHP004295,WH0009,DC0002,PRD0131,air,2025-05-25,2025-05-29,5,4,141128.7,309
SHP004296,WH0008,DC0003,PRD0115,rail,2025-11-04,2025-11-12,8,8,10904.47,248
SHP004297,WH0006,DC0003,PRD0125,ocean,2026-08-05,2026-09-10,36,36,6241.4,69
SHP004298,WH0007,DC0001,PRD0012,ocean,2025-07-01,2025-07-18,18,17,6044.17,150
SHP004299,WH0010,DC0002,PRD0076,air,2025-01-15,2025-01-19,4,4,102737.56,238
SHP004300,WH0008,DC0003,PRD0050,ocean,2024-09-20,2024-10-02,13,12,5012.54,190
SHP004301,WH0004,DC0006,PRD0083,rail,2026-02-14,2026-02-16,1,2,509.6,181
SHP004302,WH0010,DC0005,PRD0132,ocean,2025-12-28,2026-01-09,12,12,6751.51,265
SHP004303,WH0005,DC0002,PRD0022,ocean,2026-07-18,2026-08-03,16,16,4322.59,123
SHP004304,WH0001,DC0005,PRD0025,rail,2026-01-25,2026-02-04,8,10,4508.87,98
SHP004305,WH0004,DC0003,PRD0043,air,2024-11-01,2024-11-04,3,3,28710.42,109
SHP004306,WH0002,DC0001,PRD0138,rail,2025-01-03,2025-01-09,6,6,4488.66,127
SHP004307,WH0008,DC0006,PRD0137,ocean,2024-11-17,2024-12-04,19,17,5595.65,131
SHP004308,WH0005,DC0005,PRD0002,rail,2024-10-20,2024-10-21,1,1,1677.35,830
SHP004309,WH0004,DC0001,PRD0017,ocean,2026-06-03,2026-06-13,8,10,3873.5,272
SHP004310,WH0009,DC0001,PRD0054,ocean,2025-10-07,2025-10-25,18,18,6175.33,155
SHP004311,WH0001,DC0006,PRD0055,ocean,2024-09-23,2024-10-05,13,12,4796.21,173
SHP004312,WH0001,DC0003,PRD0109,ocean,2025-06-19,2025-07-15,25,26,17339.3,286
SHP004313,WH0010,DC0005,PRD0027,ocean,2026-03-13,2026-03-26,12,13,8534.93,335
SHP004314,WH0007,DC0005,PRD0053,air,2024-11-03,2024-11-05,3,2,134691.45,623
SHP004315,WH0002,DC0004,PRD0138,ocean,2025-03-13,2025-04-08,25,26,4843.15,80
SHP004316,WH0008,DC0003,PRD0112,ocean,2024-12-25,2025-01-04,13,10,3007.52,114
SHP004317,WH0010,DC0002,PRD0019,air,2025-12-23,2025-12-27,4,4,82017.38,190
SHP004318,WH0006,DC0003,PRD0040,air,2026-06-08,2026-06-13,6,5,187242.14,276
SHP004319,WH0009,DC0004,PRD0007,road,2025-04-16,2025-04-17,1,1,130.5,145
SHP004320,WH0003,DC0004,PRD0118,road,2025-03-02,2025-03-03,1,1,775.79,96
SHP004321,WH0005,DC0005,PRD0085,road,2025-03-29,2025-03-30,1,1,243.72,67
SHP004322,WH0005,DC0002,PRD0010,ocean,2025-12-02,2025-12-19,16,17,878.58,25
SHP004323,WH0008,DC0001,PRD0023,air,2024-12-08,2024-12-11,3,3,71333.89,317
SHP004324,WH0001,DC0006,PRD0019,ocean,2026-05-05,2026-05-16,13,11,12198.45,440
SHP004325,WH0007,DC0004,PRD0014,rail,2024-09-24,2024-09-25,1,1,760.05,345
SHP004326,WH0006,DC0005,PRD0046,ocean,2025-12-29,2026-01-27,30,29,8496.53,114
SHP004327,WH0005,DC0003,PRD0065,ocean,2026-05-21,2026-06-07,16,17,6606.81,185
SHP004328,WH0001,DC0004,PRD0143,road,2025-04-28,2025-04-29,1,1,888.22,451
SHP004329,WH0002,DC0006,PRD0019,ocean,2025-08-15,2025-09-02,16,18,2705.17,75
SHP004330,WH0004,DC0004,PRD0148,ocean,2026-08-12,2026-08-26,14,14,4046.59,136
SHP004331,WH0004,DC0003,PRD0059,rail,2025-10-01,2025-10-11,10,10,13579.65,232
SHP004332,WH0007,DC0003,PRD0067,ocean,2025-03-20,2025-04-14,26,25,13772.27,224
SHP004333,WH0003,DC0001,PRD0105,ocean,2025-07-23,2025-08-10,19,18,3866.27,91
SHP004334,WH0009,DC0006,PRD0100,ocean,2026-08-08,2026-08-23,13,15,5068.59,180
SHP004335,WH0007,DC0006,PRD0116,ocean,2026-01-23,2026-02-07,14,15,4341.21,150
SHP004336,WH0006,DC0005,PRD0104,ocean,2025-01-10,2025-02-05,30,26,8422.0,113
SHP004337,WH0001,DC0005,PRD0111,ocean,2025-11-11,2025-11-24,13,13,11373.4,412
SHP004338,WH0008,DC0005,PRD0081,ocean,2025-12-06,2025-12-25,19,19,2833.29,66
SHP004339,WH0007,DC0002,PRD0005,air,2025-12-09,2025-12-14,5,5,93222.6,203
SHP004340,WH0006,DC0003,PRD0100,ocean,2025-10-18,2025-11-22,36,35,13206.45,146
SHP004341,WH0010,DC0003,PRD0031,air,2025-09-19,2025-09-23,4,4,89760.85,207
SHP004342,WH0007,DC0001,PRD0137,ocean,2025-12-12,2025-12-27,18,15,10275.08,255
SHP004343,WH0003,DC0003,PRD0002,air,2025-04-16,2025-04-21,5,5,157323.68,329
SHP004344,WH0008,DC0004,PRD0017,ocean,2025-05-14,2025-06-04,22,21,6035.38,116
SHP004345,WH0002,DC0002,PRD0150,road,2025-09-30,2025-10-01,1,1,713.82,239
SHP004346,WH0005,DC0002,PRD0012,rail,2026-04-11,2026-04-22,10,11,9254.33,158
SHP004347,WH0007,DC0005,PRD0019,air,2025-07-21,2025-07-24,3,3,44320.62,205
SHP004348,WH0001,DC0004,PRD0092,road,2025-05-27,2025-05-28,1,1,261.94,133
SHP004349,WH0003,DC0005,PRD0129,rail,2025-03-11,2025-03-18,9,7,7197.63,141
SHP004350,WH0002,DC0001,PRD0028,rail,2025-04-12,2025-04-18,6,6,9790.23,277
SHP004351,WH0009,DC0003,PRD0075,ocean,2024-09-04,2024-09-29,25,25,6300.99,103
SHP004352,WH0003,DC0002,PRD0078,ocean,2026-04-18,2026-05-13,26,25,37906.17,597
SHP004353,WH0008,DC0004,PRD0023,ocean,2026-05-12,2026-06-02,22,21,4006.24,77
SHP004354,WH0002,DC0001,PRD0073,rail,2025-05-11,2025-05-17,6,6,5513.63,156
SHP004355,WH0002,DC0001,PRD0113,ocean,2025-08-10,2025-08-20,11,10,15883.5,749
SHP004356,WH0004,DC0001,PRD0098,rail,2024-09-10,2024-09-14,5,4,6645.7,280
SHP004357,WH0003,DC0006,PRD0102,ocean,2026-07-05,2026-07-19,14,14,13039.58,424
SHP004358,WH0005,DC0002,PRD0008,ocean,2026-07-23,2026-08-06,16,14,21015.54,598
SHP004359,WH0009,DC0006,PRD0122,rail,2025-08-16,2025-08-23,8,7,12155.23,259
SHP004360,WH0005,DC0003,PRD0041,air,2024-09-10,2024-09-13,3,3,11249.44,42
SHP004361,WH0007,DC0006,PRD0137,ocean,2025-07-13,2025-07-27,14,14,8335.12,288
SHP004362,WH0008,DC0005,PRD0057,ocean,2025-04-04,2025-04-21,19,17,12320.51,287
SHP004363,WH0002,DC0003,PRD0035,rail,2025-02-18,2025-02-20,1,2,227.73,205
SHP004364,WH0003,DC0003,PRD0101,ocean,2024-09-09,2024-10-04,26,25,6822.14,107
SHP004365,WH0009,DC0006,PRD0140,air,2025-06-02,2025-06-04,3,2,36324.88,172
SHP004366,WH0002,DC0003,PRD0076,road,2025-06-29,2025-06-30,1,1,351.92,176
SHP004367,WH0004,DC0006,PRD0037,road,2025-10-15,2025-10-16,1,1,1565.97,309
SHP004368,WH0003,DC0005,PRD0077,rail,2025-06-17,2025-06-25,9,8,6585.06,129
SHP004369,WH0010,DC0002,PRD0096,air,2024-12-31,2025-01-04,4,4,2092306.58,4847
SHP004370,WH0004,DC0002,PRD0003,ocean,2026-02-21,2026-03-07,16,14,15779.67,457
SHP004371,WH0009,DC0005,PRD0142,rail,2025-06-13,2025-06-19,8,6,7850.56,168
SHP004372,WH0007,DC0003,PRD0143,ocean,2025-06-05,2025-06-30,26,25,14694.53,239
SHP004373,WH0010,DC0003,PRD0037,ocean,2025-03-13,2025-04-08,24,26,3469.02,60
SHP004374,WH0005,DC0005,PRD0032,road,2025-07-07,2025-07-08,1,1,2906.46,799
SHP004375,WH0001,DC0001,PRD0011,air,2025-02-24,2025-02-26,3,2,92284.0,313
SHP004376,WH0009,DC0005,PRD0002,air,2026-03-13,2026-03-16,3,3,23131.12,110
SHP004377,WH0004,DC0002,PRD0147,rail,2026-06-26,2026-07-06,10,10,14904.94,259
SHP004378,WH0004,DC0004,PRD0101,air,2026-04-13,2026-04-15,3,2,22092.58,99
SHP004379,WH0008,DC0002,PRD0138,air,2026-01-14,2026-01-17,3,3,31277.8,154
SHP004380,WH0004,DC0001,PRD0141,rail,2025-03-29,2025-04-03,5,5,4889.34,206
SHP004381,WH0007,DC0001,PRD0022,ocean,2026-02-25,2026-03-16,18,19,3868.27,96
SHP004382,WH0007,DC0001,PRD0079,ocean,2026-04-14,2026-05-02,18,18,11121.27,276
SHP004383,WH0006,DC0003,PRD0054,air,2025-06-30,2025-07-06,6,6,93621.07,138
SHP004384,WH0005,DC0005,PRD0089,road,2026-05-16,2026-05-17,1,1,294.65,81
SHP004385,WH0009,DC0003,PRD0055,ocean,2025-01-14,2025-02-09,25,26,13336.08,218
SHP004386,WH0003,DC0001,PRD0106,ocean,2025-04-02,2025-04-21,19,19,16612.21,391
SHP004387,WH0004,DC0005,PRD0132,road,2025-12-10,2025-12-11,1,1,2043.92,368
SHP004388,WH0005,DC0001,PRD0037,ocean,2025-11-26,2025-12-03,8,7,4189.73,288
SHP004389,WH0001,DC0003,PRD0042,ocean,2025-03-20,2025-04-13,25,24,6972.1,115
SHP004390,WH0001,DC0003,PRD0048,ocean,2025-11-30,2025-12-24,25,24,10064.07,166
SHP004391,WH0008,DC0002,PRD0057,ocean,2025-01-18,2025-02-01,13,14,9505.2,351
SHP004392,WH0003,DC0002,PRD0065,ocean,2024-09-18,2024-10-17,26,29,29524.91,465
SHP004393,WH0004,DC0001,PRD0050,rail,2024-10-10,2024-10-17,5,7,5174.15,218
SHP004394,WH0007,DC0001,PRD0030,ocean,2025-09-27,2025-10-13,18,16,8260.36,205
SHP004395,WH0006,DC0005,PRD0047,ocean,2025-01-16,2025-02-14,30,29,14682.61,197
SHP004396,WH0001,DC0005,PRD0146,ocean,2024-11-17,2024-11-30,13,13,7287.81,264
SHP004397,WH0002,DC0006,PRD0014,air,2025-03-18,2025-03-20,3,2,48422.46,179
SHP004398,WH0002,DC0006,PRD0141,ocean,2026-02-05,2026-02-20,16,15,2993.72,83
SHP004399,WH0002,DC0002,PRD0119,rail,2026-02-13,2026-02-14,1,1,594.02,358
SHP004400,WH0006,DC0001,PRD0141,ocean,2025-02-20,2025-03-19,32,27,6432.09,80
SHP004401,WH0007,DC0002,PRD0019,ocean,2024-12-22,2025-01-16,25,25,8572.19,140
SHP004402,WH0008,DC0002,PRD0075,ocean,2025-08-28,2025-09-09,13,12,1922.7,71
SHP004403,WH0010,DC0004,PRD0018,road,2025-05-10,2025-05-11,1,1,1599.65,152
SHP004404,WH0010,DC0005,PRD0065,air,2025-04-18,2025-04-20,2,2,30381.79,159
SHP004405,WH0006,DC0006,PRD0026,ocean,2026-04-07,2026-05-05,30,28,26259.18,352
SHP004406,WH0010,DC0005,PRD0051,ocean,2026-08-29,2026-09-08,12,10,7184.62,282
SHP004407,WH0007,DC0004,PRD0149,road,2025-08-06,2025-08-07,1,1,563.1,142
SHP004408,WH0005,DC0005,PRD0125,road,2026-04-01,2026-04-02,1,1,280.1,77
SHP004409,WH0010,DC0001,PRD0085,air,2025-05-01,2025-05-04,3,3,34049.87,124
SHP004410,WH0002,DC0003,PRD0092,rail,2026-05-09,2026-05-11,1,2,276.6,249
