edge_id,origin_node_id,dest_node_id,mode,avg_lead_time_days,avg_cost_per_unit,capacity
EDGE00898,SUP0023,WH0009,ocean,26.1,65.753,413
EDGE00899,SUP0023,WH0010,air,4.2,467.629,407
EDGE00900,SUP0023,WH0010,ocean,26.2,62.351,405
EDGE00901,SUP0024,WH0001,air,3.0,437.136,644
EDGE00902,SUP0024,WH0001,ocean,23.9,58.285,844
EDGE00903,SUP0024,WH0002,ocean,38.2,95.205,632
EDGE00904,SUP0024,WH0003,air,3.5,415.999,238
EDGE00905,SUP0024,WH0003,ocean,22.2,55.467,1201
EDGE00906,SUP0024,WH0004,air,5.5,653.632,212
EDGE00907,SUP0024,WH0004,ocean,34.9,87.151,535
EDGE00908,SUP0024,WH0005,air,4.7,645.332,388
EDGE00909,SUP0024,WH0005,ocean,34.0,86.044,461
EDGE00910,SUP0024,WH0006,air,1.5,82.995,546
EDGE00911,SUP0024,WH0006,ocean,6.5,11.066,423
EDGE00912,SUP0024,WH0006,rail,3.2,18.443,357
EDGE00913,SUP0024,WH0007,air,3.6,427.594,457
EDGE00914,SUP0024,WH0007,ocean,23.4,57.013,281
EDGE00915,SUP0024,WH0008,air,4.2,522.877,437
EDGE00916,SUP0024,WH0008,ocean,28.4,69.717,557
EDGE00917,SUP0024,WH0009,air,4.0,434.348,775
EDGE00918,SUP0024,WH0009,ocean,23.5,57.913,551
EDGE00919,SUP0024,WH0010,ocean,23.9,60.163,537
EDGE00920,SUP0025,WH0001,air,3.3,324.728,386
EDGE00921,SUP0025,WH0001,ocean,18.4,43.297,530
EDGE00922,SUP0025,WH0002,ocean,8.6,16.779,365
EDGE00923,SUP0025,WH0002,rail,4.6,27.965,751
EDGE00924,SUP0025,WH0003,air,4.0,347.984,149
EDGE00925,SUP0025,WH0003,ocean,18.0,46.398,557
EDGE00926,SUP0025,WH0004,ocean,11.0,21.352,504
EDGE00927,SUP0025,WH0004,rail,5.2,35.587,235
EDGE00928,SUP0025,WH0005,air,1.0,161.314,512
EDGE00929,SUP0025,WH0005,ocean,10.6,21.509,364
EDGE00930,SUP0025,WH0005,rail,5.6,35.848,505
EDGE00931,SUP0025,WH0006,ocean,32.2,78.966,272
EDGE00932,SUP0025,WH0007,ocean,18.7,44.106,449
EDGE00933,SUP0025,WH0008,ocean,10.5,22.974,792
EDGE00934,SUP0025,WH0008,rail,6.2,38.291,411
EDGE00935,SUP0025,WH0009,air,3.2,328.874,543
EDGE00936,SUP0025,WH0009,ocean,18.9,43.85,720
EDGE00937,SUP0025,WH0010,air,2.5,303.45,361
EDGE00938,SUP0025,WH0010,ocean,18.3,40.46,431
EDGE00939,SUP0026,WH0001,air,1.0,132.881,406
EDGE00940,SUP0026,WH0001,ocean,8.0,17.718,448
EDGE00941,SUP0026,WH0001,rail,6.0,29.529,1380
EDGE00942,SUP0026,WH0002,air,3.7,372.619,318
EDGE00943,SUP0026,WH0002,ocean,19.0,49.682,963
EDGE00944,SUP0026,WH0003,air,1.8,150.939,313
EDGE00945,SUP0026,WH0003,ocean,10.0,20.125,483
EDGE00946,SUP0026,WH0004,air,1.0,113.975,387
EDGE00947,SUP0026,WH0004,ocean,8.5,15.197,895
EDGE00948,SUP0026,WH0004,rail,5.0,25.328,462
EDGE00949,SUP0026,WH0005,ocean,9.0,14.564,815
EDGE00950,SUP0026,WH0006,air,5.0,487.223,1037
EDGE00951,SUP0026,WH0006,ocean,26.7,64.963,391
EDGE00952,SUP0026,WH0007,air,1.5,142.593,431
EDGE00953,SUP0026,WH0007,ocean,9.5,19.012,464
EDGE00954,SUP0026,WH0007,rail,6.5,31.687,637
EDGE00955,SUP0026,WH0008,air,3.7,394.014,390
EDGE00956,SUP0026,WH0008,ocean,21.6,52.535,444
EDGE00957,SUP0026,WH0009,air,2.0,134.731,449
EDGE00958,SUP0026,WH0009,ocean,8.4,17.964,566
EDGE00959,SUP0026,WH0009,rail,4.8,29.94,202
EDGE00960,SUP0026,WH0010,air,1.7,125.384,320
EDGE00961,SUP0026,WH0010,ocean,8.5,16.718,459
EDGE00962,SUP0026,WH0010,rail,6.0,27.863,906
EDGE00963,SUP0027,WH0001,air,4.0,424.662,591
EDGE00964,SUP0027,WH0001,ocean,23.5,56.622,624
EDGE00965,SUP0027,WH0002,rail,1.5,12.909,253
EDGE00966,SUP0027,WH0002,road,1.0,23.237,498
EDGE00967,SUP0027,WH0003,air,4.0,447.019,215
EDGE00968,SUP0027,WH0003,ocean,25.0,59.603,461
EDGE00969,SUP0027,WH0004,air,2.4,261.913,323
EDGE00970,SUP0027,WH0004,ocean,14.8,34.922,662
EDGE00971,SUP0027,WH0004,rail,8.5,58.203,315
EDGE00972,SUP0027,WH0005,air,2.5,264.315,309
EDGE00973,SUP0027,WH0005,ocean,15.0,35.242,239
EDGE00974,SUP0027,WH0005,rail,10.0,58.737,291
EDGE00975,SUP0027,WH0006,air,5.0,617.704,1006
EDGE00976,SUP0027,WH0006,ocean,32.9,82.36,441
EDGE00977,SUP0027,WH0007,air,4.3,429.644,334
EDGE00978,SUP0027,WH0007,ocean,25.0,57.286,546
EDGE00979,SUP0027,WH0008,air,2.0,137.85,477
EDGE00980,SUP0027,WH0008,ocean,9.2,18.38,363
EDGE00981,SUP0027,WH0008,rail,6.5,30.633,566
EDGE00982,SUP0027,WH0009,air,3.5,428.848,528
EDGE00983,SUP0027,WH0009,ocean,22.0,57.18,404
EDGE00984,SUP0027,WH0010,air,4.0,403.115,184
EDGE00985,SUP0027,WH0010,ocean,23.3,53.749,707
EDGE00986,SUP0028,WH0001,road,1.0,3.389,213
EDGE00987,SUP0028,WH0002,air,5.0,453.54,246
EDGE00988,SUP0028,WH0002,ocean,24.0,60.472,415
EDGE00989,SUP0028,WH0003,rail,2.2,4.438,439
EDGE00990,SUP0028,WH0003,road,1.1,7.989,718
EDGE00991,SUP0028,WH0004,air,2.0,227.285,474
EDGE00992,SUP0028,WH0004,ocean,14.0,30.305,391
EDGE00993,SUP0028,WH0004,rail,9.0,50.508,531
EDGE00994,SUP0028,WH0005,air,3.0,219.486,664
EDGE00995,SUP0028,WH0005,ocean,13.0,29.265,412
EDGE00996,SUP0028,WH0005,rail,7.8,48.775,361
EDGE00997,SUP0028,WH0006,air,3.0,349.109,238
EDGE00998,SUP0028,WH0006,ocean,18.8,46.548,354
EDGE00999,SUP0028,WH0007,rail,1.0,0.579,478
EDGE01000,SUP0028,WH0007,road,1.0,1.043,539
EDGE01001,SUP0028,WH0008,air,4.0,383.838,500
EDGE01002,SUP0028,WH0008,ocean,21.6,51.178,357
EDGE01003,SUP0028,WH0009,rail,1.0,1.86,209
EDGE01004,SUP0028,WH0009,road,1.0,3.347,400
EDGE01005,SUP0028,WH0010,rail,1.0,5.575,500
EDGE01006,SUP0028,WH0010,road,1.0,10.034,648
EDGE01007,SUP0029,WH0001,rail,2.0,5.081,213
EDGE01008,SUP0029,WH0001,road,1.0,9.146,159
EDGE01009,SUP0029,WH0002,air,3.0,427.663,423
EDGE01010,SUP0029,WH0002,ocean,25.0,57.022,240
EDGE01011,SUP0029,WH0003,road,1.0,18.233,403
EDGE01012,SUP0029,WH0004,air,2.0,204.013,477
EDGE01013,SUP0029,WH0004,ocean,14.0,27.202,506
EDGE01014,SUP0029,WH0004,rail,7.0,45.336,377
EDGE01015,SUP0029,WH0005,air,2.0,196.04,539
EDGE01016,SUP0029,WH0005,ocean,13.8,26.139,496
EDGE01017,SUP0029,WH0005,rail,7.5,43.564,732
EDGE01018,SUP0029,WH0006,ocean,19.3,49.292,441
EDGE01019,SUP0029,WH0007,road,1.0,11.401,669
EDGE01020,SUP0029,WH0008,air,4.0,364.189,277
EDGE01021,SUP0029,WH0008,ocean,21.3,48.558,687
EDGE01022,SUP0029,WH0009,rail,2.0,6.009,285
EDGE01023,SUP0029,WH0009,road,1.2,10.817,453
EDGE01024,SUP0029,WH0010,rail,1.0,0.5,934
EDGE01025,SUP0029,WH0010,road,1.0,0.9,431
EDGE01026,SUP0030,WH0001,ocean,26.4,65.947,585
EDGE01027,SUP0030,WH0002,rail,1.8,11.639,765
EDGE01028,SUP0030,WH0002,road,1.0,20.95,378
EDGE01029,SUP0030,WH0003,air,5.0,517.58,150
EDGE01030,SUP0030,WH0003,ocean,27.0,69.011,281
EDGE01031,SUP0030,WH0004,air,1.7,311.066,258
EDGE01032,SUP0030,WH0004,ocean,17.0,41.475,690
EDGE01033,SUP0030,WH0005,air,2.3,315.235,460
EDGE01034,SUP0030,WH0005,ocean,17.7,42.031,624
EDGE01035,SUP0030,WH0006,air,5.5,667.631,391
EDGE01036,SUP0030,WH0006,ocean,36.5,89.018,867
EDGE01037,SUP0030,WH0007,air,4.7,500.275,421
EDGE01038,SUP0030,WH0007,ocean,26.8,66.703,322
EDGE01039,SUP0030,WH0008,air,1.0,192.275,481
EDGE01040,SUP0030,WH0008,ocean,12.8,25.637,466
EDGE01041,SUP0030,WH0008,rail,6.5,42.728,242
EDGE01042,SUP0030,WH0009,air,4.5,498.766,509
EDGE01043,SUP0030,WH0009,ocean,29.0,66.502,468
EDGE01044,SUP0030,WH0010,air,5.0,473.187,528
EDGE01045,SUP0030,WH0010,ocean,25.8,63.092,476
EDGE01046,SUP0031,WH0001,air,3.5,423.292,182
EDGE01047,SUP0031,WH0001,ocean,23.7,56.439,880
EDGE01048,SUP0031,WH0002,air,6.0,775.273,115
EDGE01049,SUP0031,WH0002,ocean,41.2,103.37,614
EDGE01050,SUP0031,WH0003,air,3.0,403.639,879
EDGE01051,SUP0031,WH0003,ocean,22.3,53.819,542
EDGE01052,SUP0031,WH0004,air,4.0,555.843,571
EDGE01053,SUP0031,WH0004,ocean,30.0,74.112,847
EDGE01054,SUP0031,WH0005,air,4.2,554.416,632
EDGE01055,SUP0031,WH0005,ocean,30.7,73.922,309
EDGE01056,SUP0031,WH0006,air,3.3,328.429,327
EDGE01057,SUP0031,WH0006,ocean,19.4,43.791,381
EDGE01058,SUP0031,WH0007,air,3.3,420.508,438
EDGE01059,SUP0031,WH0007,ocean,24.0,56.068,275
EDGE01060,SUP0031,WH0008,air,6.0,788.86,383
EDGE01061,SUP0031,WH0008,ocean,41.2,105.181,447
EDGE01062,SUP0031,WH0009,ocean,22.9,55.896,520
EDGE01063,SUP0031,WH0010,air,4.0,444.34,804
EDGE01064,SUP0031,WH0010,ocean,25.1,59.245,320
EDGE01065,SUP0032,WH0001,air,5.0,415.115,575
EDGE01066,SUP0032,WH0001,ocean,22.6,55.349,363
EDGE01067,SUP0032,WH0002,rail,2.0,12.454,801
EDGE01068,SUP0032,WH0002,road,1.0,22.416,294
EDGE01069,SUP0032,WH0003,air,3.0,437.704,429
EDGE01070,SUP0032,WH0003,ocean,24.0,58.361,630
EDGE01071,SUP0032,WH0004,air,2.3,249.433,463
EDGE01072,SUP0032,WH0004,ocean,16.0,33.258,190
EDGE01073,SUP0032,WH0005,air,3.0,251.908,349
EDGE01074,SUP0032,WH0005,ocean,14.5,33.588,963
EDGE01075,SUP0032,WH0005,rail,8.0,55.98,310
EDGE01076,SUP0032,WH0006,air,6.3,620.654,355
EDGE01077,SUP0032,WH0006,ocean,32.2,82.754,592
EDGE01078,SUP0032,WH0007,air,3.8,420.341,552
EDGE01079,SUP0032,WH0007,ocean,23.5,56.046,476
EDGE01080,SUP0032,WH0008,ocean,8.0,19.077,464
EDGE01081,SUP0032,WH0008,rail,7.0,31.795,242
EDGE01082,SUP0032,WH0009,air,3.0,419.299,135
EDGE01083,SUP0032,WH0009,ocean,22.4,55.907,364
EDGE01084,SUP0032,WH0010,air,4.0,393.595,284
EDGE01085,SUP0032,WH0010,ocean,21.9,52.479,391
EDGE01086,SUP0033,WH0001,air,2.0,321.261,138
EDGE01087,SUP0033,WH0001,ocean,18.0,42.835,348
EDGE01088,SUP0033,WH0002,air,2.0,165.095,715
EDGE01089,SUP0033,WH0002,ocean,10.5,22.013,558
EDGE01090,SUP0033,WH0002,rail,6.5,36.688,264
EDGE01091,SUP0033,WH0003,air,4.0,341.744,426
EDGE01092,SUP0033,WH0003,ocean,20.5,45.566,306
EDGE01093,SUP0033,WH0004,air,3.0,217.981,222
EDGE01094,SUP0033,WH0004,ocean,13.3,29.064,270
EDGE01095,SUP0033,WH0004,rail,7.3,48.44,348
EDGE01096,SUP0033,WH0005,air,2.0,216.174,505
EDGE01097,SUP0033,WH0005,ocean,14.0,28.823,470
EDGE01098,SUP0033,WH0006,air,4.2,521.864,584
EDGE01099,SUP0033,WH0006,ocean,28.7,69.582,729
EDGE01100,SUP0033,WH0007,ocean,19.0,43.282,376
EDGE01101,SUP0033,WH0008,air,2.0,98.049,180
EDGE01102,SUP0033,WH0008,ocean,10.0,13.073,483
EDGE01103,SUP0033,WH0008,rail,1.0,21.789,2023
EDGE01104,SUP0033,WH0009,air,3.7,325.378,650
EDGE01105,SUP0033,WH0009,ocean,19.6,43.384,446
EDGE01106,SUP0033,WH0010,air,2.0,300.012,231
EDGE01107,SUP0033,WH0010,ocean,17.2,40.002,543
EDGE01108,SUP0034,WH0001,air,2.0,291.057,311
EDGE01109,SUP0034,WH0001,ocean,15.7,38.808,425
EDGE01110,SUP0034,WH0002,air,1.3,162.143,615
EDGE01111,SUP0034,WH0002,ocean,11.0,21.619,459
EDGE01112,SUP0034,WH0002,rail,7.0,36.032,264
EDGE01113,SUP0034,WH0003,air,2.5,314.859,409
EDGE01114,SUP0034,WH0003,ocean,17.4,41.981,777
EDGE01115,SUP0034,WH0004,air,1.0,105.532,433
EDGE01116,SUP0034,WH0004,ocean,9.0,14.071,787
EDGE01117,SUP0034,WH0004,rail,6.3,23.452,494
EDGE01118,SUP0034,WH0005,ocean,8.0,14.334,221
EDGE01119,SUP0034,WH0005,rail,3.0,23.89,445
EDGE01120,SUP0034,WH0006,air,6.0,598.559,1790
EDGE01121,SUP0034,WH0006,ocean,32.1,79.808,588
EDGE01122,SUP0034,WH0007,air,3.0,298.367,576
EDGE01123,SUP0034,WH0007,ocean,17.0,39.782,495
EDGE01124,SUP0034,WH0008,air,2.3,223.625,259
EDGE01125,SUP0034,WH0008,ocean,14.7,29.817,727
EDGE01126,SUP0034,WH0008,rail,8.2,49.694,727
EDGE01127,SUP0034,WH0009,air,2.0,295.038,1534
EDGE01128,SUP0034,WH0009,ocean,17.3,39.338,492
EDGE01129,SUP0034,WH0010,air,2.7,270.744,356
EDGE01130,SUP0034,WH0010,ocean,15.5,36.099,465
EDGE01131,SUP0035,WH0001,air,3.7,420.299,776
EDGE01132,SUP0035,WH0001,ocean,24.0,56.04,585
EDGE01133,SUP0035,WH0002,air,7.0,769.926,524
EDGE01134,SUP0035,WH0002,ocean,40.0,102.657,677
EDGE01135,SUP0035,WH0003,air,3.7,400.882,335
EDGE01136,SUP0035,WH0003,ocean,22.2,53.451,638
EDGE01137,SUP0035,WH0004,ocean,29.9,73.412,397
EDGE01138,SUP0035,WH0005,air,4.0,549.232,116
EDGE01139,SUP0035,WH0005,ocean,29.9,73.231,413
EDGE01140,SUP0035,WH0006,air,3.7,332.094,494
EDGE01141,SUP0035,WH0006,ocean,18.9,44.279,388
EDGE01142,SUP0035,WH0007,air,3.5,417.675,309
EDGE01143,SUP0035,WH0007,ocean,21.6,55.69,548
EDGE01144,SUP0035,WH0008,ocean,42.2,105.198,311
EDGE01145,SUP0035,WH0009,ocean,23.5,55.499,469
EDGE01146,SUP0035,WH0010,air,3.2,441.267,783
EDGE01147,SUP0035,WH0010,ocean,25.7,58.836,398
EDGE01148,SUP0036,WH0001,air,3.0,387.476,361
EDGE01149,SUP0036,WH0001,ocean,21.0,51.663,1024
EDGE01150,SUP0036,WH0002,air,2.0,196.786,335
EDGE01151,SUP0036,WH0002,ocean,12.0,26.238,397
EDGE01152,SUP0036,WH0002,rail,7.8,43.73,610
EDGE01153,SUP0036,WH0003,air,5.0,403.706,479
EDGE01154,SUP0036,WH0003,ocean,23.4,53.827,451
EDGE01155,SUP0036,WH0004,air,3.0,318.72,214
EDGE01156,SUP0036,WH0004,ocean,16.8,42.496,882
EDGE01157,SUP0036,WH0005,air,2.2,316.707,322
EDGE01158,SUP0036,WH0005,ocean,17.8,42.228,309
EDGE01159,SUP0036,WH0006,air,4.7,480.0,286
EDGE01160,SUP0036,WH0006,ocean,25.8,64.0,430
EDGE01161,SUP0036,WH0007,ocean,20.2,51.749,518
EDGE01162,SUP0036,WH0008,rail,1.0,0.619,334
EDGE01163,SUP0036,WH0008,road,1.0,1.113,472
EDGE01164,SUP0036,WH0009,ocean,21.0,52.163,911
EDGE01165,SUP0036,WH0010,ocean,18.5,49.077,542
EDGE01166,SUP0037,WH0001,air,3.5,346.424,603
EDGE01167,SUP0037,WH0001,ocean,19.6,46.19,594
EDGE01168,SUP0037,WH0002,air,6.0,664.127,148
EDGE01169,SUP0037,WH0002,ocean,34.3,88.55,426
EDGE01170,SUP0037,WH0003,air,4.0,326.706,431
EDGE01171,SUP0037,WH0003,ocean,18.3,43.561,357
EDGE01172,SUP0037,WH0004,ocean,30.5,74.527,801
EDGE01173,SUP0037,WH0005,air,4.6,550.58,463
EDGE01174,SUP0037,WH0005,ocean,29.8,73.411,852
EDGE01175,SUP0037,WH0006,rail,1.5,3.014,370
EDGE01176,SUP0037,WH0006,road,1.0,5.425,102
EDGE01177,SUP0037,WH0007,ocean,17.5,44.897,646
EDGE01178,SUP0037,WH0008,ocean,25.5,62.649,369
EDGE01179,SUP0037,WH0009,air,3.0,343.996,358
EDGE01180,SUP0037,WH0009,ocean,18.8,45.866,413
EDGE01181,SUP0037,WH0010,ocean,20.4,47.847,386
EDGE01182,SUP0038,WH0001,air,3.3,411.078,492
EDGE01183,SUP0038,WH0001,ocean,22.6,54.81,681
EDGE01184,SUP0038,WH0002,air,3.5,422.555,458
EDGE01185,SUP0038,WH0002,ocean,24.0,56.341,505
EDGE01186,SUP0038,WH0003,air,4.0,417.519,672
EDGE01187,SUP0038,WH0003,ocean,22.8,55.669,443
EDGE01188,SUP0038,WH0004,ocean,19.4,41.219,441
EDGE01189,SUP0038,WH0005,ocean,17.7,41.99,546
EDGE01190,SUP0038,WH0006,air,5.0,651.276,860
EDGE01191,SUP0038,WH0006,ocean,34.7,86.837,599
EDGE01192,SUP0038,WH0007,air,4.0,419.007,592
EDGE01193,SUP0038,WH0007,ocean,23.4,55.868,354
EDGE01194,SUP0038,WH0008,air,5.5,592.597,303
EDGE01195,SUP0038,WH0008,ocean,31.4,79.013,431
EDGE01196,SUP0038,WH0009,air,3.7,410.686,579
EDGE01197,SUP0038,WH0009,ocean,22.2,54.758,275
EDGE01198,SUP0038,WH0010,air,3.5,413.598,535
EDGE01199,SUP0038,WH0010,ocean,22.8,55.146,426
EDGE01200,SUP0039,WH0001,air,4.0,388.369,277
EDGE01201,SUP0039,WH0001,ocean,21.7,51.783,764
EDGE01202,SUP0039,WH0002,ocean,12.0,25.89,278
EDGE01203,SUP0039,WH0003,air,3.0,404.75,2058
EDGE01204,SUP0039,WH0003,ocean,22.2,53.967,389
EDGE01205,SUP0039,WH0004,air,3.0,317.629,1062
EDGE01206,SUP0039,WH0004,ocean,18.2,42.351,297
EDGE01207,SUP0039,WH0005,air,3.0,315.693,705
EDGE01208,SUP0039,WH0005,ocean,17.7,42.092,505
EDGE01209,SUP0039,WH0006,air,4.7,482.617,453
EDGE01210,SUP0039,WH0006,ocean,25.8,64.349,400
EDGE01211,SUP0039,WH0007,air,4.0,389.094,368
EDGE01212,SUP0039,WH0007,ocean,21.1,51.879,519
EDGE01213,SUP0039,WH0008,rail,1.0,0.687,803
EDGE01214,SUP0039,WH0008,road,1.0,1.236,483
EDGE01215,SUP0039,WH0009,air,3.0,392.13,483
EDGE01216,SUP0039,WH0009,ocean,21.3,52.284,1032
EDGE01217,SUP0039,WH0010,air,4.0,368.887,1232
EDGE01218,SUP0039,WH0010,ocean,20.7,49.185,975
EDGE01219,SUP0040,WH0001,ocean,6.5,13.781,530
EDGE01220,SUP0040,WH0002,air,3.5,359.228,1275
EDGE01221,SUP0040,WH0002,ocean,21.2,47.897,395
EDGE01222,SUP0040,WH0003,air,1.0,126.165,875
EDGE01223,SUP0040,WH0003,ocean,9.7,16.822,529
EDGE01224,SUP0040,WH0003,rail,4.3,28.037,376
EDGE01225,SUP0040,WH0004,air,1.0,117.043,245
EDGE01226,SUP0040,WH0004,ocean,7.0,15.606,493
EDGE01227,SUP0040,WH0004,rail,4.3,26.01,420
EDGE01228,SUP0040,WH0005,air,2.5,109.41,1147
EDGE01229,SUP0040,WH0005,ocean,7.6,14.588,421
EDGE01230,SUP0040,WH0005,rail,4.0,24.313,704
EDGE01231,SUP0040,WH0006,air,4.0,457.78,679
EDGE01232,SUP0040,WH0006,ocean,24.0,61.037,883
EDGE01233,SUP0040,WH0007,ocean,8.7,15.004,640
EDGE01234,SUP0040,WH0007,rail,4.0,25.007,546
EDGE01235,SUP0040,WH0008,air,4.0,347.121,443
EDGE01236,SUP0040,WH0008,ocean,19.1,46.283,333
EDGE01237,SUP0040,WH0009,air,2.0,106.625,312
EDGE01238,SUP0040,WH0009,ocean,7.2,14.217,557
EDGE01239,SUP0040,WH0009,rail,4.0,23.694,266
EDGE01240,SUP0040,WH0010,ocean,6.4,11.733,351
EDGE01241,SUP0040,WH0010,rail,3.0,19.555,450
EDGE01242,WH0001,DC0001,air,2.2,294.837,444
EDGE01243,WH0001,DC0001,ocean,16.4,39.312,694
EDGE01244,WH0001,DC0002,air,4.4,452.638,582
EDGE01245,WH0001,DC0002,ocean,24.3,60.352,432
EDGE01246,WH0001,DC0003,air,4.9,454.702,412
EDGE01247,WH0001,DC0003,ocean,24.5,60.627,567
EDGE01248,WH0001,DC0004,rail,1.1,1.094,396
EDGE01249,WH0001,DC0004,road,1.0,1.969,415
EDGE01250,WH0001,DC0005,air,2.6,207.04,479
EDGE01251,WH0001,DC0005,ocean,12.7,27.605,672
EDGE01252,WH0001,DC0005,rail,8.0,46.009,383
EDGE01253,WH0001,DC0006,air,2.1,207.928,642
EDGE01254,WH0001,DC0006,ocean,13.1,27.724,503
EDGE01255,WH0001,DC0006,rail,7.4,46.206,210
EDGE01256,WH0002,DC0001,air,1.2,159.047,472
EDGE01257,WH0002,DC0001,ocean,10.6,21.206,520
EDGE01258,WH0002,DC0001,rail,5.9,35.344,488
EDGE01259,WH0002,DC0002,rail,1.0,1.659,598
EDGE01260,WH0002,DC0002,road,1.0,2.987,453
EDGE01261,WH0002,DC0003,rail,1.3,1.111,417
EDGE01262,WH0002,DC0003,road,1.0,2.0,429
EDGE01263,WH0002,DC0004,air,4.3,454.045,601
EDGE01264,WH0002,DC0004,ocean,24.2,60.539,401
EDGE01265,WH0002,DC0005,air,2.8,272.098,425
EDGE01266,WH0002,DC0005,ocean,15.6,36.28,516
EDGE01267,WH0002,DC0006,air,2.2,270.517,465
EDGE01268,WH0002,DC0006,ocean,15.0,36.069,345
EDGE01269,WH0003,DC0001,air,2.6,318.649,789
EDGE01270,WH0003,DC0001,ocean,19.0,42.486,409
EDGE01271,WH0003,DC0002,air,5.0,476.208,275
EDGE01272,WH0003,DC0002,ocean,25.6,63.494,461
EDGE01273,WH0003,DC0003,air,4.4,478.187,378
EDGE01274,WH0003,DC0003,ocean,25.3,63.758,389
EDGE01275,WH0003,DC0004,rail,1.6,4.49,319
EDGE01276,WH0003,DC0004,road,1.0,8.081,397
EDGE01277,WH0003,DC0005,air,2.3,229.712,644
EDGE01278,WH0003,DC0005,ocean,13.8,30.628,465
EDGE01279,WH0003,DC0005,rail,7.8,51.047,301
EDGE01280,WH0003,DC0006,air,2.6,230.653,397
EDGE01281,WH0003,DC0006,ocean,14.7,30.754,700
EDGE01282,WH0003,DC0006,rail,9.0,51.256,493
EDGE01283,WH0004,DC0001,air,1.4,106.806,569
EDGE01284,WH0004,DC0001,ocean,7.4,14.241,284
EDGE01285,WH0004,DC0001,rail,4.9,23.735,438
EDGE01286,WH0004,DC0002,air,2.7,258.966,525
EDGE01287,WH0004,DC0002,ocean,15.3,34.529,542
EDGE01288,WH0004,DC0002,rail,9.8,57.548,366
EDGE01289,WH0004,DC0003,air,2.8,263.398,328
EDGE01290,WH0004,DC0003,ocean,15.9,35.12,636
EDGE01291,WH0004,DC0003,rail,9.4,58.533,348
EDGE01292,WH0004,DC0004,air,2.4,223.157,295
EDGE01293,WH0004,DC0004,ocean,13.5,29.754,549
EDGE01294,WH0004,DC0004,rail,7.8,49.591,588
EDGE01295,WH0004,DC0005,rail,1.1,3.086,366
EDGE01296,WH0004,DC0005,road,1.0,5.554,579
EDGE01297,WH0004,DC0006,rail,1.1,2.815,424
EDGE01298,WH0004,DC0006,road,1.0,5.068,422
EDGE01299,WH0005,DC0001,air,1.2,109.107,570
EDGE01300,WH0005,DC0001,ocean,7.1,14.548,495
EDGE01301,WH0005,DC0001,rail,4.1,24.246,639
EDGE01302,WH0005,DC0002,air,2.2,263.573,325
EDGE01303,WH0005,DC0002,ocean,15.4,35.143,397
EDGE01304,WH0005,DC0002,rail,10.1,58.572,437
EDGE01305,WH0005,DC0003,air,2.7,267.844,407
EDGE01306,WH0005,DC0003,ocean,15.5,35.712,416
EDGE01307,WH0005,DC0003,rail,10.2,59.521,529
EDGE01308,WH0005,DC0004,air,2.7,215.513,417
EDGE01309,WH0005,DC0004,ocean,13.7,28.735,578
EDGE01310,WH0005,DC0004,rail,7.4,47.892,602
EDGE01311,WH0005,DC0005,rail,1.1,2.021,759
EDGE01312,WH0005,DC0005,road,1.0,3.638,555
EDGE01313,WH0005,DC0006,rail,1.1,1.642,392
EDGE01314,WH0005,DC0006,road,1.0,2.955,573
EDGE01315,WH0006,DC0001,air,5.4,603.008,804
EDGE01316,WH0006,DC0001,ocean,31.4,80.401,414
EDGE01317,WH0006,DC0002,air,5.5,683.229,658
EDGE01318,WH0006,DC0002,ocean,35.4,91.097,564
EDGE01319,WH0006,DC0003,air,5.6,678.414,602
EDGE01320,WH0006,DC0003,ocean,35.5,90.455,443
EDGE01321,WH0006,DC0004,air,3.3,355.326,306
EDGE01322,WH0006,DC0004,ocean,19.9,47.377,558
EDGE01323,WH0006,DC0005,air,4.0,558.982,512
EDGE01324,WH0006,DC0005,ocean,28.8,74.531,467
EDGE01325,WH0006,DC0006,air,4.5,559.5,553
EDGE01326,WH0006,DC0006,ocean,29.4,74.6,284
EDGE01327,WH0007,DC0001,air,2.6,302.208,574
EDGE01328,WH0007,DC0001,ocean,17.4,40.294,615
EDGE01329,WH0007,DC0002,air,4.6,459.225,306
EDGE01330,WH0007,DC0002,ocean,24.5,61.23,480
EDGE01331,WH0007,DC0003,air,4.7,461.125,431
EDGE01332,WH0007,DC0003,ocean,25.8,61.483,546
EDGE01333,WH0007,DC0004,rail,1.2,2.203,581
EDGE01334,WH0007,DC0004,road,1.0,3.965,526
EDGE01335,WH0007,DC0005,air,2.6,216.198,546
EDGE01336,WH0007,DC0005,ocean,12.9,28.826,548
EDGE01337,WH0007,DC0005,rail,7.0,48.044,438
EDGE01338,WH0007,DC0006,air,1.7,217.06,435
EDGE01339,WH0007,DC0006,ocean,13.1,28.941,599
EDGE01340,WH0007,DC0006,rail,7.8,48.236,518
EDGE01341,WH0008,DC0001,air,3.3,225.028,419
EDGE01342,WH0008,DC0001,ocean,12.6,30.004,702
EDGE01343,WH0008,DC0001,rail,8.6,50.006,496
EDGE01344,WH0008,DC0002,air,2.5,203.103,292
EDGE01345,WH0008,DC0002,ocean,13.1,27.08,411
EDGE01346,WH0008,DC0002,rail,7.4,45.134,405
EDGE01347,WH0008,DC0003,air,2.7,197.863,376
EDGE01348,WH0008,DC0003,ocean,12.0,26.382,443
EDGE01349,WH0008,DC0003,rail,7.0,43.97,435
EDGE01350,WH0008,DC0004,air,3.6,390.218,351
