po_id,supplier_node_id,product_id,order_date,quantity,unit_price,currency,total_value,status,supplier_name,supplier_country,esg_score,product_name,category,invoice_date,payment_status,payment_date,order_month,country_risk_index,currency_volatility,sanctions_flag
PO003064,SUP0035,PRD0141,2025-02-21,158,52.34,USD,8269.72,cancelled,Allen PLC,Brazil,54.5,CHEM-Art-141,Chemicals,,,,2025-02,54.5,0.176,False
PO003065,SUP0032,PRD0036,2024-11-26,56,3.44,USD,192.64,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,ELEC-Eight-36,Electronics,2024-11-27,paid,2025-01-07,2024-11,35.4,0.102,False
PO003066,SUP0039,PRD0059,2025-08-08,655,2.35,USD,1539.25,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,FOOD-Should-59,Food & Beverage,2025-08-14,paid,2025-09-15,2025-08,18.0,0.075,False
PO003067,SUP0035,PRD0094,2026-02-02,481,132.15,USD,63564.15,fulfilled,Allen PLC,Brazil,54.5,MACH-Compare-94,Machinery,2026-02-10,paid,2026-03-21,2026-02,55.7,0.113,False
PO003068,SUP0021,PRD0048,2025-10-21,554,450.37,USD,249504.98,cancelled,"Ellis, Baker and Wright",India,80.5,FOOD-Item-48,Food & Beverage,,,,2025-10,38.7,0.131,False
PO003069,SUP0030,PRD0015,2025-07-01,260,93.54,USD,24320.4,open,Stanton-Gill,Indonesia,60.5,TEXT-Drop-15,Textiles,2025-07-07,overdue,,2025-07,48.1,0.118,False
PO003070,SUP0037,PRD0041,2025-02-17,570,265.21,USD,151169.7,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,PACK-Customer-41,Packaging,2025-03-03,overdue,,2025-02,11.5,0.04,False
PO003071,SUP0026,PRD0020,2024-11-26,319,14.97,USD,4775.43,fulfilled,James-Ferrell,Egypt,85.3,FOOD-Give-20,Food & Beverage,2024-12-01,overdue,,2024-11,58.5,0.192,False
PO003072,SUP0013,PRD0114,2025-09-27,26,17.68,USD,459.68,fulfilled,Delacruz Group,Germany,77.3,FOOD-Same-114,Food & Beverage,2025-10-08,pending,,2025-09,8.4,0.037,False
PO003073,SUP0037,PRD0119,2026-07-18,129,141.63,USD,18270.27,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,TEXT-Serious-119,Textiles,2026-07-27,paid,2026-08-30,2026-07,16.3,0.039,False
PO003074,SUP0027,PRD0075,2025-09-29,275,1451.68,USD,399212.0,open,"Valencia, Smith and Le",Vietnam,70.4,TEXT-Two-75,Textiles,2025-10-13,pending,,2025-09,41.1,0.072,False
PO003075,SUP0017,PRD0071,2026-02-23,114,4.2,USD,478.8,cancelled,"Hawkins, Cohen and Cameron",Nigeria,42.8,ELEC-Cover-71,Electronics,,,,2026-02,68.3,0.212,False
PO003076,SUP0015,PRD0064,2026-04-08,39,78.17,USD,3048.63,open,"Zuniga, Wong and Lynch",India,76.1,AUTO-Energy-64,Automotive Parts,2026-04-10,paid,2026-04-21,2026-04,37.4,0.087,False
PO003077,SUP0030,PRD0084,2025-10-21,219,36.66,USD,8028.54,fulfilled,Stanton-Gill,Indonesia,60.5,PACK-Apply-84,Packaging,2025-10-27,overdue,,2025-10,41.1,0.128,False
PO003078,SUP0015,PRD0023,2026-05-08,257,13.85,USD,3559.45,fulfilled,"Zuniga, Wong and Lynch",India,76.1,MACH-Economy-23,Machinery,2026-05-19,paid,2026-06-09,2026-05,31.4,0.069,False
PO003079,SUP0011,PRD0083,2025-09-30,89,603.66,USD,53725.74,fulfilled,"Montgomery, Hensley and Ray",Indonesia,56.0,TEXT-Billion-83,Textiles,2025-10-01,pending,,2025-09,39.1,0.151,False
PO003080,SUP0027,PRD0011,2026-05-10,114,136.95,USD,15612.3,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,TEXT-Avoid-11,Textiles,2026-05-20,paid,2026-06-10,2026-05,48.1,0.102,False
PO003081,SUP0030,PRD0021,2024-09-04,591,65.93,USD,38964.63,fulfilled,Stanton-Gill,Indonesia,60.5,MACH-Avoid-21,Machinery,2024-09-18,paid,2024-10-31,2024-09,,,
PO003082,SUP0032,PRD0103,2024-10-13,157,2.31,USD,362.67,cancelled,"Lynch, Hernandez and Farmer",Vietnam,57.2,AUTO-Community-103,Automotive Parts,,,,2024-10,46.5,0.103,False
PO003083,SUP0026,PRD0041,2026-02-13,234,1503.81,USD,351891.54,fulfilled,James-Ferrell,Egypt,85.3,PACK-Customer-41,Packaging,2026-02-21,overdue,,2026-02,51.5,0.18,False
PO003084,SUP0013,PRD0083,2025-05-27,1068,736.08,USD,786133.44,open,Delacruz Group,Germany,77.3,TEXT-Billion-83,Textiles,2025-06-08,pending,,2025-05,11.2,0.028,False
PO003085,SUP0027,PRD0081,2025-09-20,112,1031.86,USD,115568.32,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,PACK-Total-81,Packaging,2025-09-25,paid,2025-11-01,2025-09,41.1,0.072,False
PO003086,SUP0017,PRD0117,2026-01-29,146,134.17,USD,19588.82,cancelled,"Hawkins, Cohen and Cameron",Nigeria,42.8,CHEM-Only-117,Chemicals,,,,2026-01,78.2,0.308,False
PO003087,SUP0023,PRD0144,2024-09-19,100,82.78,USD,8278.0,fulfilled,Robinson-Bright,Indonesia,70.0,FURN-Today-144,Furniture,2024-09-26,paid,2024-11-03,2024-09,,,
PO003088,SUP0002,PRD0069,2026-02-05,332,4103.92,USD,1362501.44,open,Rhodes PLC,Germany,87.8,FOOD-Challenge-69,Food & Beverage,2026-02-06,paid,2026-02-28,2026-02,14.4,0.047,False
PO003089,SUP0021,PRD0066,2026-04-22,1327,263.7,USD,349929.9,open,"Ellis, Baker and Wright",India,80.5,TEXT-Customer-66,Textiles,2026-04-27,paid,2026-05-21,2026-04,39.7,0.087,False
PO003090,SUP0004,PRD0040,2024-11-29,102,598.1,USD,61006.2,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,FURN-Investment-40,Furniture,2024-12-12,paid,2025-01-12,2024-11,34.3,0.129,False
PO003091,SUP0025,PRD0132,2025-01-19,201,8.82,USD,1772.82,fulfilled,Conner Group,Bangladesh,77.2,CHEM-Art-132,Chemicals,2025-01-22,paid,2025-02-26,2025-01,62.4,0.132,False
PO003092,SUP0031,PRD0046,2024-12-28,192,151.63,USD,29112.96,fulfilled,Harrell LLC,Brazil,87.2,FOOD-Health-46,Food & Beverage,2025-01-11,paid,2025-02-20,2024-12,52.0,0.188,False
PO003093,SUP0015,PRD0095,2026-05-10,220,83.78,USD,18431.6,fulfilled,"Zuniga, Wong and Lynch",India,76.1,PACK-Investment-95,Packaging,2026-05-15,paid,2026-06-10,2026-05,31.4,0.069,False
PO003094,SUP0034,PRD0057,2026-04-23,398,451.11,USD,179541.78,fulfilled,Koch-Decker,India,69.9,CHEM-Ask-57,Chemicals,2026-05-04,paid,2026-05-14,2026-04,31.2,0.068,True
PO003095,SUP0010,PRD0051,2026-02-13,168,70.26,USD,11803.68,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,AUTO-Shoulder-51,Automotive Parts,2026-02-20,paid,2026-03-16,2026-02,53.6,0.19,False
PO003096,SUP0015,PRD0070,2026-05-01,671,60.9,USD,40863.9,fulfilled,"Zuniga, Wong and Lynch",India,76.1,PACK-Knowledge-70,Packaging,2026-05-07,pending,,2026-05,31.4,0.069,False
PO003097,SUP0017,PRD0078,2026-07-23,731,3052.99,USD,2231735.69,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,AUTO-Level-78,Automotive Parts,2026-08-05,overdue,,2026-07,69.5,0.215,False
PO003098,SUP0007,PRD0012,2025-09-28,235,1309.82,USD,307807.7,fulfilled,Ramirez-Lewis,South Korea,49.8,ELEC-Second-12,Electronics,2025-10-07,paid,2025-10-14,2025-09,24.9,0.066,False
PO003099,SUP0031,PRD0147,2025-12-06,461,352.97,USD,162719.17,fulfilled,Harrell LLC,Brazil,87.2,FURN-Physical-147,Furniture,2025-12-17,paid,2026-01-14,2025-12,50.6,0.115,False
PO003100,SUP0010,PRD0051,2026-01-30,331,593.03,USD,196292.93,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,AUTO-Shoulder-51,Automotive Parts,2026-02-08,paid,2026-03-22,2026-01,57.0,0.183,False
PO003101,SUP0034,PRD0069,2025-09-30,111,903.99,USD,100342.89,open,Koch-Decker,India,69.9,FOOD-Challenge-69,Food & Beverage,2025-10-06,pending,,2025-09,36.3,0.088,False
PO003102,SUP0013,PRD0066,2026-06-01,952,25.72,USD,24485.44,fulfilled,Delacruz Group,Germany,77.3,TEXT-Customer-66,Textiles,2026-06-12,paid,2026-07-11,2026-06,7.3,0.038,False
PO003103,SUP0022,PRD0019,2025-07-12,313,5.95,USD,1862.35,fulfilled,Burgess-Patterson,Pakistan,79.0,PACK-Trade-19,Packaging,2025-07-16,paid,2025-08-04,2025-07,67.6,0.189,False
PO003104,SUP0017,PRD0020,2026-05-17,417,69.32,USD,28906.44,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,FOOD-Give-20,Food & Beverage,2026-05-27,paid,2026-07-04,2026-05,65.5,0.322,False
PO003105,SUP0021,PRD0100,2025-05-15,113,24.75,USD,2796.75,fulfilled,"Ellis, Baker and Wright",India,80.5,TEXT-Institution-100,Textiles,2025-05-19,pending,,2025-05,43.6,0.104,False
PO003106,SUP0015,PRD0064,2026-05-24,1091,576.44,USD,628896.04,fulfilled,"Zuniga, Wong and Lynch",India,76.1,AUTO-Energy-64,Automotive Parts,2026-05-31,overdue,,2026-05,31.4,0.069,False
PO003107,SUP0039,PRD0141,2026-07-09,1581,1291.72,USD,2042209.32,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,CHEM-Art-141,Chemicals,2026-07-12,pending,,2026-07,26.4,0.097,False
PO003108,SUP0013,PRD0132,2025-06-07,1185,3962.24,USD,4695254.4,fulfilled,Delacruz Group,Germany,77.3,CHEM-Art-132,Chemicals,2025-06-08,overdue,,2025-06,18.5,0.04,False
PO003109,SUP0004,PRD0020,2025-12-27,1044,1590.53,USD,1660513.32,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,FOOD-Give-20,Food & Beverage,2026-01-10,overdue,,2025-12,36.2,0.148,False
PO003110,SUP0014,PRD0026,2025-05-23,94,2.31,USD,217.14,cancelled,"Flowers, Martin and Kelly",United States,46.7,PACK-Mention-26,Packaging,,,,2025-05,8.8,0.035,False
PO003111,SUP0034,PRD0001,2025-08-31,224,57.71,USD,12927.04,fulfilled,Koch-Decker,India,69.9,MACH-Down-1,Machinery,2025-09-11,paid,2025-09-27,2025-08,39.7,0.107,False
PO003112,SUP0002,PRD0119,2026-08-11,87,2.53,USD,220.11,open,Rhodes PLC,Germany,87.8,TEXT-Serious-119,Textiles,2026-08-12,pending,,2026-08,8.8,0.035,False
PO003113,SUP0019,PRD0058,2026-02-15,196,511.53,USD,100259.88,fulfilled,Clark PLC,Germany,69.9,AUTO-Interesting-58,Automotive Parts,2026-02-20,paid,2026-03-23,2026-02,11.1,0.05,False
PO003114,SUP0010,PRD0121,2026-05-12,72,644.54,USD,46406.88,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,ELEC-Clear-121,Electronics,2026-05-16,paid,2026-06-24,2026-05,47.5,0.178,False
PO003115,SUP0013,PRD0037,2026-09-03,246,1437.68,USD,353669.28,fulfilled,Delacruz Group,Germany,77.3,CHEM-Still-37,Chemicals,2026-09-11,pending,,2026-09,9.5,0.062,False
PO003116,SUP0008,PRD0056,2024-11-19,495,493.38,USD,244223.1,open,Davis Inc,Pakistan,69.7,MACH-Billion-56,Machinery,2024-11-25,paid,2024-12-31,2024-11,59.6,0.179,False
PO003117,SUP0031,PRD0066,2024-10-17,976,2374.57,USD,2317580.32,fulfilled,Harrell LLC,Brazil,87.2,TEXT-Customer-66,Textiles,2024-10-28,pending,,2024-10,49.4,0.171,False
PO003118,SUP0030,PRD0097,2026-01-22,137,2027.51,USD,277768.87,fulfilled,Stanton-Gill,Indonesia,60.5,ELEC-Medical-97,Electronics,2026-02-01,paid,2026-02-15,2026-01,43.7,0.163,False
PO003119,SUP0009,PRD0063,2026-02-14,110,22.33,USD,2456.3,fulfilled,Munoz-Roman,United States,66.0,AUTO-Boy-63,Automotive Parts,2026-02-16,paid,2026-03-18,2026-02,19.2,0.032,False
PO003120,SUP0009,PRD0114,2025-06-19,169,2.47,USD,417.43,fulfilled,Munoz-Roman,United States,66.0,FOOD-Same-114,Food & Beverage,2025-06-27,paid,2025-08-02,2025-06,16.8,0.038,False
PO003121,SUP0034,PRD0027,2026-08-22,361,6.3,USD,2274.3,fulfilled,Koch-Decker,India,69.9,TEXT-Difficult-27,Textiles,2026-08-27,paid,2026-09-12,2026-08,36.4,0.093,False
PO003122,SUP0004,PRD0122,2025-09-18,827,340.23,USD,281370.21,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,CHEM-Customer-122,Chemicals,2025-09-25,pending,,2025-09,40.9,0.106,False
PO003123,SUP0013,PRD0081,2025-09-13,121,7.62,USD,922.02,fulfilled,Delacruz Group,Germany,77.3,PACK-Total-81,Packaging,2025-09-19,paid,2025-10-24,2025-09,8.4,0.037,False
PO003124,SUP0034,PRD0147,2026-06-01,55,1055.75,USD,58066.25,fulfilled,Koch-Decker,India,69.9,FURN-Physical-147,Furniture,2026-06-04,overdue,,2026-06,36.1,0.089,False
PO003125,SUP0035,PRD0056,2025-12-19,166,103.96,USD,17257.36,fulfilled,Allen PLC,Brazil,54.5,MACH-Billion-56,Machinery,2025-12-24,pending,,2025-12,43.5,0.166,False
PO003126,SUP0010,PRD0064,2025-05-26,476,30.08,USD,14318.08,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,AUTO-Energy-64,Automotive Parts,2025-05-27,paid,2025-06-03,2025-05,54.0,0.191,False
PO003127,SUP0010,PRD0074,2026-05-26,161,2.37,USD,381.57,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,MACH-Enjoy-74,Machinery,2026-06-06,paid,2026-07-08,2026-05,47.5,0.178,False
PO003128,SUP0035,PRD0070,2024-09-07,28,3106.87,USD,86992.36,fulfilled,Allen PLC,Brazil,54.5,PACK-Knowledge-70,Packaging,2024-09-16,pending,,2024-09,,,
PO003129,SUP0026,PRD0076,2025-06-15,542,43.57,USD,23614.94,fulfilled,James-Ferrell,Egypt,85.3,PACK-Wind-76,Packaging,2025-06-25,paid,2025-07-31,2025-06,53.2,0.177,False
PO003130,SUP0036,PRD0015,2025-06-14,508,973.67,USD,494624.36,fulfilled,Dennis Inc,South Korea,60.1,TEXT-Drop-15,Textiles,2025-06-16,pending,,2025-06,16.2,0.07,False
PO003131,SUP0037,PRD0058,2025-08-21,147,397.34,USD,58408.98,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,AUTO-Interesting-58,Automotive Parts,2025-08-27,paid,2025-09-25,2025-08,18.8,0.029,False
PO003132,SUP0018,PRD0110,2026-06-17,564,15.28,USD,8617.92,open,Underwood LLC,Philippines,54.2,CHEM-Still-110,Chemicals,2026-06-27,overdue,,2026-06,38.6,0.104,False
PO003133,SUP0008,PRD0100,2026-06-19,634,150.89,USD,95664.26,fulfilled,Davis Inc,Pakistan,69.7,TEXT-Institution-100,Textiles,2026-07-01,paid,2026-07-12,2026-06,68.5,0.276,False
PO003134,SUP0025,PRD0002,2025-10-17,29,408.76,USD,11854.04,fulfilled,Conner Group,Bangladesh,77.2,PACK-Attack-2,Packaging,2025-10-21,paid,2025-11-02,2025-10,57.7,0.144,False
PO003135,SUP0001,PRD0040,2025-08-13,44,325.91,USD,14340.04,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,FURN-Investment-40,Furniture,2025-08-27,paid,2025-10-05,2025-08,21.1,0.105,False
PO003136,SUP0036,PRD0046,2024-10-07,878,98.35,USD,86351.3,fulfilled,Dennis Inc,South Korea,60.1,FOOD-Health-46,Food & Beverage,2024-10-18,pending,,2024-10,23.2,0.052,False
PO003137,SUP0040,PRD0084,2025-03-19,611,225.35,USD,137688.85,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,PACK-Apply-84,Packaging,2025-03-20,pending,,2025-03,58.0,0.235,False
PO003138,SUP0021,PRD0139,2024-10-13,322,5.76,USD,1854.72,fulfilled,"Ellis, Baker and Wright",India,80.5,FOOD-Nice-139,Food & Beverage,2024-10-16,pending,,2024-10,42.1,0.126,False
PO003139,SUP0038,PRD0064,2026-01-10,676,346.97,USD,234551.72,fulfilled,Rose-Obrien,South Africa,61.5,AUTO-Energy-64,Automotive Parts,2026-01-21,paid,2026-02-10,2026-01,53.7,0.237,False
PO003140,SUP0017,PRD0115,2024-11-08,367,12.43,USD,4561.81,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,FOOD-Side-115,Food & Beverage,2024-11-13,paid,2024-12-16,2024-11,76.4,0.301,False
PO003141,SUP0012,PRD0133,2025-03-23,644,2884.3,USD,1857489.2,fulfilled,Stanley LLC,Japan,60.6,PACK-Apply-133,Packaging,2025-03-30,paid,2025-04-13,2025-03,9.9,0.06,False
PO003142,SUP0034,PRD0082,2025-08-14,285,1149.34,USD,327561.9,fulfilled,Koch-Decker,India,69.9,AUTO-Oil-82,Automotive Parts,2025-08-16,paid,2025-08-22,2025-08,39.7,0.107,False
PO003143,SUP0013,PRD0147,2025-04-05,231,976.11,USD,225481.41,fulfilled,Delacruz Group,Germany,77.3,FURN-Physical-147,Furniture,2025-04-15,pending,,2025-04,7.2,0.043,False
PO003144,SUP0039,PRD0040,2025-10-03,398,439.6,USD,174960.8,cancelled,"Campos, Vaughn and Marquez",South Korea,62.6,FURN-Investment-40,Furniture,,,,2025-10,21.2,0.085,False
PO003145,SUP0005,PRD0109,2025-04-28,323,15.62,USD,5045.26,fulfilled,Cole LLC,Mexico,58.0,CHEM-Step-109,Chemicals,2025-05-01,paid,2025-06-12,2025-04,38.1,0.128,False
PO003146,SUP0019,PRD0011,2025-01-15,579,22.23,USD,12871.17,fulfilled,Clark PLC,Germany,69.9,TEXT-Avoid-11,Textiles,2025-01-19,paid,2025-02-15,2025-01,16.9,0.043,False
PO003147,SUP0019,PRD0145,2024-12-09,185,436.98,USD,80841.3,fulfilled,Clark PLC,Germany,69.9,MACH-Cultural-145,Machinery,2024-12-16,paid,2024-12-27,2024-12,14.4,0.028,False
PO003148,SUP0032,PRD0133,2026-08-05,96,104.33,USD,10015.68,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,PACK-Apply-133,Packaging,2026-08-18,paid,2026-09-24,2026-08,45.2,0.147,False
PO003149,SUP0026,PRD0097,2026-05-30,90,309.67,USD,27870.3,fulfilled,James-Ferrell,Egypt,85.3,ELEC-Medical-97,Electronics,2026-06-01,paid,2026-06-30,2026-05,56.0,0.211,True
PO003150,SUP0006,PRD0016,2025-02-20,343,87.9,USD,30149.7,cancelled,Blake and Sons,China,58.0,CHEM-Author-16,Chemicals,,,,2025-02,32.5,0.071,False
PO003151,SUP0040,PRD0021,2026-04-25,278,202.65,USD,56336.7,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,MACH-Avoid-21,Machinery,2026-05-02,pending,,2026-04,55.4,0.198,False
PO003152,SUP0039,PRD0049,2026-04-22,673,50.79,USD,34181.67,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,AUTO-Manage-49,Automotive Parts,2026-04-30,paid,2026-06-06,2026-04,19.5,0.063,False
PO003153,SUP0015,PRD0147,2025-12-03,350,2.79,USD,976.5,cancelled,"Zuniga, Wong and Lynch",India,76.1,FURN-Physical-147,Furniture,,,,2025-12,34.7,0.082,False
PO003154,SUP0035,PRD0002,2025-05-08,146,469.71,USD,68577.66,fulfilled,Allen PLC,Brazil,54.5,PACK-Attack-2,Packaging,2025-05-13,pending,,2025-05,54.1,0.173,False
PO003155,SUP0002,PRD0135,2025-03-05,78,206.02,USD,16069.56,fulfilled,Rhodes PLC,Germany,87.8,CHEM-Me-135,Chemicals,2025-03-09,paid,2025-04-20,2025-03,11.9,0.046,False
PO003156,SUP0022,PRD0004,2026-04-16,523,795.86,USD,416234.78,fulfilled,Burgess-Patterson,Pakistan,79.0,FOOD-Against-4,Food & Beverage,2026-04-23,paid,2026-05-21,2026-04,65.0,0.201,False
PO003157,SUP0026,PRD0141,2026-01-14,482,2467.67,USD,1189416.94,open,James-Ferrell,Egypt,85.3,CHEM-Art-141,Chemicals,2026-01-27,paid,2026-02-15,2026-01,52.0,0.187,False
PO003158,SUP0023,PRD0002,2025-10-12,138,421.74,USD,58200.12,open,Robinson-Bright,Indonesia,70.0,PACK-Attack-2,Packaging,2025-10-26,paid,2025-12-03,2025-10,35.8,0.118,False
PO003159,SUP0025,PRD0087,2025-04-28,423,173.07,USD,73208.61,fulfilled,Conner Group,Bangladesh,77.2,MACH-Think-87,Machinery,2025-05-11,paid,2025-06-07,2025-04,53.6,0.114,False
PO003160,SUP0008,PRD0056,2025-12-26,82,667.6,USD,54743.2,fulfilled,Davis Inc,Pakistan,69.7,MACH-Billion-56,Machinery,2025-12-28,paid,2026-01-10,2025-12,66.7,0.291,False
PO003161,SUP0015,PRD0044,2024-12-06,690,62.78,USD,43318.2,fulfilled,"Zuniga, Wong and Lynch",India,76.1,MACH-Reason-44,Machinery,2024-12-10,paid,2025-01-04,2024-12,41.3,0.09,False
PO003162,SUP0012,PRD0003,2026-04-17,188,883.3,USD,166060.4,fulfilled,Stanley LLC,Japan,60.6,ELEC-Ground-3,Electronics,2026-04-29,paid,2026-05-06,2026-04,9.4,0.044,False
PO003163,SUP0033,PRD0011,2025-07-18,97,995.9,USD,96602.3,cancelled,"Sellers, George and Burns",China,78.7,TEXT-Avoid-11,Textiles,,,,2025-07,31.0,0.088,False
PO003164,SUP0040,PRD0078,2026-04-02,292,5.69,USD,1661.48,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,AUTO-Level-78,Automotive Parts,2026-04-15,pending,,2026-04,55.4,0.198,False
PO003165,SUP0012,PRD0056,2026-05-28,1031,2801.35,USD,2888191.85,fulfilled,Stanley LLC,Japan,60.6,MACH-Billion-56,Machinery,2026-05-31,overdue,,2026-05,15.6,0.066,False
PO003166,SUP0007,PRD0001,2025-07-07,276,2.31,USD,637.56,fulfilled,Ramirez-Lewis,South Korea,49.8,MACH-Down-1,Machinery,2025-07-08,paid,2025-08-19,2025-07,16.4,0.066,False
PO003167,SUP0031,PRD0104,2026-06-21,99,297.15,USD,29417.85,fulfilled,Harrell LLC,Brazil,87.2,AUTO-Hundred-104,Automotive Parts,2026-07-03,overdue,,2026-06,51.9,0.194,False
PO003168,SUP0030,PRD0112,2025-05-02,525,3155.46,USD,1656616.5,fulfilled,Stanton-Gill,Indonesia,60.5,FURN-Feeling-112,Furniture,2025-05-08,pending,,2025-05,44.2,0.119,False
PO003169,SUP0001,PRD0032,2024-11-24,116,11.44,USD,1327.04,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,FURN-Us-32,Furniture,2024-11-25,pending,,2024-11,26.9,0.07,False
PO003170,SUP0022,PRD0021,2024-11-09,881,3681.13,USD,3243075.53,fulfilled,Burgess-Patterson,Pakistan,79.0,MACH-Avoid-21,Machinery,2024-11-11,paid,2024-12-10,2024-11,63.2,0.25,False
PO003171,SUP0005,PRD0139,2025-06-27,609,57.09,USD,34767.81,fulfilled,Cole LLC,Mexico,58.0,FOOD-Nice-139,Food & Beverage,2025-07-03,paid,2025-08-02,2025-06,30.7,0.147,False
PO003172,SUP0014,PRD0074,2026-01-07,78,1576.19,USD,122942.82,fulfilled,"Flowers, Martin and Kelly",United States,46.7,MACH-Enjoy-74,Machinery,2026-01-16,paid,2026-02-02,2026-01,15.7,0.029,False
PO003173,SUP0028,PRD0133,2025-01-23,268,1928.06,USD,516720.08,fulfilled,"Potter, Mack and Peterson",Germany,88.1,PACK-Apply-133,Packaging,2025-01-30,paid,2025-03-06,2025-01,9.2,0.037,False
PO003174,SUP0010,PRD0058,2025-08-27,607,2975.58,USD,1806177.06,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,AUTO-Interesting-58,Automotive Parts,2025-09-09,paid,2025-09-16,2025-08,53.1,0.132,False
PO003175,SUP0005,PRD0072,2025-05-02,376,964.94,USD,362817.44,fulfilled,Cole LLC,Mexico,58.0,TEXT-Family-72,Textiles,2025-05-10,paid,2025-06-11,2025-05,40.9,0.098,False
PO003176,SUP0016,PRD0141,2025-04-02,293,1032.03,USD,302384.79,fulfilled,"Sanchez, Ford and Nelson",Mexico,67.6,CHEM-Art-141,Chemicals,2025-04-14,paid,2025-04-22,2025-04,36.2,0.082,False
PO003177,SUP0008,PRD0057,2026-07-02,123,3.12,USD,383.76,fulfilled,Davis Inc,Pakistan,69.7,CHEM-Ask-57,Chemicals,2026-07-09,paid,2026-07-24,2026-07,61.8,0.257,False
PO003178,SUP0036,PRD0055,2024-12-31,537,38.18,USD,20502.66,fulfilled,Dennis Inc,South Korea,60.1,FURN-Race-55,Furniture,2025-01-01,paid,2025-01-29,2024-12,26.8,0.062,False
PO003179,SUP0029,PRD0045,2024-12-12,178,1929.24,USD,343404.72,fulfilled,Chavez Ltd,Poland,66.3,CHEM-Lawyer-45,Chemicals,2024-12-18,paid,2025-01-08,2024-12,31.4,0.096,False
PO003180,SUP0035,PRD0043,2026-04-13,268,5.45,USD,1460.6,open,Allen PLC,Brazil,54.5,CHEM-Bill-43,Chemicals,2026-04-23,pending,,2026-04,55.9,0.186,False
PO003181,SUP0019,PRD0004,2025-10-24,165,19.78,USD,3263.7,fulfilled,Clark PLC,Germany,69.9,FOOD-Against-4,Food & Beverage,2025-10-27,pending,,2025-10,7.6,0.055,False
PO003182,SUP0008,PRD0081,2024-11-08,385,1753.86,USD,675236.1,fulfilled,Davis Inc,Pakistan,69.7,PACK-Total-81,Packaging,2024-11-12,paid,2024-11-25,2024-11,59.6,0.179,False
PO003183,SUP0015,PRD0118,2025-12-13,206,20.04,USD,4128.24,fulfilled,"Zuniga, Wong and Lynch",India,76.1,CHEM-Recently-118,Chemicals,2025-12-21,paid,2026-01-12,2025-12,34.7,0.082,False
PO003184,SUP0001,PRD0125,2025-09-21,290,301.43,USD,87414.7,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,TEXT-Article-125,Textiles,2025-09-22,pending,,2025-09,18.8,0.059,False
PO003185,SUP0030,PRD0120,2026-04-30,126,2.86,USD,360.36,fulfilled,Stanton-Gill,Indonesia,60.5,MACH-Message-120,Machinery,2026-05-05,paid,2026-05-14,2026-04,43.4,0.117,False
PO003186,SUP0021,PRD0030,2025-02-14,172,2.42,USD,416.24,fulfilled,"Ellis, Baker and Wright",India,80.5,AUTO-Several-30,Automotive Parts,2025-02-22,paid,2025-04-07,2025-02,43.3,0.085,False
PO003187,SUP0032,PRD0068,2025-02-15,81,83.16,USD,6735.96,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,FURN-List-68,Furniture,2025-02-26,paid,2025-03-17,2025-02,38.5,0.081,False
PO003188,SUP0032,PRD0066,2026-04-19,381,1788.95,USD,681589.95,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,TEXT-Customer-66,Textiles,2026-04-30,paid,2026-06-12,2026-04,45.3,0.131,False
PO003189,SUP0037,PRD0064,2026-03-11,428,9.6,USD,4108.8,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,AUTO-Energy-64,Automotive Parts,2026-03-12,paid,2026-03-18,2026-03,13.9,0.03,False
PO003190,SUP0020,PRD0102,2025-02-26,374,2.66,USD,994.84,fulfilled,Lewis-Porter,Pakistan,59.2,TEXT-Artist-102,Textiles,2025-03-01,paid,2025-03-23,2025-02,61.8,0.272,False
