shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity,origin_name,origin_type,origin_country,dest_name,dest_type,dest_country,product_name,category,delay_days,is_late,cost_per_unit
SHP004210,WH0001,DC0002,PRD0142,ocean,2025-02-04,2025-03-02,25,26,15631.1,259,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,TEXT-Movie-142,Textiles,1,True,60.352
SHP004211,WH0002,DC0006,PRD0014,ocean,2025-10-30,2025-11-15,16,16,7718.74,214,Singapore Warehouse 2,warehouse,Singapore,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,PACK-Artist-14,Packaging,0,False,36.069
SHP004212,WH0004,DC0002,PRD0004,air,2025-04-28,2025-04-30,3,2,55936.7,216,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Singapore Distribution Center 2,distribution_center,Singapore,FOOD-Against-4,Food & Beverage,-1,False,258.966
SHP004213,WH0010,DC0003,PRD0065,ocean,2025-11-22,2025-12-15,24,23,20178.12,349,Poland Warehouse 10,warehouse,Poland,Singapore Distribution Center 3,distribution_center,Singapore,FURN-Dark-65,Furniture,-1,False,57.817
SHP004214,WH0004,DC0006,PRD0052,rail,2025-03-11,2025-03-12,1,1,318.15,113,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,CHEM-Arm-52,Chemicals,0,False,2.815
SHP004215,WH0001,DC0003,PRD0114,ocean,2025-10-07,2025-11-02,25,26,9942.81,164,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,FOOD-Same-114,Food & Beverage,1,True,60.627
SHP004216,WH0008,DC0006,PRD0058,ocean,2025-02-23,2025-03-16,19,21,12600.89,295,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,AUTO-Interesting-58,Automotive Parts,2,True,42.715
SHP004217,WH0008,DC0001,PRD0095,rail,2025-08-12,2025-08-21,9,9,30103.75,602,South Korea Warehouse 8,warehouse,South Korea,India Distribution Center 1,distribution_center,India,PACK-Investment-95,Packaging,0,False,50.006
SHP004218,WH0009,DC0006,PRD0140,rail,2025-11-23,2025-11-30,8,7,4505.41,96,Germany Warehouse 9,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FURN-Coach-140,Furniture,-1,False,46.931
SHP004219,WH0007,DC0004,PRD0051,road,2025-05-27,2025-05-28,1,1,456.03,115,Germany Warehouse 7,warehouse,Germany,Germany Distribution Center 4,distribution_center,Germany,AUTO-Shoulder-51,Automotive Parts,0,False,3.965
SHP004220,WH0008,DC0003,PRD0050,rail,2025-09-01,2025-09-06,8,5,8574.08,195,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 3,distribution_center,Singapore,PACK-Treat-50,Packaging,-3,False,43.97
SHP004221,WH0007,DC0006,PRD0076,air,2025-02-03,2025-02-04,3,1,16062.47,74,Germany Warehouse 7,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,PACK-Wind-76,Packaging,-2,False,217.06
SHP004222,WH0002,DC0003,PRD0115,road,2026-01-25,2026-01-26,1,1,105.98,53,Singapore Warehouse 2,warehouse,Singapore,Singapore Distribution Center 3,distribution_center,Singapore,FOOD-Side-115,Food & Beverage,0,False,2.0
SHP004223,WH0008,DC0006,PRD0046,air,2025-06-01,2025-06-04,3,3,9931.21,31,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FOOD-Health-46,Food & Beverage,0,False,320.362
SHP004224,WH0004,DC0002,PRD0020,rail,2026-05-17,2026-05-25,10,8,21005.04,365,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Singapore Distribution Center 2,distribution_center,Singapore,FOOD-Give-20,Food & Beverage,-2,False,57.548
SHP004225,WH0003,DC0005,PRD0048,rail,2025-03-26,2025-04-05,9,10,6993.44,137,Netherlands Warehouse 3,warehouse,Netherlands,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,FOOD-Item-48,Food & Beverage,1,True,51.047
SHP004226,WH0007,DC0005,PRD0045,air,2025-01-12,2025-01-14,3,2,41077.65,190,Germany Warehouse 7,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Lawyer-45,Chemicals,-1,False,216.198
SHP004227,WH0010,DC0001,PRD0132,ocean,2024-12-08,2024-12-21,16,13,8530.77,233,Poland Warehouse 10,warehouse,Poland,India Distribution Center 1,distribution_center,India,CHEM-Art-132,Chemicals,-3,False,36.613
SHP004228,WH0004,DC0004,PRD0031,ocean,2025-10-27,2025-11-11,14,15,7051.77,237,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Germany Distribution Center 4,distribution_center,Germany,FOOD-Worry-31,Food & Beverage,1,True,29.754
SHP004229,WH0004,DC0004,PRD0097,air,2025-02-16,2025-02-18,3,2,44408.32,199,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Germany Distribution Center 4,distribution_center,Germany,ELEC-Medical-97,Electronics,-1,False,223.157
SHP004230,WH0007,DC0006,PRD0011,air,2024-11-15,2024-11-17,3,2,15411.29,71,Germany Warehouse 7,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,TEXT-Avoid-11,Textiles,-1,False,217.06
SHP004231,WH0001,DC0002,PRD0110,ocean,2025-03-18,2025-04-11,25,24,7785.37,129,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,CHEM-Still-110,Chemicals,-1,False,60.352
SHP004232,WH0007,DC0006,PRD0072,rail,2025-02-22,2025-03-02,8,8,6222.4,129,Germany Warehouse 7,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,TEXT-Family-72,Textiles,0,False,48.236
SHP004233,WH0003,DC0004,PRD0143,road,2025-07-14,2025-07-15,1,1,533.36,66,Netherlands Warehouse 3,warehouse,Netherlands,Germany Distribution Center 4,distribution_center,Germany,TEXT-Be-143,Textiles,0,False,8.081
SHP004234,WH0008,DC0005,PRD0068,ocean,2025-06-07,2025-06-26,19,19,5752.43,134,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,FURN-List-68,Furniture,0,False,42.929
SHP004235,WH0002,DC0005,PRD0034,ocean,2024-12-18,2025-01-02,16,15,4244.73,117,Singapore Warehouse 2,warehouse,Singapore,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Part-34,Chemicals,-1,False,36.28
SHP004236,WH0005,DC0004,PRD0042,ocean,2026-08-01,2026-08-13,14,12,6264.25,218,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,Germany Distribution Center 4,distribution_center,Germany,TEXT-Between-42,Textiles,-2,False,28.735
SHP004237,WH0002,DC0003,PRD0150,road,2024-12-21,2024-12-22,1,1,671.85,336,Singapore Warehouse 2,warehouse,Singapore,Singapore Distribution Center 3,distribution_center,Singapore,TEXT-Training-150,Textiles,0,False,2.0
SHP004238,WH0010,DC0001,PRD0066,ocean,2026-04-11,2026-04-26,16,15,951.93,26,Poland Warehouse 10,warehouse,Poland,India Distribution Center 1,distribution_center,India,TEXT-Customer-66,Textiles,-1,False,36.613
SHP004239,WH0001,DC0002,PRD0002,air,2025-01-10,2025-01-15,5,5,227676.92,503,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,PACK-Attack-2,Packaging,0,False,452.638
SHP004240,WH0002,DC0006,PRD0085,ocean,2025-09-01,2025-09-15,16,14,7971.22,221,Singapore Warehouse 2,warehouse,Singapore,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,CHEM-Reach-85,Chemicals,-2,False,36.069
SHP004241,WH0001,DC0005,PRD0120,ocean,2026-08-27,2026-09-11,13,15,2760.54,100,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,MACH-Message-120,Machinery,2,True,27.605
SHP004242,WH0008,DC0002,PRD0040,air,2026-05-13,2026-05-16,3,3,14420.28,71,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 2,distribution_center,Singapore,FURN-Investment-40,Furniture,0,False,203.103
SHP004243,WH0002,DC0006,PRD0011,ocean,2025-09-14,2025-09-27,16,13,8079.43,224,Singapore Warehouse 2,warehouse,Singapore,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,TEXT-Avoid-11,Textiles,-3,False,36.069
SHP004244,WH0005,DC0003,PRD0040,rail,2026-02-09,2026-02-19,10,10,9285.25,156,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,Singapore Distribution Center 3,distribution_center,Singapore,FURN-Investment-40,Furniture,0,False,59.521
SHP004245,WH0008,DC0002,PRD0083,ocean,2026-03-28,2026-04-11,13,14,3303.8,122,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 2,distribution_center,Singapore,TEXT-Billion-83,Textiles,1,True,27.08
SHP004246,WH0005,DC0006,PRD0014,rail,2025-04-09,2025-04-10,1,1,303.7,185,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,PACK-Artist-14,Packaging,0,False,1.642
SHP004247,WH0009,DC0003,PRD0078,ocean,2025-10-17,2025-11-11,25,25,2814.04,46,Germany Warehouse 9,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,AUTO-Level-78,Automotive Parts,0,False,61.175
SHP004248,WH0007,DC0001,PRD0126,ocean,2025-10-21,2025-11-10,18,20,14707.47,365,Germany Warehouse 7,warehouse,Germany,India Distribution Center 1,distribution_center,India,ELEC-Particularly-126,Electronics,2,True,40.294
SHP004249,WH0001,DC0005,PRD0147,ocean,2025-06-20,2025-06-30,13,10,6735.71,244,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,FURN-Physical-147,Furniture,-3,False,27.605
SHP004250,WH0007,DC0001,PRD0141,air,2026-01-18,2026-01-21,3,3,68299.09,226,Germany Warehouse 7,warehouse,Germany,India Distribution Center 1,distribution_center,India,CHEM-Art-141,Chemicals,0,False,302.208
SHP004251,WH0010,DC0004,PRD0092,road,2024-10-17,2024-10-18,1,1,3820.21,363,Poland Warehouse 10,warehouse,Poland,Germany Distribution Center 4,distribution_center,Germany,ELEC-Time-92,Electronics,0,False,10.524
SHP004252,WH0001,DC0002,PRD0019,air,2026-04-17,2026-04-22,5,5,46169.08,102,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,PACK-Trade-19,Packaging,0,False,452.638
SHP004253,WH0004,DC0003,PRD0082,ocean,2025-08-15,2025-08-29,16,14,3828.06,109,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Singapore Distribution Center 3,distribution_center,Singapore,AUTO-Oil-82,Automotive Parts,-2,False,35.12
SHP004254,WH0005,DC0006,PRD0135,road,2025-12-05,2025-12-06,1,1,3206.08,1085,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,CHEM-Me-135,Chemicals,0,False,2.955
SHP004255,WH0008,DC0005,PRD0057,ocean,2025-07-27,2025-08-17,19,21,1760.07,41,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Ask-57,Chemicals,2,True,42.929
SHP004256,WH0006,DC0001,PRD0048,ocean,2025-05-04,2025-06-01,32,28,15999.82,199,United States Warehouse 6,warehouse,United States,India Distribution Center 1,distribution_center,India,FOOD-Item-48,Food & Beverage,-4,False,80.401
SHP004257,WH0005,DC0002,PRD0134,rail,2025-05-24,2025-06-02,10,9,10250.05,175,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,Singapore Distribution Center 2,distribution_center,Singapore,FOOD-Pattern-134,Food & Beverage,-1,False,58.572
SHP004258,WH0005,DC0006,PRD0018,road,2025-10-15,2025-10-16,1,1,475.74,161,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FURN-Almost-18,Furniture,0,False,2.955
SHP004259,WH0008,DC0003,PRD0130,rail,2026-07-12,2026-07-19,8,7,7254.99,165,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 3,distribution_center,Singapore,MACH-Small-130,Machinery,-1,False,43.97
SHP004260,WH0007,DC0001,PRD0041,ocean,2025-03-10,2025-03-28,18,18,4029.44,100,Germany Warehouse 7,warehouse,Germany,India Distribution Center 1,distribution_center,India,PACK-Customer-41,Packaging,0,False,40.294
SHP004261,WH0010,DC0002,PRD0107,ocean,2024-09-18,2024-10-09,24,21,6618.95,115,Poland Warehouse 10,warehouse,Poland,Singapore Distribution Center 2,distribution_center,Singapore,PACK-Evidence-107,Packaging,-3,False,57.556
SHP004262,WH0010,DC0006,PRD0140,ocean,2024-12-01,2024-12-14,12,13,6599.64,258,Poland Warehouse 10,warehouse,Poland,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FURN-Coach-140,Furniture,1,True,25.58
SHP004263,WH0008,DC0004,PRD0138,air,2026-05-26,2026-05-29,4,3,23413.1,60,South Korea Warehouse 8,warehouse,South Korea,Germany Distribution Center 4,distribution_center,Germany,CHEM-Tonight-138,Chemicals,-1,False,390.218
SHP004264,WH0001,DC0006,PRD0104,rail,2026-08-04,2026-08-09,8,5,8779.19,190,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,AUTO-Hundred-104,Automotive Parts,-3,False,46.206
SHP004265,WH0010,DC0006,PRD0024,ocean,2025-01-26,2025-02-06,12,11,7494.94,293,Poland Warehouse 10,warehouse,Poland,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,MACH-Family-24,Machinery,-1,False,25.58
SHP004266,WH0010,DC0001,PRD0090,ocean,2025-10-27,2025-11-16,16,20,12741.24,348,Poland Warehouse 10,warehouse,Poland,India Distribution Center 1,distribution_center,India,MACH-With-90,Machinery,4,True,36.613
SHP004267,WH0001,DC0003,PRD0057,ocean,2025-12-19,2026-01-11,25,23,3031.35,50,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,CHEM-Ask-57,Chemicals,-2,False,60.627
SHP004268,WH0002,DC0006,PRD0055,air,2025-01-08,2025-01-10,3,2,66547.07,246,Singapore Warehouse 2,warehouse,Singapore,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FURN-Race-55,Furniture,-1,False,270.517
SHP004269,WH0007,DC0003,PRD0085,ocean,2026-03-24,2026-04-17,26,24,28343.83,461,Germany Warehouse 7,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,CHEM-Reach-85,Chemicals,-2,False,61.483
SHP004270,WH0007,DC0005,PRD0085,ocean,2025-05-19,2025-05-31,14,12,8417.31,292,Germany Warehouse 7,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Reach-85,Chemicals,-2,False,28.826
SHP004271,WH0004,DC0005,PRD0093,road,2026-01-05,2026-01-06,1,1,383.24,69,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,TEXT-Economic-93,Textiles,0,False,5.554
SHP004272,WH0008,DC0002,PRD0076,air,2025-08-23,2025-08-25,3,2,32699.51,161,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 2,distribution_center,Singapore,PACK-Wind-76,Packaging,-1,False,203.103
SHP004273,WH0001,DC0002,PRD0056,ocean,2026-02-20,2026-03-15,25,23,6276.58,104,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,MACH-Billion-56,Machinery,-2,False,60.352
SHP004274,WH0007,DC0002,PRD0136,ocean,2026-06-11,2026-07-03,25,22,6674.06,109,Germany Warehouse 7,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,AUTO-Morning-136,Automotive Parts,-3,False,61.23
SHP004275,WH0001,DC0005,PRD0122,air,2025-06-07,2025-06-10,3,3,31884.18,154,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Customer-122,Chemicals,0,False,207.04
SHP004276,WH0003,DC0001,PRD0144,ocean,2025-03-31,2025-04-19,19,19,4376.11,103,Netherlands Warehouse 3,warehouse,Netherlands,India Distribution Center 1,distribution_center,India,FURN-Today-144,Furniture,0,False,42.487
SHP004277,WH0004,DC0004,PRD0003,ocean,2025-12-06,2025-12-18,14,12,3659.78,123,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Germany Distribution Center 4,distribution_center,Germany,ELEC-Ground-3,Electronics,-2,False,29.754
SHP004278,WH0008,DC0006,PRD0030,ocean,2024-12-18,2025-01-05,19,18,35197.06,824,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,AUTO-Several-30,Automotive Parts,-1,False,42.715
SHP004279,WH0001,DC0006,PRD0089,rail,2025-01-03,2025-01-10,8,7,4482.01,97,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,ELEC-Better-89,Electronics,-1,False,46.206
SHP004280,WH0004,DC0006,PRD0115,rail,2026-04-13,2026-04-14,1,1,1013.57,360,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FOOD-Side-115,Food & Beverage,0,False,2.815
SHP004281,WH0001,DC0005,PRD0062,air,2025-05-06,2025-05-09,3,3,65838.76,318,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,TEXT-Training-62,Textiles,0,False,207.04
SHP004282,WH0005,DC0001,PRD0063,rail,2025-12-06,2025-12-09,5,3,4364.3,180,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,India Distribution Center 1,distribution_center,India,AUTO-Boy-63,Automotive Parts,-2,False,24.246
SHP004283,WH0007,DC0001,PRD0011,ocean,2025-10-24,2025-11-10,18,17,4271.21,106,Germany Warehouse 7,warehouse,Germany,India Distribution Center 1,distribution_center,India,TEXT-Avoid-11,Textiles,-1,False,40.294
SHP004284,WH0003,DC0002,PRD0083,air,2026-05-13,2026-05-18,5,5,100956.14,212,Netherlands Warehouse 3,warehouse,Netherlands,Singapore Distribution Center 2,distribution_center,Singapore,TEXT-Billion-83,Textiles,0,False,476.208
SHP004285,WH0009,DC0002,PRD0098,ocean,2024-10-25,2024-11-19,25,25,19974.2,328,Germany Warehouse 9,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,CHEM-Different-98,Chemicals,0,False,60.897
SHP004286,WH0009,DC0002,PRD0030,air,2024-12-30,2025-01-04,5,5,103220.34,226,Germany Warehouse 9,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,AUTO-Several-30,Automotive Parts,0,False,456.727
SHP004287,WH0010,DC0004,PRD0099,road,2025-02-16,2025-02-17,1,1,547.25,52,Poland Warehouse 10,warehouse,Poland,Germany Distribution Center 4,distribution_center,Germany,TEXT-Treatment-99,Textiles,0,False,10.524
SHP004288,WH0010,DC0001,PRD0066,ocean,2025-04-22,2025-05-10,16,18,8457.55,231,Poland Warehouse 10,warehouse,Poland,India Distribution Center 1,distribution_center,India,TEXT-Customer-66,Textiles,2,True,36.613
SHP004289,WH0009,DC0004,PRD0139,road,2025-04-03,2025-04-04,1,1,397.8,442,Germany Warehouse 9,warehouse,Germany,Germany Distribution Center 4,distribution_center,Germany,FOOD-Nice-139,Food & Beverage,0,False,0.9
SHP004290,WH0010,DC0005,PRD0073,rail,2025-03-17,2025-03-23,7,6,6963.82,164,Poland Warehouse 10,warehouse,Poland,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,PACK-Maintain-73,Packaging,-1,False,42.462
SHP004291,WH0008,DC0006,PRD0007,ocean,2025-12-16,2026-01-01,19,16,9183.7,215,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,TEXT-Drug-7,Textiles,-3,False,42.715
SHP004292,WH0009,DC0003,PRD0133,ocean,2025-03-19,2025-04-15,25,27,9359.73,153,Germany Warehouse 9,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,PACK-Apply-133,Packaging,2,True,61.175
SHP004293,WH0010,DC0006,PRD0096,rail,2025-07-23,2025-07-30,7,7,8441.4,198,Poland Warehouse 10,warehouse,Poland,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,CHEM-Mention-96,Chemicals,0,False,42.633
SHP004294,WH0007,DC0003,PRD0132,ocean,2026-05-23,2026-06-17,26,25,9406.96,153,Germany Warehouse 7,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,CHEM-Art-132,Chemicals,-1,False,61.483
SHP004295,WH0009,DC0002,PRD0131,air,2025-05-25,2025-05-29,5,4,141128.7,309,Germany Warehouse 9,warehouse,Germany,Singapore Distribution Center 2,distribution_center,Singapore,TEXT-Former-131,Textiles,-1,False,456.727
SHP004296,WH0008,DC0003,PRD0115,rail,2025-11-04,2025-11-12,8,8,10904.47,248,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 3,distribution_center,Singapore,FOOD-Side-115,Food & Beverage,0,False,43.97
SHP004297,WH0006,DC0003,PRD0125,ocean,2026-08-05,2026-09-10,36,36,6241.4,69,United States Warehouse 6,warehouse,United States,Singapore Distribution Center 3,distribution_center,Singapore,TEXT-Article-125,Textiles,0,False,90.455
SHP004298,WH0007,DC0001,PRD0012,ocean,2025-07-01,2025-07-18,18,17,6044.17,150,Germany Warehouse 7,warehouse,Germany,India Distribution Center 1,distribution_center,India,ELEC-Second-12,Electronics,-1,False,40.294
SHP004299,WH0010,DC0002,PRD0076,air,2025-01-15,2025-01-19,4,4,102737.56,238,Poland Warehouse 10,warehouse,Poland,Singapore Distribution Center 2,distribution_center,Singapore,PACK-Wind-76,Packaging,0,False,431.67
SHP004300,WH0008,DC0003,PRD0050,ocean,2024-09-20,2024-10-02,13,12,5012.54,190,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 3,distribution_center,Singapore,PACK-Treat-50,Packaging,-1,False,26.382
SHP004301,WH0004,DC0006,PRD0083,rail,2026-02-14,2026-02-16,1,2,509.6,181,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,TEXT-Billion-83,Textiles,1,True,2.815
SHP004302,WH0010,DC0005,PRD0132,ocean,2025-12-28,2026-01-09,12,12,6751.51,265,Poland Warehouse 10,warehouse,Poland,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Art-132,Chemicals,0,False,25.477
SHP004303,WH0005,DC0002,PRD0022,ocean,2026-07-18,2026-08-03,16,16,4322.59,123,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,Singapore Distribution Center 2,distribution_center,Singapore,AUTO-My-22,Automotive Parts,0,False,35.143
SHP004304,WH0001,DC0005,PRD0025,rail,2026-01-25,2026-02-04,8,10,4508.87,98,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Relationship-25,Chemicals,2,True,46.009
SHP004305,WH0004,DC0003,PRD0043,air,2024-11-01,2024-11-04,3,3,28710.42,109,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,Singapore Distribution Center 3,distribution_center,Singapore,CHEM-Bill-43,Chemicals,0,False,263.398
SHP004306,WH0002,DC0001,PRD0138,rail,2025-01-03,2025-01-09,6,6,4488.66,127,Singapore Warehouse 2,warehouse,Singapore,India Distribution Center 1,distribution_center,India,CHEM-Tonight-138,Chemicals,0,False,35.344
SHP004307,WH0008,DC0006,PRD0137,ocean,2024-11-17,2024-12-04,19,17,5595.65,131,South Korea Warehouse 8,warehouse,South Korea,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FOOD-Wide-137,Food & Beverage,-2,False,42.715
SHP004308,WH0005,DC0005,PRD0002,rail,2024-10-20,2024-10-21,1,1,1677.35,830,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,PACK-Attack-2,Packaging,0,False,2.021
SHP004309,WH0004,DC0001,PRD0017,ocean,2026-06-03,2026-06-13,8,10,3873.5,272,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,India Distribution Center 1,distribution_center,India,TEXT-Western-17,Textiles,2,True,14.241
SHP004310,WH0009,DC0001,PRD0054,ocean,2025-10-07,2025-10-25,18,18,6175.33,155,Germany Warehouse 9,warehouse,Germany,India Distribution Center 1,distribution_center,India,FURN-Ready-54,Furniture,0,False,39.841
SHP004311,WH0001,DC0006,PRD0055,ocean,2024-09-23,2024-10-05,13,12,4796.21,173,Germany Warehouse 1,warehouse,Germany,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,FURN-Race-55,Furniture,-1,False,27.724
SHP004312,WH0001,DC0003,PRD0109,ocean,2025-06-19,2025-07-15,25,26,17339.3,286,Germany Warehouse 1,warehouse,Germany,Singapore Distribution Center 3,distribution_center,Singapore,CHEM-Step-109,Chemicals,1,True,60.627
SHP004313,WH0010,DC0005,PRD0027,ocean,2026-03-13,2026-03-26,12,13,8534.93,335,Poland Warehouse 10,warehouse,Poland,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,TEXT-Difficult-27,Textiles,1,True,25.477
SHP004314,WH0007,DC0005,PRD0053,air,2024-11-03,2024-11-05,3,2,134691.45,623,Germany Warehouse 7,warehouse,Germany,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,PACK-Report-53,Packaging,-1,False,216.198
SHP004315,WH0002,DC0004,PRD0138,ocean,2025-03-13,2025-04-08,25,26,4843.15,80,Singapore Warehouse 2,warehouse,Singapore,Germany Distribution Center 4,distribution_center,Germany,CHEM-Tonight-138,Chemicals,1,True,60.539
SHP004316,WH0008,DC0003,PRD0112,ocean,2024-12-25,2025-01-04,13,10,3007.52,114,South Korea Warehouse 8,warehouse,South Korea,Singapore Distribution Center 3,distribution_center,Singapore,FURN-Feeling-112,Furniture,-3,False,26.382
SHP004317,WH0010,DC0002,PRD0019,air,2025-12-23,2025-12-27,4,4,82017.38,190,Poland Warehouse 10,warehouse,Poland,Singapore Distribution Center 2,distribution_center,Singapore,PACK-Trade-19,Packaging,0,False,431.67
SHP004318,WH0006,DC0003,PRD0040,air,2026-06-08,2026-06-13,6,5,187242.14,276,United States Warehouse 6,warehouse,United States,Singapore Distribution Center 3,distribution_center,Singapore,FURN-Investment-40,Furniture,-1,False,678.414
SHP004319,WH0009,DC0004,PRD0007,road,2025-04-16,2025-04-17,1,1,130.5,145,Germany Warehouse 9,warehouse,Germany,Germany Distribution Center 4,distribution_center,Germany,TEXT-Drug-7,Textiles,0,False,0.9
SHP004320,WH0003,DC0004,PRD0118,road,2025-03-02,2025-03-03,1,1,775.79,96,Netherlands Warehouse 3,warehouse,Netherlands,Germany Distribution Center 4,distribution_center,Germany,CHEM-Recently-118,Chemicals,0,False,8.081
SHP004321,WH0005,DC0005,PRD0085,road,2025-03-29,2025-03-30,1,1,243.72,67,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,CHEM-Reach-85,Chemicals,0,False,3.638
