edge_id,origin_node_id,dest_node_id,mode,avg_lead_time_days,avg_cost_per_unit,capacity,origin_name,origin_type,origin_country,origin_lat,origin_lon,dest_name,dest_type,dest_country,dest_lat,dest_lon
EDGE00705,SUP0015,WH0001,air,2.0,294.822,160,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00706,SUP0015,WH0001,ocean,16.0,39.31,430,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00707,SUP0015,WH0002,ocean,12.7,21.246,337,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00708,SUP0015,WH0002,rail,5.0,35.411,320,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00709,SUP0015,WH0003,air,2.8,318.637,338,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00710,SUP0015,WH0003,ocean,18.5,42.485,733,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00711,SUP0015,WH0004,air,1.5,106.073,338,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00712,SUP0015,WH0004,ocean,6.3,14.143,570,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00713,SUP0015,WH0004,rail,4.2,23.572,678,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00714,SUP0015,WH0005,ocean,8.0,14.459,775,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00715,SUP0015,WH0006,air,6.0,603.683,2780,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00716,SUP0015,WH0006,ocean,32.7,80.491,458,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00717,SUP0015,WH0007,ocean,16.0,40.296,867,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00718,SUP0015,WH0008,ocean,14.7,30.15,566,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00719,SUP0015,WH0008,rail,9.0,50.249,164,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00720,SUP0015,WH0009,air,3.0,298.785,242,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00721,SUP0015,WH0009,ocean,16.2,39.838,385,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00722,SUP0015,WH0010,air,3.0,274.616,556,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00723,SUP0015,WH0010,ocean,15.8,36.615,585,"Zuniga, Wong and Lynch",supplier,India,20.7768,77.6994,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00724,SUP0016,WH0001,air,3.2,439.729,495,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00725,SUP0016,WH0001,ocean,23.8,58.631,537,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00726,SUP0016,WH0002,ocean,37.7,95.861,352,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00727,SUP0016,WH0003,air,4.0,418.409,121,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00728,SUP0016,WH0003,ocean,20.8,55.788,576,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00729,SUP0016,WH0004,air,5.5,656.91,460,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00730,SUP0016,WH0004,ocean,33.9,87.588,758,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00731,SUP0016,WH0005,air,5.7,648.642,391,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00732,SUP0016,WH0005,ocean,35.2,86.486,496,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00733,SUP0016,WH0006,air,1.0,86.803,459,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00734,SUP0016,WH0006,ocean,6.2,11.574,335,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00735,SUP0016,WH0006,rail,3.0,19.29,1283,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00736,SUP0016,WH0007,air,3.3,430.221,490,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00737,SUP0016,WH0007,ocean,22.6,57.363,458,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00738,SUP0016,WH0008,air,5.0,528.142,244,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00739,SUP0016,WH0008,ocean,27.4,70.419,472,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00740,SUP0016,WH0009,air,4.0,436.889,154,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00741,SUP0016,WH0009,ocean,22.6,58.252,527,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00742,SUP0016,WH0010,air,4.7,454.085,238,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00743,SUP0016,WH0010,ocean,23.9,60.545,309,"Sanchez, Ford and Nelson",supplier,Mexico,21.984,-103.7661,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00744,SUP0017,WH0001,ocean,12.5,29.114,561,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00745,SUP0017,WH0001,rail,7.0,48.524,794,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00746,SUP0017,WH0002,air,4.5,479.469,295,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00747,SUP0017,WH0002,ocean,25.5,63.929,629,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00748,SUP0017,WH0003,air,2.3,219.895,303,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00749,SUP0017,WH0003,ocean,13.0,29.319,1103,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00750,SUP0017,WH0003,rail,7.0,48.866,303,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00751,SUP0017,WH0004,air,2.0,237.997,270,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00752,SUP0017,WH0004,ocean,15.0,31.733,380,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00753,SUP0017,WH0004,rail,6.0,52.888,319,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00754,SUP0017,WH0005,air,2.6,237.495,582,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00755,SUP0017,WH0005,ocean,14.4,31.666,401,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00756,SUP0017,WH0005,rail,8.3,52.777,245,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00757,SUP0017,WH0006,ocean,26.5,64.827,236,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00758,SUP0017,WH0007,air,3.0,224.748,307,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00759,SUP0017,WH0007,ocean,13.5,29.966,213,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00760,SUP0017,WH0007,rail,7.5,49.944,242,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00761,SUP0017,WH0008,air,4.3,543.648,602,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00762,SUP0017,WH0008,ocean,30.0,72.486,324,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00763,SUP0017,WH0009,ocean,12.0,28.931,289,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00764,SUP0017,WH0009,rail,6.5,48.218,332,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00765,SUP0017,WH0010,air,2.0,226.658,336,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00766,SUP0017,WH0010,ocean,14.5,30.221,494,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00767,SUP0017,WH0010,rail,9.0,50.368,438,"Hawkins, Cohen and Cameron",supplier,Nigeria,7.2609,7.9813,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00768,SUP0018,WH0001,air,4.7,454.226,468,Underwood LLC,supplier,Philippines,14.195,121.197,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00769,SUP0018,WH0001,ocean,25.3,60.563,434,Underwood LLC,supplier,Philippines,14.195,121.197,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00770,SUP0018,WH0002,ocean,7.2,13.873,631,Underwood LLC,supplier,Philippines,14.195,121.197,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00771,SUP0018,WH0002,rail,3.7,23.121,358,Underwood LLC,supplier,Philippines,14.195,121.197,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00772,SUP0018,WH0003,air,4.6,474.732,312,Underwood LLC,supplier,Philippines,14.195,121.197,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00773,SUP0018,WH0003,ocean,26.5,63.298,844,Underwood LLC,supplier,Philippines,14.195,121.197,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00774,SUP0018,WH0004,air,2.0,315.223,470,Underwood LLC,supplier,Philippines,14.195,121.197,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00775,SUP0018,WH0004,ocean,15.5,42.03,695,Underwood LLC,supplier,Philippines,14.195,121.197,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00776,SUP0018,WH0005,air,2.0,316.713,166,Underwood LLC,supplier,Philippines,14.195,121.197,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00777,SUP0018,WH0005,ocean,17.2,42.228,484,Underwood LLC,supplier,Philippines,14.195,121.197,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00778,SUP0018,WH0006,air,6.0,582.102,652,Underwood LLC,supplier,Philippines,14.195,121.197,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00779,SUP0018,WH0006,ocean,30.8,77.614,722,Underwood LLC,supplier,Philippines,14.195,121.197,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00780,SUP0018,WH0007,air,4.3,457.62,297,Underwood LLC,supplier,Philippines,14.195,121.197,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00781,SUP0018,WH0007,ocean,25.5,61.016,1336,Underwood LLC,supplier,Philippines,14.195,121.197,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00782,SUP0018,WH0008,air,1.5,106.931,439,Underwood LLC,supplier,Philippines,14.195,121.197,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00783,SUP0018,WH0008,ocean,5.0,14.257,374,Underwood LLC,supplier,Philippines,14.195,121.197,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00784,SUP0018,WH0008,rail,4.3,23.762,500,Underwood LLC,supplier,Philippines,14.195,121.197,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00785,SUP0018,WH0009,air,4.2,458.352,519,Underwood LLC,supplier,Philippines,14.195,121.197,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00786,SUP0018,WH0009,ocean,25.0,61.114,909,Underwood LLC,supplier,Philippines,14.195,121.197,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00787,SUP0018,WH0010,air,3.3,432.923,609,Underwood LLC,supplier,Philippines,14.195,121.197,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00788,SUP0018,WH0010,ocean,23.8,57.723,363,Underwood LLC,supplier,Philippines,14.195,121.197,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00789,SUP0019,WH0001,rail,1.0,1.003,771,Clark PLC,supplier,Germany,50.2837,10.6208,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00790,SUP0019,WH0001,road,1.0,1.805,427,Clark PLC,supplier,Germany,50.2837,10.6208,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00791,SUP0019,WH0002,air,4.5,453.627,281,Clark PLC,supplier,Germany,50.2837,10.6208,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00792,SUP0019,WH0002,ocean,25.7,60.484,473,Clark PLC,supplier,Germany,50.2837,10.6208,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00793,SUP0019,WH0003,road,1.0,8.228,380,Clark PLC,supplier,Germany,50.2837,10.6208,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00794,SUP0019,WH0004,air,2.0,222.826,637,Clark PLC,supplier,Germany,50.2837,10.6208,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00795,SUP0019,WH0004,ocean,13.0,29.71,818,Clark PLC,supplier,Germany,50.2837,10.6208,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00796,SUP0019,WH0004,rail,7.0,49.517,245,Clark PLC,supplier,Germany,50.2837,10.6208,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00797,SUP0019,WH0005,air,2.5,215.177,175,Clark PLC,supplier,Germany,50.2837,10.6208,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00798,SUP0019,WH0005,ocean,12.8,28.69,533,Clark PLC,supplier,Germany,50.2837,10.6208,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00799,SUP0019,WH0005,rail,8.0,47.817,672,Clark PLC,supplier,Germany,50.2837,10.6208,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00800,SUP0019,WH0006,air,3.7,355.574,576,Clark PLC,supplier,Germany,50.2837,10.6208,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00801,SUP0019,WH0006,ocean,19.7,47.41,278,Clark PLC,supplier,Germany,50.2837,10.6208,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00802,SUP0019,WH0007,rail,1.0,2.204,250,Clark PLC,supplier,Germany,50.2837,10.6208,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00803,SUP0019,WH0007,road,1.0,3.968,677,Clark PLC,supplier,Germany,50.2837,10.6208,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00804,SUP0019,WH0008,air,4.0,389.829,1468,Clark PLC,supplier,Germany,50.2837,10.6208,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00805,SUP0019,WH0008,ocean,21.2,51.977,297,Clark PLC,supplier,Germany,50.2837,10.6208,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00806,SUP0019,WH0009,rail,1.4,0.5,527,Clark PLC,supplier,Germany,50.2837,10.6208,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00807,SUP0019,WH0009,road,1.0,0.9,472,Clark PLC,supplier,Germany,50.2837,10.6208,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00808,SUP0019,WH0010,rail,1.5,5.752,175,Clark PLC,supplier,Germany,50.2837,10.6208,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00809,SUP0019,WH0010,road,1.0,10.353,314,Clark PLC,supplier,Germany,50.2837,10.6208,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00810,SUP0020,WH0001,air,3.0,246.206,444,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00811,SUP0020,WH0001,ocean,15.0,32.827,763,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00812,SUP0020,WH0001,rail,8.0,54.712,220,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00813,SUP0020,WH0002,ocean,12.2,27.397,336,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00814,SUP0020,WH0002,rail,7.0,45.662,301,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00815,SUP0020,WH0003,air,2.5,269.991,598,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00816,SUP0020,WH0003,ocean,15.7,35.999,675,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00817,SUP0020,WH0003,rail,10.0,59.998,456,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00818,SUP0020,WH0004,air,1.0,80.813,226,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00819,SUP0020,WH0004,ocean,4.2,10.775,480,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00820,SUP0020,WH0004,rail,3.5,17.958,545,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00821,SUP0020,WH0005,ocean,8.0,10.588,334,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00822,SUP0020,WH0005,rail,3.5,17.646,516,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00823,SUP0020,WH0006,ocean,29.0,74.776,898,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00824,SUP0020,WH0007,air,2.3,253.442,507,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00825,SUP0020,WH0007,ocean,13.0,33.792,416,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00826,SUP0020,WH0007,rail,8.0,56.32,296,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00827,SUP0020,WH0008,air,2.2,235.18,426,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00828,SUP0020,WH0008,ocean,12.7,31.357,356,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00829,SUP0020,WH0008,rail,9.0,52.262,373,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00830,SUP0020,WH0009,ocean,16.0,33.361,817,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00831,SUP0020,WH0009,rail,8.0,55.601,215,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00832,SUP0020,WH0010,air,2.0,225.812,791,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00833,SUP0020,WH0010,ocean,13.2,30.108,488,Lewis-Porter,supplier,Pakistan,28.6782,71.2975,Poland Warehouse 10,warehouse,Poland,51.7158,18.5237
EDGE00834,SUP0021,WH0001,air,2.2,291.672,402,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00835,SUP0021,WH0001,ocean,17.4,38.89,494,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00836,SUP0021,WH0002,air,1.5,161.604,193,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00837,SUP0021,WH0002,ocean,10.4,21.547,566,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00838,SUP0021,WH0002,rail,5.0,35.912,404,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00839,SUP0021,WH0003,ocean,19.0,42.063,506,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00840,SUP0021,WH0004,air,2.0,105.814,747,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00841,SUP0021,WH0004,ocean,7.3,14.109,1141,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00842,SUP0021,WH0004,rail,6.5,23.514,622,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00843,SUP0021,WH0005,air,1.0,107.833,225,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00844,SUP0021,WH0005,ocean,9.8,14.378,514,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00845,SUP0021,WH0005,rail,3.0,23.963,329,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00846,SUP0021,WH0006,air,5.0,599.205,641,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00847,SUP0021,WH0006,ocean,32.0,79.894,523,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00848,SUP0021,WH0007,air,2.3,298.989,369,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00849,SUP0021,WH0007,ocean,18.2,39.865,280,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00850,SUP0021,WH0008,air,2.5,223.724,1470,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00851,SUP0021,WH0008,ocean,12.8,29.83,290,"Ellis, Baker and Wright",supplier,India,21.679,77.7549,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
